,Rho,Test_insample,Test_val,Test_cvar,Lower_test,Upper_test,Probability_violations_test,Violations_test,Coverage_test,Avg_prob_test,step,Validate_insample,Validate_cvar,Validate_val,Probability_violations_validate,Violations_validate,Avg_prob_validate
0,0.5,-7.417985433126016,-5.640293343704697,1.704427752346744,-9.099259854915871,-0.2938158979994796,[0.344],181.44698649316487,0.15,0.344,"(0,)",-7.4013275947628925,1.81088011409477,-5.792087252824267,[0.3075],165.51543221671162,0.3075
1,0.5512820512820513,-7.256836953197894,-5.630402474847988,1.6011412094535271,-9.305480385734302,-0.28437608552392035,[0.332],166.91178052585641,0.176,0.332,"(0,)",-7.2431869225446315,1.7004587309949126,-5.773669131117154,[0.2925],152.0795673899796,0.2925
2,0.6025641025641025,-7.095688471585364,-5.611192617546207,1.4876901873742598,-9.044528729368785,-0.2749362730467766,[0.315],153.34021111726437,0.206,0.315,"(0,)",-7.085046248198179,1.6032921108674782,-5.747707705027324,[0.2675],139.44148917704683,0.2675
3,0.6538461538461539,-6.934539990192108,-5.582024921982878,1.4295115738788093,-8.708082496140722,-0.26549646056797194,[0.294],140.83673782144677,0.236,0.294,"(0,)",-6.9269055740067245,1.4584841618600803,-5.714094589974419,[0.2575],127.62168777815454,0.2575
4,0.7051282051282051,-6.7733915004879615,-5.544418144309577,1.3407510671021186,-8.371636264817829,-0.2560566480873856,[0.275],129.19450083846314,0.267,0.275,"(0,)",-6.768764889671499,1.3845716120346039,-5.673541694489979,[0.2475],116.49586359114545,0.2475
5,0.7564102564102564,-6.612243008231493,-5.499289556172664,1.2537352919551505,-8.044382131047662,-0.2466168356048506,[0.261],118.29245270707673,0.296,0.261,"(0,)",-6.610624204937476,1.3043190040800035,-5.625720052934095,[0.2325],106.09691395599968,0.2325
6,0.8076923076923077,-6.451094524159219,-5.448773056262156,1.1653063204518337,-7.941200750091639,-0.03464182564933149,[0.247],107.9357251482562,0.32,0.247,"(0,)",-6.452483527851379,1.235105875324702,-5.5699846560399795,[0.215],96.5459271686359,0.215
7,0.858974358974359,-6.262551544026193,-5.403066357278243,2.035701437489204,-7.8380193691467746,0.0,[0.227],98.32714745812989,0.354,0.227,"(0,)",-6.271953118389682,0.9443713552770185,-5.51658299359858,[0.2],87.75526026911083,0.2
8,0.9102564102564102,-6.069966343166217,-5.353146839530998,1.9587533771413528,-7.7348379882171425,0.0,[0.215],89.35904116522967,0.394,0.215,"(0,)",-6.088118970808605,0.8686291366704927,-5.459931882758069,[0.18],79.58594207085241,0.18
9,0.9615384615384615,-5.877381151075068,-5.29780290854177,1.8887977570335472,-7.631656607307264,0.0,[0.2],80.97291845947775,0.422,0.2,"(0,)",-5.904284831853383,0.8026754320232328,-5.395800996799161,[0.1675],72.28582937610255,0.1675
10,1.0128205128205128,-5.684795943432061,-5.238029517894467,1.7685675306166249,-7.528475226422341,-0.1228828222038299,[0.192],73.18207073746092,0.437,0.192,"(0,)",-5.720450677023129,0.7358956443489496,-5.324033805238647,[0.1575],65.77819649082619,0.1575
11,1.064102564102564,-5.492210745919589,-5.1736594237532145,0.6447366769492165,-7.425293845568508,-0.07797098245963618,[0.176],65.86194026603675,0.466,0.176,"(0,)",-5.536616532983502,0.6824979037126105,-5.247520113109672,[0.1475],59.76941970740842,0.1475
12,1.1153846153846154,-5.2996255450064895,-5.103945835816074,0.5901581559852367,-7.322112464753026,-0.02222116955707165,[0.161],59.185614740796524,0.494,0.161,"(0,)",-5.352782385221627,0.6288839078536558,-5.166502544176904,[0.135],54.31984515906135,0.135
13,1.1666666666666665,-5.089866749142856,-5.0276730183145615,0.9563393492812263,-7.21893108398452,0.0,[0.147],53.197240443951046,0.527,0.147,"(0,)",-5.153335878740628,1.0704073433779169,-5.080495688712985,[0.125],49.450398565240924,0.125
14,1.217948717948718,-4.853181953199262,-4.961041767332406,0.9146144393606987,-7.115749703272726,0.0,[0.134],47.833402613957254,0.565,0.134,"(0,)",-4.926944176830902,1.0877825182566385,-5.008921395893669,[0.12],44.79184446800742,0.12
15,1.2692307692307692,-4.604110798967619,-4.89490756501647,0.9076978315019801,-7.012568322627889,0.0,[0.119],42.97255907804624,0.597,0.119,"(0,)",-4.686806151668723,1.0712754545300487,-4.937420826859502,[0.1125],40.3951246477556,0.1125
16,1.3205128205128205,-4.3362740516764555,-4.825235914722351,0.8713201355815563,-6.9093869420586245,0.0,[0.112],38.483923741451626,0.623,0.112,"(0,)",-4.431030131693653,1.0773654675577302,-4.863981356059812,[0.105],36.222772130137706,0.105
17,1.3717948717948718,-4.061637048500152,-4.753904226670078,0.8439401482178284,-6.806205561567236,0.0,[0.101],34.40609006785286,0.659,0.101,"(0,)",-4.169587231728289,1.090447335552975,-4.787367130540589,[0.09],32.4651170757886,0.09
18,1.423076923076923,-3.7870000478845975,-4.680337453516757,0.8174813850620151,-6.703024181140314,0.0,[0.089],30.703661060052315,0.693,0.089,"(0,)",-3.908144334082688,1.0821166640896058,-4.7076144577583285,[0.08],29.232320487359146,0.08
19,1.4743589743589745,-3.512363049916374,-4.603871010991662,0.7961435296059208,-6.599842800729235,0.0,[0.082],27.357436395431634,0.715,0.082,"(0,)",-3.646701438692286,1.0738549684908292,-4.626634570846186,[0.075],26.23811908281795,0.075
20,1.5256410256410255,-3.237726047490124,-4.525004536077245,0.7822168529570381,-6.496661420213054,0.0,[0.073],24.405034298850087,0.734,0.073,"(0,)",-3.3852585396304296,1.0656491758464541,-4.5446194288432675,[0.075],23.382457435242223,0.075
