seed,a_seed,nonrob_prob,nonrob_obj,scenario_probs,scenario_obj,scenario_in,nonrob_in,scenario_avg,nonrob_avg
0,0,0.8161283607562776,4.960938018137172,0.03501714147805195,-2.7275568398252963,-1.9562653165553676,-8.695609348826897,-3.4429640312014946,-4.949373697840282
