,Rho,Test_worst,Test_insample,Test_val,Test_cvar,Lower_test,Upper_test,Probability_violations_test,Violations_test,Coverage_test,Avg_prob_test,step,Validate_worst,Validate_insample,Validate_cvar,Validate_val,Probability_violations_validate,Violations_validate,Avg_prob_validate
0,0.5,-0.48277402717440376,-0.7989526323533113,-0.8633544003526188,-0.3030842601184806,-1.0235318613370248,-0.6892122899130531,[0.42],1.7013994696006038,0.0,0.42,"(0,)",-0.48277402717440376,-0.7989526323531688,-0.413206302851089,-0.8276166708824709,[0.5],1.6967058480716972,0.5
1,0.576271186440678,-0.5132925145437993,-0.7672039309633638,-0.8582353155739031,-0.33208379594413395,-1.0128330380805624,-0.693676995918661,[0.4],1.3180952070426308,0.0,0.4,"(0,)",-0.5132925145437993,-0.767203930964018,-0.4393160039566229,-0.8215983242470812,[0.4],1.3820778232438362,0.4
2,0.652542372881356,-0.5397979843339314,-0.7372682053438234,-0.8541308983891273,-0.35885988188761264,-0.9915930802433169,-0.6965730361514317,[0.34],0.9943461727200265,0.0,0.34,"(0,)",-0.5397979843339314,-0.7372682053437378,-0.43833283847958576,-0.814853542886589,[0.35],1.123761835922107,0.35
3,0.728813559322034,-0.5584174981243848,-0.7084768738757219,-0.8512483368563428,-0.37766917037124403,-0.9838290557741636,-0.7080287922861506,[0.26],0.7671346309453927,0.0,0.26,"(0,)",-0.5584174981243848,-0.7084768738756553,-0.43020052362661976,-0.8101150301742658,[0.35],0.8930773044251198,0.35
4,0.8050847457627119,-0.5723548035903547,-0.6804273741408926,-0.8490903066997132,-0.3917478274885312,-0.9823304432899118,-0.7124127545291966,[0.24],0.5952208972238737,0.0,0.24,"(0,)",-0.5723548035903547,-0.6804273741410339,-0.4241153708000035,-0.806568376767477,[0.3],0.6776717657429493,0.3
5,0.8813559322033899,-0.5844615343923922,-0.6529880183468926,-0.8461829991343432,-0.40457022520033015,-0.9846080169253583,-0.7088822824187956,[0.18],0.46783827386476495,0.0,0.18,"(0,)",-0.5844615343923922,-0.6529880183468996,-0.41759585755077133,-0.8036499710079864,[0.15],0.5626900077506357,0.15
6,0.9576271186440678,-0.5860554439694651,-0.626165035311506,-0.8436203438619593,-0.41301952826275834,-0.9781421933633788,-0.7051697637077116,[0.14],0.377394500693793,0.0,0.14,"(0,)",-0.5860554439694651,-0.6261650353115031,-0.41206820153049606,-0.8013199762081055,[0.15],0.4874830442465552,0.15
7,1.0338983050847457,-0.5757807630399449,-0.5997989665483224,-0.8415462277223963,-0.41696715926404426,-0.966253809158409,-0.7106293090448592,[0.08],0.3075308916617826,0.0,0.08,"(0,)",-0.5757807630399449,-0.5997989665483238,-0.40759418797571767,-0.7994340635970871,[0.15],0.4126427272870681,0.15
8,1.1101694915254239,-0.5672643478683732,-0.5737793554076714,-0.8398271254472708,-0.42023891291103643,-0.9605383574192461,-0.7153098484272855,[0.08],0.26066470826280996,0.0,0.08,"(0,)",-0.5672643478683732,-0.5737793554075276,-0.403886075479982,-0.7978709540671983,[0.15],0.3381123368382387,0.15
9,1.1864406779661016,-0.5600721131000646,-0.5480295843934325,-0.8383751852780174,-0.4230024547455923,-0.9598886408607628,-0.7192620316754313,[0.06],0.21986041903261017,0.0,0.06,"(0,)",-0.5600721131000646,-0.5480295843932556,-0.4007540931567998,-0.7965507761744843,[0.15],0.2638442055468216,0.15
10,1.2627118644067798,-0.5539064091772277,-0.522494581582693,-0.8371302432182941,-0.42537211586913526,-0.9593319396828266,-0.7226492318175727,[0.04],0.18323525584426514,0.0,0.04,"(0,)",-0.5539064091772277,-0.5224945815813464,-0.3980686067560389,-0.7954189102172398,[0.1],0.1937899850061674,0.1
11,1.3389830508474576,-0.5485542244189567,-0.4971336110083511,-0.8360497661854608,-0.42742866008252245,-0.9599821186879052,-0.7254987423363501,[0.04],0.16077237557999646,0.0,0.04,"(0,)",-0.5485542244189567,-0.497133611007874,-0.3957378958645503,-0.7944364815421479,[0.1],0.14800707665200735,0.1
12,1.4152542372881356,-0.5438594414865149,-0.4719158160856025,-0.8351021706628982,-0.4292320890527273,-0.9589559563115996,-0.7278646382319236,[0.04],0.13869120183946718,0.0,0.04,"(0,)",-0.5438594414865149,-0.4719158160853187,-0.39369391506409546,-0.7935748297188151,[0.1],0.10190193582161354,0.1
13,1.4915254237288136,-0.5447858060635227,-0.4468173488650474,-0.8342634792158153,-0.43082828847828725,-0.95879645405349,-0.72891542604506,[0.04],0.11692474356985054,0.0,0.04,"(0,)",-0.5447858060635227,-0.44681734886483726,-0.3918848358780265,-0.7928122295100495,[0.05],0.06993251301781726,0.05
14,1.5677966101694916,-0.5504231262253465,-0.42181945996710696,-0.8335154494976932,-0.43225195839136665,-0.9598170899577123,-0.7288816609968294,[0.02],0.10076262809951159,0.0,0.02,"(0,)",-0.5504231262253465,-0.42181945996692277,-0.390271310726591,-0.7921320755458362,[0.05],0.04654814926775007,0.05
15,1.6440677966101696,-0.5554850412488216,-0.39690718719983664,-0.8328437749623556,-0.433530317137911,-0.9559006857265032,-0.7288513610441881,[0.02],0.09132373031839652,0.0,0.02,"(0,)",-0.5554850412488216,-0.39690718719966206,-0.3888224823363961,-0.7915213522167251,[0.05],0.023084704889110172,0.05
16,1.7203389830508475,-0.5540461116607593,-0.3720684338436557,-0.8322370637876813,-0.4331822213324354,-0.9523630683574404,-0.7288240016829877,[0.02],0.08186337015624698,0.0,0.02,"(0,)",-0.5540461116607593,-0.37206843384347976,-0.3875137798449212,-0.7909696989560006,[0.],0.015,0.0
17,1.7966101694915255,-0.5507029124409388,-0.34729330638831657,-0.8316861240816438,-0.43235698986268034,-0.9491506425833971,-0.7284891095580438,[0.02],0.07238478605793833,0.0,0.02,"(0,)",-0.5507029124409388,-0.3472933063881345,-0.3863253772091548,-0.7904687568999101,[0.],0.015,0.0
18,1.8728813559322035,-0.5476525868322497,-0.3225736295949339,-0.8311834504163187,-0.43160405167404825,-0.9462196463428487,-0.7270673588050962,[0.02],0.06289058398141775,0.0,0.02,"(0,)",-0.5476525868322497,-0.32257362959474467,-0.38524108577783567,-0.7900117010515357,[0.],0.015,0.0
19,1.9491525423728815,-0.5448589275708102,-0.29790258545820364,-0.8307229391144575,-0.4309144377480151,-0.9435345174402623,-0.724355535652522,[0.02],0.05338274540813273,0.0,0.02,"(0,)",-0.5448589275708102,-0.2979025854581936,-0.3842477694037356,-0.7895929549008699,[0.],0.015,0.0
20,2.0254237288135597,-0.5422877897283809,-0.273274440024304,-0.8302992438012867,-0.4302797824217509,-0.9410640293141992,-0.7218598803523313,[0.02],0.04386330902178127,0.0,0.02,"(0,)",-0.5422877897283809,-0.273274440024288,-0.383333838681571,-0.789207713152698,[0.],0.015,0.0
21,2.1016949152542375,-0.5399144231533631,-0.24868433464909184,-0.8299081272650998,-0.429693943728806,-0.938783501664892,-0.7195561691798825,[0.02],0.03433356881406302,0.0,0.02,"(0,)",-0.5399144231533631,-0.2486843346490751,-0.3824901797668423,-0.7888520898251643,[0.],0.015,0.0
22,2.1779661016949152,-0.5377164154387729,-0.2241281236862215,-0.8295459079906771,-0.4291513902913151,-0.9366714685921205,-0.7174226689721878,[0.02],0.024794755161043777,0.0,0.02,"(0,)",-0.5377164154387729,-0.22412812368620766,-0.3817088536898017,-0.7885227411489427,[0.],0.015,0.0
23,2.2542372881355934,-0.5356747380538809,-0.19960224732117463,-0.8292094509375026,-0.42864742521880966,-0.9347096502331598,-0.7161619298359894,[0.02],0.015247899692426122,0.0,0.02,"(0,)",-0.5356747380538809,-0.1996022473211581,-0.38098309807041075,-0.7882168167913773,[0.],0.015,0.0
24,2.330508474576271,-0.533773058209932,-0.17510363094203701,-0.828896064672485,-0.4281780169641919,-0.9328823533352397,-0.7169145005174945,[0.],0.015,0.02,0.0,"(0,)",-0.533773058209932,-0.17510363094202097,-0.3803071073521362,-0.7879318695923951,[0.],0.015,0.0
25,2.406779661016949,-0.531997269286226,-0.15062960465525266,-0.8286034245341455,-0.4277396834702265,-0.9311760232326057,-0.7176172511399768,[0.],0.015,0.02,0.0,"(0,)",-0.531997269286226,-0.15062960465523817,-0.3796758671193206,-0.7876657858581595,[0.],0.015,0.0
26,2.483050847457627,-0.530335119796234,-0.12617783840448474,-0.8283295115531275,-0.4273294005969176,-0.9295788876882468,-0.7182750300997759,[0.],0.015,0.04,0.0,"(0,)",-0.530335119796234,-0.12617783840446956,-0.3790850223522521,-0.7874167298368795,[0.],0.015,0.0
27,2.5593220338983054,-0.528775915077935,-0.1017462892537338,-0.8280725633076949,-0.4269445284852646,-0.9280806703505652,-0.7188920697033658,[0.],0.015,0.12,0.0,"(0,)",-0.528775915077935,-0.10174628925371935,-0.37853077141291636,-0.7871830990428215,[0.],0.015,0.0
28,2.635593220338983,-0.5273102752704919,-0.07733315824071747,-0.8278310340453336,-0.4265827518222958,-0.9271073847936492,-0.7194167167378263,[0.],0.015,0.2,0.0,"(0,)",-0.5273102752704919,-0.07733315824070436,-0.37800978003446667,-0.7869634879968,[0.],0.015,0.0
29,2.7118644067796613,-0.5259299374757479,-0.05293685482312295,-0.827603562084007,-0.42624203100328245,-0.9262418053659238,-0.7198216665069078,[0.],0.015,0.3,0.0,"(0,)",-0.5259299374757479,-0.05293685482310985,-0.37751911099675517,-0.7867566585855714,[0.],0.015,0.0
30,2.788135593220339,-0.5246275928800492,-0.02855596739604444,-0.8273889429683458,-0.4259205619284653,-0.9254882201650058,-0.720203735409423,[0.],0.015,0.3,0.0,"(0,)",-0.5246275928800492,-0.028555967396035768,-0.37705616622693316,-0.786561515654978,[0.],0.015,0.0
31,2.8644067796610173,-0.5233967517731971,-0.0041892386991962596,-0.8271861072296746,-0.4256167426858189,-0.9255894193513341,-0.7205648273305755,[0.],0.015,0.4,0.0,"(0,)",-0.5233967517731971,-0.00418923869918382,-0.3766186388250503,-0.7863770867872649,[0.],0.015,0.0
32,2.940677966101695,-0.5222316310413602,0.020164454810753664,-0.8269941018415067,-0.42532914577906933,-0.9256852150471807,-0.7209066388644256,[0.],0.015,0.44,0.0,"(0,)",-0.5222316310413602,0.020164454810762893,-0.37620447306193155,-0.7862025054416607,[0.],0.015,0.0
33,3.016949152542373,-0.521127059819811,0.04450612035210567,-0.8268120746741928,-0.4250564948376686,-0.9257760323929088,-0.7212306869827156,[0.],0.015,0.5,0.0,"(0,)",-0.521127059819811,0.04450612035211364,-0.37581183084893377,-0.7860369968158328,[0.],0.015,0.0
34,3.093220338983051,-0.5200783999818042,0.06883666355358908,-0.8266392613894404,-0.42479764499095674,-0.925862252736871,-0.7215383323801512,[0.],0.015,0.5,0.0,"(0,)",-0.5200783999818042,0.06883666355359427,-0.37543906346679834,-0.7858798659337173,[0.],0.015,0.0
35,3.169491525423729,-0.5190814787664535,0.09315690099683441,-0.8264749743402424,-0.4245515662414264,-0.9259442191573366,-0.7218307992154385,[0.],0.015,0.52,0.0,"(0,)",-0.5190814787664535,0.09315690099684007,-0.37508468762713887,-0.7857304875514961,[0.],0.015,0.0
36,3.245762711864407,-0.5181325314646286,0.11746757093866825,-0.8263185931246039,-0.42431732931151,-0.9260222411895715,-0.7221091919425049,[0.],0.015,0.56,0.0,"(0,)",-0.5181325314646286,0.11746757093867458,-0.37474736508835205,-0.785588297566885,[0.],0.015,0.0
37,3.3220338983050848,-0.5172281524182272,0.14176934251516082,-0.8261695565091284,-0.42409409355383154,-0.9260965988463269,-0.7220394385998178,[0.],0.015,0.56,0.0,"(0,)",-0.5172281524182272,0.14176934251516876,-0.3744258852404018,-0.7854527856773902,[0.],0.015,0.0
38,3.398305084745763,-0.5163652529298757,0.16606282367331,-0.8260273554955677,-0.42388109655822237,-0.9261675460785832,-0.7218625252468946,[0.],0.015,0.56,0.0,"(0,)",-0.5163652529298757,0.16606282367331326,-0.3741191501471023,-0.7853234890754093,[0.],0.015,0.0
39,3.4745762711864407,-0.5155410250383947,0.1903485680315704,-0.8258915273479307,-0.4236776452113117,-0.9262353137592212,-0.7216935404210095,[0.],0.015,0.6,0.0,"(0,)",-0.5155410250383947,0.1903485680315704,-0.37382616166180854,-0.7851999870171239,[0.],0.015,0.0
40,3.550847457627119,-0.514752910126762,0.2146270808347581,-0.825761650421681,-0.42348310794718924,-0.9263001122574869,-0.7215319595521537,[0.],0.015,0.68,0.0,"(0,)",-0.514752910126762,0.21462708083475998,-0.3735460102762562,-0.7850818961219128,[0.],0.015,0.0
41,3.6271186440677967,-0.5139985717160924,0.2388988241402048,-0.8256373396782445,-0.4232969080330138,-0.9263621336808238,-0.721377303609358,[0.],0.015,0.7,0.0,"(0,)",-0.5139985717160924,0.23889882414020377,-0.3732778654407609,-0.7849688662922555,[0.],0.015,0.0
42,3.703389830508475,-0.5132758717247652,0.263164221348868,-0.8255182427746423,-0.4231185177063328,-0.9264215538194734,-0.7212291342432238,[0.],0.015,0.74,0.0,"(0,)",-0.5132758717247652,0.2631642213488669,-0.3730209671335655,-0.7848605771601009,[0.],0.015,0.0
43,3.7796610169491527,-0.5125828497536794,0.2874236611761143,-0.8254040366493024,-0.4229474530658492,-0.9264785338596027,-0.7210870495278121,[0.],0.015,0.74,0.0,"(0,)",-0.5125828497536794,0.2874236611761137,-0.3727746184922482,-0.7847567349805329,[0.],0.015,0.0
44,3.855932203389831,-0.5119177049043706,0.3116775011416696,-0.8252944245251267,-0.422783269579611,-0.9265332218731183,-0.7209506802407144,[0.],0.015,0.78,0.0,"(0,)",-0.5119177049043706,0.31167750114166964,-0.3725381793554957,-0.7846570699094139,[0.],0.015,0.0
45,3.9322033898305087,-0.5112787798918228,0.3359260706458784,-0.8251891332928011,-0.42262555816862,-0.9265857541261973,-0.7208196866045347,[0.],0.015,0.82,0.0,"(0,)",-0.5112787798918228,0.335926070645888,-0.3723110606065465,-0.7845613336203433,[0.],0.015,0.0
46,4.008474576271187,-0.5106645471346465,0.3601696736896358,-0.8250879112388873,-0.42247394176251163,-0.9266362562564525,-0.7206499828284603,[0.],0.015,0.84,0.0,"(0,)",-0.5106645471346465,0.3601696736896451,-0.3720927192918694,-0.7844692972505855,[0.],0.015,0.0
47,4.084745762711865,-0.5100735953333272,0.384408591273648,-0.8249905257579114,-0.42232807199850975,-0.9266848442381732,-0.7204420576995719,[0.],0.015,0.84,0.0,"(0,)",-0.5100735953333272,0.384408591273661,-0.3718826536680063,-0.7843807492941925,[0.],0.015,0.0
48,4.161016949152542,-0.5095046195258339,0.40864308354711876,-0.8248967618002946,-0.42218762675994076,-0.9267316253669013,-0.7202418647868504,[0.],0.015,0.86,0.0,"(0,)",-0.5095046195258339,0.4086430835471292,-0.37168039986018664,-0.7842954942163682,[0.],0.015,0.0
49,4.237288135593221,-0.5089564109201085,0.4328733917078402,-0.8248064201623655,-0.42205230767088564,-0.926776699030493,-0.7200489787745872,[0.],0.015,0.86,0.0,"(0,)",-0.5089564109201085,0.4328733917078522,-0.37148552817698416,-0.7842133508911587,[0.],0.015,0.0
50,4.313559322033898,-0.5084278481231819,0.45709973970064455,-0.8247193160464286,-0.4219218379288586,-0.9268201574275258,-0.7198630051052926,[0.],0.015,0.88,0.0,"(0,)",-0.5084278481231819,0.457099739700651,-0.371297639998564,-0.7841341512906238,[0.],0.015,0.0
51,4.389830508474576,-0.5079178893927323,0.48132233573614647,-0.8246352777776855,-0.4217959603902428,-0.926862086206407,-0.7196835772446378,[0.],0.015,0.88,0.0,"(0,)",-0.5079178893927323,0.4813223357361579,-0.3711163650154733,-0.7840577393192242,[0.],0.015,0.0
52,4.466101694915254,-0.5074255656277621,0.5055413736514182,-0.8245541456551533,-0.42167443584397213,-0.9269025650546887,-0.7195103542152808,[0.],0.015,0.9,0.0,"(0,)",-0.5074255656277621,0.5055413736514257,-0.37094135874114204,-0.7839839697681438,[0.],0.015,0.0
53,4.5423728813559325,-0.506949974145332,0.5297570341316602,-0.8244757709210956,-0.4215570414736401,-0.9269416681843361,-0.7193281817492121,[0.],0.015,0.92,0.0,"(0,)",-0.506949974145332,0.5297570341316729,-0.3707723003005628,-0.7839127073796435,[0.],0.015,0.0
54,4.618644067796611,-0.5064902730624145,0.553969485809128,-0.8244000148373323,-0.4214435694686731,-0.9269794648172772,-0.719090233252915,[0.],0.015,0.92,0.0,"(0,)",-0.5064902730624145,0.5539694858091376,-0.3706088904259447,-0.7838438260054204,[0.],0.015,0.0
55,4.694915254237288,-0.5060456762269855,0.5781788862533874,-0.824326747851795,-0.42133382577834033,-0.9270160195859437,-0.7188601029658984,[0.],0.015,0.94,0.0,"(0,)",-0.5060456762269855,0.5781788862533919,-0.37045084966677727,-0.7837772078497915,[0.],0.015,0.0
56,4.771186440677966,-0.5056154486931089,0.602385382865486,-0.8242558488484639,-0.42122762898712574,-0.9270513929264342,-0.7186374104664573,[0.],0.015,0.94,0.0,"(0,)",-0.5056154486931089,0.6023853828654911,-0.3702979167707106,-0.7837127427878375,[0.],0.015,0.0
57,4.8474576271186445,-0.5051989025873497,0.6265891136865794,-0.8241872044699856,-0.42112480930253626,-0.9270856413885342,-0.718421799702015,[0.],0.015,0.96,0.0,"(0,)",-0.5051989025873497,0.6265891136865853,-0.3701498472186927,-0.7836503277491442,[0.],0.015,0.0
58,4.923728813559323,-0.5047953933902767,0.6507902081304099,-0.8241207085030416,-0.42102520763260975,-0.9271188179671632,-0.7182129370566621,[0.],0.015,0.96,0.0,"(0,)",-0.5047953933902767,0.6507902081304139,-0.3700064119034082,-0.7835898661592068,[0.],0.015,0.0
59,5.0,-0.5044043165641359,0.6749887876480501,-0.8240562613237763,-0.4209286747529126,-0.9271509723678587,-0.7180105096160885,[0.],0.015,0.96,0.0,"(0,)",-0.5044043165641359,0.6749887876480545,-0.36986739593161494,-0.783531267434985,[0.],0.015,0.0
