seed,a_seed,nonrob_prob,nonrob_obj,scenario_probs,scenario_obj,scenario_in,nonrob_in,scenario_avg,nonrob_avg,scenario_cvar,nonrob_cvar
3,3,0.8171907273085474,0.8065608424381807,0.024123753273153477,-2.975422305398235,-0.6529302215735542,-8.844317594260424,-3.7438735227411293,-5.341765973223036,-2.016210279158906,3.4571999601714225
