seed,nonrob_prob,nonrob_obj,scenario_probs,scenario_obj,scenario_in,nonrob_in,scenario_avg,nonrob_avg,scenario_cvar,nonrob_cvar
8,0.926578947368421,3.828935189495147,0.2050641025641026,-0.16421313286255795,-0.7574653341891238,-5.06142084906252,-0.9308584747778725,-1.6276344453343161,0.006518202553853891,4.315367329094785
