seed,nonrob_prob,nonrob_obj,scenario_probs,scenario_obj,scenario_in,nonrob_in,scenario_avg,nonrob_avg,scenario_cvar,nonrob_cvar
5,0.9457017543859652,3.084787968619429,0.20111263736263735,-0.5277622493313592,-1.3429441314471997,-4.775364757457592,-1.4817461646139403,-1.8202251304981232,-0.025001661447782198,4.037145442806969
