seed,nonrob_prob,nonrob_obj,scenario_probs,scenario_obj,scenario_in,nonrob_in,scenario_avg,nonrob_avg,scenario_cvar,nonrob_cvar
4,0.8992105263157895,3.5187503400928675,0.20037738577212263,-0.4638436439639242,-1.4084941411064946,-4.906778969771968,-1.2918239433504808,-1.356652564917304,-0.1289343160234146,4.384296464185791
