seed,nonrob_prob,nonrob_obj,scenario_probs,scenario_obj,scenario_in,nonrob_in,scenario_avg,nonrob_avg,scenario_cvar,nonrob_cvar
9,0.9320175438596492,4.330467184240315,0.10631289762868709,-0.6941869273231637,-0.86914664730929,-4.919381350939203,-0.8312419546171339,-1.0504084048380495,-0.6517769084728859,5.02222014623146
