seed,nonrob_prob,nonrob_obj,scenario_probs,scenario_obj,scenario_in,nonrob_in,scenario_avg,nonrob_avg,scenario_cvar,nonrob_cvar
2,0.9439473684210528,4.069963053848484,0.22233516483516486,-0.10095673880146036,-0.9575404067059822,-4.962762754387325,-0.9943384706696575,-1.1958553444054723,0.10973948968889129,4.903601629882684
