seed,nonrob_prob,nonrob_obj,scenario_probs,scenario_obj,scenario_in,nonrob_in,scenario_avg,nonrob_avg,scenario_cvar,nonrob_cvar
0,0.8608771929824561,3.559923696298907,0.25023809523809526,-0.4739941358188721,-0.872588649576041,-4.722668958098376,-0.9645665360427629,-1.1531713414280158,-0.34436252833403,4.089546862763961
