seed,nonrob_prob,nonrob_obj,scenario_probs,scenario_obj,scenario_in,nonrob_in,scenario_avg,nonrob_avg,scenario_cvar,nonrob_cvar
6,0.9115789473684212,4.381176144761101,0.29574862637362637,-0.3021191769475121,-1.3029323242690105,-4.846980430869962,-1.2454266335017299,-0.8673571300022196,0.1826877928767954,5.08961134821215
