seed,nonrob_prob,nonrob_obj,scenario_probs,scenario_obj,scenario_in,nonrob_in,scenario_avg,nonrob_avg,scenario_cvar,nonrob_cvar
7,0.9156140350877193,3.693927246791566,0.2279510073260073,-0.13843978336636983,-1.3344111323259966,-4.96194211152254,-1.2538154994431163,-1.5399996191884902,0.11316986053666804,4.44094126393701
