seed,nonrob_prob,nonrob_obj,scenario_probs,scenario_obj,scenario_in,nonrob_in,scenario_avg,nonrob_avg,scenario_cvar,nonrob_cvar
1,0.9306140350877191,3.110179909563451,0.19560668498168504,-0.4619009779181221,-1.277007045241764,-5.035948505110641,-1.2097245989903318,-1.5898655492652043,-0.1782028909811238,4.2652863718183
