seed,nonrob_prob,nonrob_obj,scenario_probs,scenario_obj,scenario_in,nonrob_in,scenario_avg,nonrob_avg,scenario_cvar,nonrob_cvar
3,0.9421052631578947,2.786651247388926,0.27336309523809527,-0.9672213241748262,-1.0172278898642084,-4.776664855470744,-1.0948175992938096,-1.8836943241595783,-0.8883964892385862,3.861568441071779
