seed,rho,a_seed,eta,gamma,init_rho,valid_obj,valid_prob,test_obj,test_prob,time
20,0.0001,20,0.5,1,1,-425.6872300128543,1.0,-425.2031778927031,1.0,0.008646819
20,0.00021544346900318845,20,0.5,1,1,-425.68298864240694,1.0,-425.20317550094046,1.0,0.008646819
20,0.00046415888336127773,20,0.5,1,1,-425.6787868229341,1.0,-425.1999046353486,1.0,0.008646819
20,0.001,20,0.5,1,1,-425.6726739653101,1.0,-425.1932035228855,1.0,0.008646819
20,0.002154434690031882,20,0.5,1,1,-425.6594155968996,1.0,-425.1794134609565,1.0,0.008646819
20,0.004641588833612777,20,0.5,1,1,-425.6310351570893,1.0,-425.15091159169896,1.0,0.008646819
20,0.01,20,0.5,1,1,-425.5698076974097,1.0,-425.0900185643728,1.0,0.008646819
20,0.021544346900318822,20,0.5,1,1,-425.43789131788117,1.0,-424.9588560501192,1.0,0.008646819
20,0.046415888336127774,20,0.5,1,1,-425.153695599894,1.0,-424.67629241844,1.0,0.008646819
20,0.1,20,0.5,1,1,-424.54141709208454,1.0,-424.0675313895747,1.0,0.008646819
20,0.11,20,0.5,1,1,-424.4271522936672,1.0,-423.9539230996851,1.0,0.008646819
20,0.17357142857142857,20,0.5,1,1,-423.7007545748823,0.985,-423.2316979293846,1.0,0.008646819
20,0.23714285714285716,20,0.5,1,1,-422.9743566579075,0.985,-422.5094731655786,0.99,0.008646819
20,0.3007142857142857,20,0.5,1,1,-422.2479593206606,0.95,-421.78724847330506,0.97,0.008646819
20,0.36428571428571427,20,0.5,1,1,-421.52156156800845,0.93,-421.06502368376965,0.942,0.008646819
20,0.4278571428571428,20,0.5,1,1,-420.79516407365503,0.9,-420.34279906084316,0.91,0.008646819
20,0.49142857142857144,20,0.5,1,1,-420.06876643284085,0.855,-419.6205742974581,0.866,0.008646819
20,0.555,20,0.5,1,1,-419.3423687912554,0.79,-418.8983495961798,0.82,0.008646819
20,0.6185714285714285,20,0.5,1,1,-418.615971099716,0.73,-418.17612480777547,0.77,0.008646819
20,0.6821428571428572,20,0.5,1,1,-417.88957350890286,0.68,-417.45390011646845,0.726,0.008646819
20,0.7457142857142857,20,0.5,1,1,-417.1631758387212,0.64,-416.73167536081013,0.668,0.008646819
20,0.8092857142857143,20,0.5,1,1,-416.4367782157773,0.595,-416.0094506481541,0.598,0.008646819
20,0.8728571428571429,20,0.5,1,1,-415.71038051483396,0.55,-415.2872258537801,0.54,0.008646819
20,0.9364285714285714,20,0.5,1,1,-414.9839829799333,0.505,-414.5650012049413,0.494,0.008646819
20,1.0,20,0.5,1,1,-414.25758541275763,0.48,-413.8427765283567,0.454,0.008646819
20,1.1,20,0.5,1,1,-413.1149374677027,0.41,-412.7066926859106,0.39,0.008646819
20,1.2625000000000002,20,0.5,1,1,-411.25813449886016,0.27,-410.86055640971057,0.292,0.008646819
20,1.425,20,0.5,1,1,-409.401331610363,0.21,-409.0144202365149,0.222,0.008646819
20,1.5875000000000001,20,0.5,1,1,-407.54452879469784,0.165,-407.1682840994804,0.144,0.008646819
20,1.75,20,0.5,1,1,-405.6877258011048,0.14,-405.3221478259538,0.104,0.008646819
20,1.9125,20,0.5,1,1,-403.83092290742934,0.095,-403.4760116420635,0.062,0.008646819
20,2.075,20,0.5,1,1,-401.97412010509555,0.085,-401.6298755033183,0.05,0.008646819
20,2.2375,20,0.5,1,1,-400.1173171588502,0.065,-399.78373926152943,0.03,0.008646819
20,2.4000000000000004,20,0.5,1,1,-398.2605142462537,0.055,-397.93760304910245,0.018,0.008646819
20,2.5625,20,0.5,1,1,-396.403711359046,0.045,-396.0914668539218,0.014,0.008646819
20,2.725,20,0.5,1,1,-394.5457882132569,0.03,-394.24450338168134,0.012,0.008646819
20,2.8875,20,0.5,1,1,-392.6696750788064,0.02,-392.3792477477962,0.008,0.008646819
20,3.0500000000000003,20,0.5,1,1,-390.7852415030998,0.01,-390.5046803395237,0.002,0.008646819
20,3.2125000000000004,20,0.5,1,1,-388.8965566926899,0.005,-388.62494297693996,0.002,0.008646819
20,3.375,20,0.5,1,1,-387.00382528292886,0.005,-386.7407043245067,0.002,0.008646819
20,3.5375,20,0.5,1,1,-385.1071416477651,0.005,-384.8529541757284,0.002,0.008646819
20,3.7,20,0.5,1,1,-383.2054163504469,0.005,-382.96181605991677,0.0,0.008646819
20,3.8625000000000003,20,0.5,1,1,-381.30190188786815,0.005,-381.0689154746224,0.0,0.008646819
20,4.025,20,0.5,1,1,-379.3914642320867,0.005,-379.16940899529715,0.0,0.008646819
20,4.1875,20,0.5,1,1,-377.4520039857787,0.005,-377.24596598076636,0.0,0.008646819
20,4.35,20,0.5,1,1,-375.4071762151357,0.005,-375.21416133407496,0.0,0.008646819
20,4.5125,20,0.5,1,1,-373.2453358428245,0.005,-373.06041731081297,0.0,0.008646819
20,4.675000000000001,20,0.5,1,1,-370.9643398739434,0.0,-370.7898213559599,0.0,0.008646819
20,4.8375,20,0.5,1,1,-368.5710690431556,0.0,-368.4068052509243,0.0,0.008646819
20,5.0,20,0.5,1,1,-366.07691922486237,0.0,-365.91941167611134,0.0,0.008646819
