context_val,seed,alpha,eps,test_lcx_prob,test_lcx_obj,valid_lcx_prob,valid_lcx_obj,time,in_val,test_avg,valid_avg
12,90,0.12,0.1,0.0,-0.3285676219329608,0.0,-0.322070360380573,2651.01691699028,0.3880183665250429,-0.7876537665579404,-0.7841485605755507
