context_val,seed,alpha,eps,test_lcx_prob,test_lcx_obj,valid_lcx_prob,valid_lcx_obj,time,in_val,test_avg,valid_avg
0,50,0.12,0.1,0.0,-0.3028776432492929,0.0,-0.3182139935422159,2158.001963376999,0.34582405326403737,-0.750966119434238,-0.8013914321365537
