context_val,seed,alpha,eps,test_lcx_prob,test_lcx_obj,valid_lcx_prob,valid_lcx_obj,time,in_val,test_avg,valid_avg
12,20,0.12,0.1,0.0,-0.3855557950670138,0.0,-0.29492004542365313,1594.9569568634033,0.2205763000983245,-0.8061342383571345,-0.6210041162416712
