,step,Validate_val,Lower_validate,Upper_validate,Probability_violations_validate,Violations_validate,Coverage_validate,Avg_prob_validate,Rho
0,"(0,)",-4.278598874048481,-6.649632768639227,0.0,[0.07],17.979485375187757,0.755,0.07,1.0
1,"(100,)",-3.930338769347154,-6.105376239690475,0.0,[0.03],5.761107342971661,0.79,0.03,1.0
2,"(200,)",-3.823628370410184,-5.945977613960456,0.0,[0.025],3.6123442856525347,0.77,0.025,1.0
3,"(300,)",-3.8034469470014742,-5.913106068353849,0.0,[0.025],3.26369484159195,0.78,0.025,1.0
4,"(400,)",-3.800543853282673,-5.908743161289147,0.0,[0.02],3.213558283079937,0.78,0.02,1.0
5,"(500,)",-3.799634335765559,-5.907089611776185,0.0,[0.02],3.201139670495269,0.78,0.02,1.0
