,target,test_prob,test_obj,0.25_test_obj,0.75_test_obj,test_prob_o,test_obj_o,0.25_test_obj_o,0.75_test_obj_o,mv_prob,mv_obj,0.25_mv_obj,0.75_mv_obj,pre_prob,pre_obj,0.25_pre_obj,0.75_pre_obj,dro_prob,dro_obj,0.25_dro_obj,0.75_dro_obj,nonrob_prob,nonrob_obj,scenario_prob,scenario_obj,0.25_nonrob_obj,0.75_nonrob_obj,0.25_scenario_obj,0.75_scenario_obj,lcx_prob,lcx_obj,0.25_lcx_obj,0.75_lcx_obj,test_avg,test_avg_o,test_avg_mv,test_avg_pre,test_avg_lcx,test_avg_dro,test_avg_scene
0,0.0,0.0002,-0.5111307318907173,-0.5221526615301114,-0.5009748563052345,0.0024000000000000002,-0.3848172607570477,-0.4148459034207665,-0.36130566819655446,0.0024000000000000002,-0.3930526010637744,-0.41275117964434804,-0.36700099908396605,0.0002,-0.5239614679253365,-0.54303132411622,-0.5036985575299747,0.0020000000000000005,-0.37354420010591516,-0.3948652362967212,-0.3434986875042371,0.617097264324052,0.32636002593967817,0.26369927939940807,-0.28371606371021985,0.2960056650204974,0.37921458223466675,-0.3168314762016551,-0.25215278253286916,0.006019140449334622,-0.25158102157899587,-0.2868400565525141,-0.22061030512689267,-0.8157433029722643,-0.8169638890274129,-0.7984330417531124,-0.7959127640618275,-0.8139598825643242,-0.8032380785422895,-0.8078000580554111
0,0.01,0.0002,-0.5111307318907173,-0.5221526615301114,-0.5009748563052345,0.005,-0.31454522372796906,-0.3660878013607033,-0.2839513218569386,0.011199999999999998,-0.3942222626942951,-0.41492510974686736,-0.3684854269003941,0.0104,-0.520479248791115,-0.5378070843209896,-0.5052958352715048,0.0088,-0.37345220553444225,-0.3969398773233985,-0.3435130322805122,0.617097264324052,0.32636002593967817,0.26369927939940807,-0.28371606371021985,0.2960056650204974,0.37921458223466675,-0.3168314762016551,-0.25215278253286916,0.006019140449334622,-0.25158102157899587,-0.2868400565525141,-0.22061030512689267,-0.8157433029722643,-0.8176707229841632,-0.8024806847172249,-0.7994804918824041,-0.8139598825643242,-0.8051509982436411,-0.8078000580554111
0,0.02,0.015400000000000002,-0.4792889723728327,-0.49881872256021503,-0.46507428937937534,0.0062,-0.2887917437412039,-0.3249508813753926,-0.25782205385447665,0.0192,-0.39450791206138336,-0.4161243647987971,-0.36867679256037134,0.014800000000000002,-0.5194373138668836,-0.5371388163751041,-0.5049942792242317,0.02,-0.37303761722785694,-0.39589565122000614,-0.34347256275506216,0.617097264324052,0.32636002593967817,0.26369927939940807,-0.28371606371021985,0.2960056650204974,0.37921458223466675,-0.3168314762016551,-0.25215278253286916,0.006019140449334622,-0.25158102157899587,-0.2868400565525141,-0.22061030512689267,-0.8174408977354208,-0.8218615672700802,-0.8040325594019896,-0.8002583110717832,-0.8139598825643242,-0.8068109392589996,-0.8078000580554111
0,0.03,0.0246,-0.47840753489013466,-0.4939689601121218,-0.46855683316117624,0.0062,-0.2887917437412039,-0.3249508813753926,-0.25782205385447665,0.028800000000000003,-0.3948976039790671,-0.417092126190885,-0.36895308377069114,0.022000000000000002,-0.5174544811570398,-0.5359795738521044,-0.5043599324732654,0.029400000000000003,-0.3726281575542084,-0.39557640460118915,-0.34343213217771673,0.617097264324052,0.32636002593967817,0.26369927939940807,-0.28371606371021985,0.2960056650204974,0.37921458223466675,-0.3168314762016551,-0.25215278253286916,0.006019140449334622,-0.25158102157899587,-0.2868400565525141,-0.22061030512689267,-0.8193824443687143,-0.8218615672700802,-0.8056719171959916,-0.8010493801179217,-0.8139598825643242,-0.8079540483299897,-0.8078000580554111
0,0.05,0.046599999999999996,-0.47362629713199633,-0.4884598628673141,-0.46321084195516643,0.0062,-0.2887917437412039,-0.3249508813753926,-0.25782205385447665,0.047799999999999995,-0.39463175944282847,-0.41753023473289447,-0.36931113486357864,0.040999999999999995,-0.513085447661608,-0.5302594676329109,-0.5015663288894914,0.049800000000000004,-0.37174847889391266,-0.39600363696832536,-0.3430335985525723,0.617097264324052,0.32636002593967817,0.26369927939940807,-0.28371606371021985,0.2960056650204974,0.37921458223466675,-0.3168314762016551,-0.25215278253286916,0.006019140449334622,-0.25158102157899587,-0.2868400565525141,-0.22061030512689267,-0.8209226250364818,-0.8218615672700802,-0.8078744785080026,-0.8027414847405259,-0.8139598825643242,-0.8099995985408158,-0.8078000580554111
0,0.08,0.07160000000000001,-0.46642290256381286,-0.4850636315170486,-0.4601276741462619,0.0062,-0.2887917437412039,-0.3249508813753926,-0.25782205385447665,0.074,-0.39317082399165326,-0.4155538900282021,-0.36762564268537223,0.08280000000000001,-0.5042547037039515,-0.5207946402697172,-0.4925608026828723,0.06920000000000001,-0.37053821887645605,-0.3956314531036437,-0.3426772582623902,0.617097264324052,0.32636002593967817,0.26369927939940807,-0.28371606371021985,0.2960056650204974,0.37921458223466675,-0.3168314762016551,-0.25215278253286916,0.006019140449334622,-0.25158102157899587,-0.2868400565525141,-0.22061030512689267,-0.8218158107476802,-0.8218615672700802,-0.8109761275198549,-0.8052524992796712,-0.8139598825643242,-0.8116606456057844,-0.8078000580554111
0,0.1,0.1012,-0.4591697743713232,-0.47379336574973024,-0.4419299025532192,0.0062,-0.2887917437412039,-0.3249508813753926,-0.25782205385447665,0.09780000000000001,-0.39191979434704505,-0.41338073333120495,-0.36612224145376604,0.095,-0.5011546157454642,-0.5202925204436064,-0.48940325835179677,0.091,-0.36804740749945875,-0.3951298171451654,-0.34151294240552377,0.617097264324052,0.32636002593967817,0.26369927939940807,-0.28371606371021985,0.2960056650204974,0.37921458223466675,-0.3168314762016551,-0.25215278253286916,0.006019140449334622,-0.25158102157899587,-0.2868400565525141,-0.22061030512689267,-0.8224478923152818,-0.8218615672700802,-0.8136115400139665,-0.8060654488516243,-0.8139598825643242,-0.8138737504528457,-0.8078000580554111
0,0.12,0.11179999999999998,-0.45086515470072425,-0.4659024409744079,-0.44587822837263835,0.0062,-0.2887917437412039,-0.3249508813753926,-0.25782205385447665,0.11539999999999999,-0.390193957632942,-0.4114695801721919,-0.36589611692555074,0.11039999999999998,-0.4959765177123276,-0.511482729826063,-0.48507882734900976,0.1062,-0.3663714371343489,-0.3943276113097848,-0.3407048023605053,0.617097264324052,0.32636002593967817,0.26369927939940807,-0.28371606371021985,0.2960056650204974,0.37921458223466675,-0.3168314762016551,-0.25215278253286916,0.006019140449334622,-0.25158102157899587,-0.2868400565525141,-0.22061030512689267,-0.8213009159774044,-0.8218615672700802,-0.8157874325405114,-0.8070992159334704,-0.8139598825643242,-0.8151436943063242,-0.8078000580554111
0,0.15,0.1436,-0.44810956691354303,-0.46144557294107713,-0.43976701327098444,0.0062,-0.2887917437412039,-0.3249508813753926,-0.25782205385447665,0.1416,-0.3866623445435504,-0.4056194347519379,-0.36415449248290155,0.1348,-0.48687479319510824,-0.5028688994389439,-0.4754636426094402,0.1358,-0.36213309296417984,-0.3913505164225882,-0.33918655631450034,0.617097264324052,0.32636002593967817,0.26369927939940807,-0.28371606371021985,0.2960056650204974,0.37921458223466675,-0.3168314762016551,-0.25215278253286916,0.006019140449334622,-0.25158102157899587,-0.2868400565525141,-0.22061030512689267,-0.823910364461201,-0.8218615672700802,-0.8196386786846288,-0.8083984234783603,-0.8139598825643242,-0.8178626322688023,-0.8078000580554111
0,0.18,0.17439999999999997,-0.43283908717739433,-0.43987492795691896,-0.421779755664037,0.0062,-0.2887917437412039,-0.3249508813753926,-0.25782205385447665,0.1762,-0.3810864022930396,-0.39915720710839875,-0.3565452065629425,0.16999999999999998,-0.4728126009416231,-0.48499493268167293,-0.46389063966131994,0.1726,-0.3546559328050335,-0.38671330867290593,-0.3351583252975859,0.617097264324052,0.32636002593967817,0.26369927939940807,-0.28371606371021985,0.2960056650204974,0.37921458223466675,-0.3168314762016551,-0.25215278253286916,0.006019140449334622,-0.25158102157899587,-0.2868400565525141,-0.22061030512689267,-0.8242173046712484,-0.8218615672700802,-0.8242272863115365,-0.8103522544556542,-0.8139598825643242,-0.8222187361251632,-0.8078000580554111
