seed,a_seed,nonrob_prob,nonrob_obj,scenario_probs,scenario_obj,scenario_in,nonrob_in,scenario_avg,nonrob_avg,scenario_cvar,nonrob_cvar
50,50,0.6537619979340517,-0.04501728963117491,0.24129049613832226,-0.4931051232153396,-0.6463735524157538,-0.9991218343699867,-0.8069515254109089,-0.8356036738831921,-0.37466398433472337,0.20123049228809112
