seed,rho,a_seed,eta,gamma,init_rho,valid_obj,valid_prob,test_obj,test_prob,time,valid_cover,test_cover,valid_in,test_in,valid_avg,avg_val,valid_cvar,test_cvar
0,0.0001,0,0.15,3,2,0.04178604691922452,0.61,0.05968450586959204,0.576,0.002715815,0.0,0.0,-1.0742554990473394,-1.0671355741251427,-0.8611601093327006,-0.9069014084509606,0.7499307118341407,0.6088506631543306
0,0.00016378937069540646,0,0.15,3,2,0.041786051067799035,0.61,0.05968450729931573,0.576,0.002715815,0.0,0.0,-1.0741690786221638,-1.0670483332592766,-0.8611601094198283,-0.9069014085577225,0.7499307131197366,0.608850663695661
0,0.00026826957952797245,0,0.15,3,2,0.04178604375572685,0.61,0.05968450809616081,0.576,0.002715815,0.0,0.0,-1.0740275306609641,-1.0669054415661086,-0.8611601096345528,-0.9069014086592786,0.749930712657117,0.6088506635136491
0,0.00043939705607607906,0,0.15,3,2,0.04178605054198472,0.61,0.059684508411999355,0.576,0.002715815,0.0,0.0,-1.0737956899819094,-1.0666713999979263,-0.8611601094769641,-0.9069014086504704,0.7499307119036965,0.6088506620952814
0,0.0007196856730011522,0,0.15,3,2,0.041786051189646616,0.61,0.059684508538160014,0.576,0.002715815,0.0,0.0,-1.0734159597607285,-1.0662880652274942,-0.8611601095579567,-0.9069014085947997,0.7499307121949094,0.6088506637854902
0,0.0011787686347935866,0,0.15,3,2,0.04178605232820271,0.61,0.059684508245971636,0.576,0.002715815,0.0,0.0,-1.0727940021181095,-1.0656602034316103,-0.861160109179807,-0.9069014084538229,0.7499307115115764,0.6088506633409221
0,0.0019306977288832496,0,0.15,3,2,0.041786038028504974,0.6075,0.059684505338503016,0.575,0.002715815,0.0,0.0,-1.0717753012669735,-1.0646318321173376,-0.8611601096525496,-0.9069014087100554,0.7499307105783547,0.6088506618621974
0,0.0031622776601683794,0,0.15,3,2,0.0417860489943951,0.6025,0.05968450774245626,0.573,0.002715815,0.0,0.0,-1.0701067774897266,-1.0629474695125092,-0.8611601088913184,-0.9069014082484432,0.7499307099777323,0.6088506613350528
0,0.005179474679231213,0,0.15,3,2,0.04178601465469986,0.6025,0.05968449930673683,0.572,0.002715815,0.0,0.0,-1.0673739135461517,-1.0601886628373163,-0.8611601097484524,-0.9069014091075963,0.7499307028699789,0.6088506546294564
0,0.008483428982440717,0,0.15,3,2,0.01730671745390254,0.605,0.012334957096988293,0.573,0.002715815,0.0,0.0,-1.0630374782295744,-1.055820141869985,-0.8598159892191363,-0.9125083754160634,0.6975868245467088,0.5735600001830208
