seed,a_seed,nonrob_prob,nonrob_obj,scenario_probs,scenario_obj,scenario_in,nonrob_in,scenario_avg,nonrob_avg,scenario_cvar,nonrob_cvar
8,8,0.9154365611053157,3.1170428093518447,0.013449743577506185,-0.6394842659609885,-0.6394842657557706,-4.92573170001725,-0.7757344380934625,-1.6628027975462167,-0.4848035255478149,4.496667279136529
