seed,rho,a_seed,eta,gamma,init_rho,valid_obj,valid_prob,test_obj,test_prob,nonrob_prob,nonrob_obj,scenario_probs,scenario_obj
20,0.5,20,0.12,1,1,-0.8660403259466901,0.7575,-0.868993606859769,0.752,0.6350053353926997,-0.8640571324379571,0.23360405010982638,-0.8016615412486183
20,0.5423728813559322,20,0.12,1,1,-0.8644685038679428,0.765,-0.8676768884525484,0.755,0.6350053353926997,-0.8640571324379571,0.23360405010982638,-0.8016615412486183
20,0.5847457627118644,20,0.12,1,1,-0.8631101412225571,0.78,-0.8667095789114215,0.748,0.6350053353926997,-0.8640571324379571,0.23360405010982638,-0.8016615412486183
20,0.6271186440677966,20,0.12,1,1,-0.861909404453186,0.765,-0.8659489568471713,0.728,0.6350053353926997,-0.8640571324379571,0.23360405010982638,-0.8016615412486183
20,0.6694915254237288,20,0.12,1,1,-0.8609069127082111,0.7525,-0.8653157552027629,0.702,0.6350053353926997,-0.8640571324379571,0.23360405010982638,-0.8016615412486183
20,0.711864406779661,20,0.12,1,1,-0.8601897220829935,0.715,-0.8644642850795062,0.67,0.6350053353926997,-0.8640571324379571,0.23360405010982638,-0.8016615412486183
20,0.7542372881355932,20,0.12,1,1,-0.8595898627840285,0.705,-0.8638216932002604,0.656,0.6350053353926997,-0.8640571324379571,0.23360405010982638,-0.8016615412486183
20,0.7966101694915254,20,0.12,1,1,-0.8590130597137973,0.69,-0.8632533487407819,0.636,0.6350053353926997,-0.8640571324379571,0.23360405010982638,-0.8016615412486183
20,0.8389830508474576,20,0.12,1,1,-0.8583583876896204,0.67,-0.8625541799165726,0.617,0.6350053353926997,-0.8640571324379571,0.23360405010982638,-0.8016615412486183
20,0.8813559322033898,20,0.12,1,1,-0.8577886683855188,0.6225,-0.8619819589692148,0.572,0.6350053353926997,-0.8640571324379571,0.23360405010982638,-0.8016615412486183
20,0.923728813559322,20,0.12,1,1,-0.8573059589822271,0.54,-0.8615214996871794,0.453,0.6350053353926997,-0.8640571324379571,0.23360405010982638,-0.8016615412486183
20,0.9661016949152542,20,0.12,1,1,-0.8568882344864164,0.315,-0.8611359934388629,0.252,0.6350053353926997,-0.8640571324379571,0.23360405010982638,-0.8016615412486183
20,1.0084745762711864,20,0.12,1,1,-0.8565214672276903,0.1475,-0.860805616259883,0.124,0.6350053353926997,-0.8640571324379571,0.23360405010982638,-0.8016615412486183
20,1.0508474576271185,20,0.12,1,1,-0.8561364809629477,0.075,-0.8604527993101639,0.076,0.6350053353926997,-0.8640571324379571,0.23360405010982638,-0.8016615412486183
20,1.0932203389830508,20,0.12,1,1,-0.8556396626072247,0.06,-0.859959344688526,0.057,0.6350053353926997,-0.8640571324379571,0.23360405010982638,-0.8016615412486183
20,1.1355932203389831,20,0.12,1,1,-0.8551720721369647,0.05,-0.8594853584542554,0.049,0.6350053353926997,-0.8640571324379571,0.23360405010982638,-0.8016615412486183
20,1.1779661016949152,20,0.12,1,1,-0.8547103350908317,0.04,-0.8590272428766925,0.041,0.6350053353926997,-0.8640571324379571,0.23360405010982638,-0.8016615412486183
20,1.2203389830508473,20,0.12,1,1,-0.8542196640300642,0.035,-0.8585612584559055,0.037,0.6350053353926997,-0.8640571324379571,0.23360405010982638,-0.8016615412486183
20,1.2627118644067796,20,0.12,1,1,-0.8537677140097322,0.0325,-0.8581270826411245,0.029,0.6350053353926997,-0.8640571324379571,0.23360405010982638,-0.8016615412486183
20,1.305084745762712,20,0.12,1,1,-0.8533601399714703,0.0325,-0.8577295279296727,0.026,0.6350053353926997,-0.8640571324379571,0.23360405010982638,-0.8016615412486183
20,1.347457627118644,20,0.12,1,1,-0.8529974723540421,0.0325,-0.8573719753943687,0.025,0.6350053353926997,-0.8640571324379571,0.23360405010982638,-0.8016615412486183
20,1.3898305084745761,20,0.12,1,1,-0.8526729859704778,0.0325,-0.8570471291188552,0.022,0.6350053353926997,-0.8640571324379571,0.23360405010982638,-0.8016615412486183
20,1.4322033898305084,20,0.12,1,1,-0.8523778187195146,0.0275,-0.8567518934361775,0.02,0.6350053353926997,-0.8640571324379571,0.23360405010982638,-0.8016615412486183
