,step,Lagrangian_val,Train_val,Probability_violations_train,Violations_train,Avg_prob_train,A_norm,lam_list,mu,alpha,alphagrad,gradnorm,Rho
0,0,-2.4607144705901876,-4.556914090547921,[0.05],0.6584060792869666,0.05,34.835334350106265,[1.65840608],1,0.0,tensor(-0.3518),"[np.float64(0.565849865975846), np.float64(9.158221855617407), np.float64(0.0), np.float64(2.4632301143860813)]",1.0
1,1,-2.2628521940094393,-4.767486896093137,[0.07],0.8503696902273357,0.07,34.438779915190075,[1.65840608],1,3.517831077275382e-05,tensor(1.9766),"[np.float64(0.5634862489661043), np.float64(9.15843870402725), np.float64(0.0028610904272291043), np.float64(2.4630124997395972)]",1.0
2,2,-2.3317406655882214,-4.846163962147145,[0.07],0.9172471326825018,0.07,33.99842914526887,[1.65840608],1,-0.0001343401618435033,tensor(-3.4732),"[np.float64(0.5609665776034445), np.float64(9.158663478288785), np.float64(0.0060907087878787946), np.float64(2.462782501015628)]",1.0
3,3,-2.405454023499189,-4.92535290845432,[0.07],0.9851292578699979,0.07,33.53499918725597,[1.65840608],1,7.736799319270722e-05,tensor(2.0828),"[np.float64(0.5583930588035696), np.float64(9.158887450525715), np.float64(0.009592080258351213), np.float64(2.4625497235250244)]",1.0
4,4,-2.462965985372998,-5.000690818372384,[0.075],1.0564803462529557,0.075,33.065599114691516,[1.65840608],1,3.8455975506278414e-05,tensor(2.0979),"[np.float64(0.5558486823989796), np.float64(9.15910353919618), np.float64(0.013271184415595048), np.float64(2.4623219805680514)]",1.0
5,5,-2.4616283953622293,-5.056848927195599,[0.085],1.112400625656641,0.085,32.70278368686396,[1.65840608],1,-0.0002024603169800405,tensor(-4.3661),"[np.float64(0.5539825641306247), np.float64(9.15925310491769), np.float64(0.016159624096463415), np.float64(2.462160295649881)]",1.0
6,6,-2.4482165263110796,-5.081899381120325,[0.085],1.1356624654172962,0.085,32.55265416258035,[1.65840608],1,4.141861465838182e-05,tensor(2.0744),"[np.float64(0.5533881971516043), np.float64(9.159280160108738), np.float64(0.017525481331817704), np.float64(2.462122199821845)]",1.0
7,7,-2.4548060820131035,-5.068663751492586,[0.08],1.1232728864099648,0.08,32.592298121485456,[1.65840608],1,2.90833377107729e-05,tensor(2.1073),"[np.float64(0.5539111465334795), np.float64(9.159200026864209), np.float64(0.0175334522544906), np.float64(2.4621930815180613)]",1.0
8,8,-2.4673333040534793,-5.0386702425568926,[0.075],1.095929777694382,0.075,32.72877096157182,[1.65840608],1,-0.00019151813882435455,tensor(-4.3402),"[np.float64(0.5549912185371719), np.float64(9.15906629115636), np.float64(0.016694239733138425), np.float64(2.4623222111921312)]",1.0
9,9,-2.471625060929524,-5.0105777194289045,[0.075],1.0677405583255848,0.075,32.88616650992493,[1.65840608],1,6.60172392294529e-05,tensor(2.1066),"[np.float64(0.5561896573535099), np.float64(9.158920865528994), np.float64(0.015724105931375174), np.float64(2.4624627073741103)]",1.0
10,10,-2.4640224666077524,-4.984212592615442,[0.075],1.036592364380213,0.075,33.05510339684986,[1.65840608],1,6.138875603880173e-05,tensor(2.0825),"[np.float64(0.5574552026690152), np.float64(9.158769299228345), np.float64(0.014719051342348315), np.float64(2.4626088560795765)]",1.0
11,11,-2.4540742512221745,-4.968090771455283,[0.075],1.0169511707583796,0.075,33.147735558221946,[1.65840608],1,-0.00015056391025163764,tensor(-3.6077),"[np.float64(0.5582481330551713), np.float64(9.158657956341353), np.float64(0.014401610449110373), np.float64(2.462714142090563)]",1.0
12,12,-2.4520212188991923,-4.9603418846444,[0.075],1.0084065317091988,0.075,33.17563235956432,[1.65840608],1,4.064182831303499e-05,tensor(2.0607),"[np.float64(0.5586399233092034), np.float64(9.158581040516765), np.float64(0.014623187829194048), np.float64(2.462784439873062)]",1.0
13,13,-2.455495915387747,-4.95959268674971,[0.075],1.0094347293475567,0.075,33.15031582712266,[1.65840608],1,-1.2465464412203321e-05,tensor(-3.5975),"[np.float64(0.5587009155365155), np.float64(9.158532644437491), np.float64(0.01526254504641804), np.float64(2.462825746730124)]",1.0
14,14,-2.463072812782995,-4.964402553371753,[0.075],1.018198520448677,0.075,33.08289426290617,[1.65840608],1,0.00030480299226892806,tensor(2.0683),"[np.float64(0.5584984249108692), np.float64(9.158506945506106), np.float64(0.01622517517776312), np.float64(2.4628439779031983)]",1.0
15,15,-2.474651617574145,-4.973343109950076,[0.075],1.032500618596175,0.075,32.9837510469973,[1.65840608],1,0.00035178922036153347,tensor(2.0793),"[np.float64(0.5580950472823153), np.float64(9.158498399247582), np.float64(0.01743713240061336), np.float64(2.4628447678965397)]",1.0
16,16,-2.478537686544271,-4.9873147068349475,[0.075],1.0493273397188372,0.075,32.86225441925811,[1.65840608],1,0.00018144450345373864,tensor(2.0923),"[np.float64(0.5575470290663664), np.float64(9.15850193604667), np.float64(0.018838866858075065), np.float64(2.462833271262177)]",1.0
17,17,-2.4785764314033116,-4.992968978115737,[0.075],1.0556753386500723,0.075,32.80432354503681,[1.65840608],1,-0.00016406521608658205,tensor(-4.2767),"[np.float64(0.5573947742118254), np.float64(9.158471637626356), np.float64(0.01974706028467791), np.float64(2.462855419220002)]",1.0
18,18,-2.48040639175523,-4.991416936089383,[0.075],1.0536570505707081,0.075,32.798002954208584,[1.65840608],1,-1.279955616512343e-05,tensor(-4.2736),"[np.float64(0.5575655642934253), np.float64(9.158413547607536), np.float64(0.02026103935502652), np.float64(2.4629052085297762)]",1.0
19,19,-2.4812109629693406,-4.984182946148755,[0.075],1.0459057805547165,0.075,32.83238502014623,[1.65840608],1,0.0005355683740526468,tensor(2.0897),"[np.float64(0.5579935596218933), np.float64(9.15833345328641), np.float64(0.02048065965427177), np.float64(2.4629768126014016)]",1.0
20,20,-2.4792070174061225,-4.972453451646557,[0.075],1.0319019499621356,0.075,32.89778990560202,[1.65840608],1.001,0.0007652931654209147,tensor(2.0789),"[np.float64(0.5586207105888343), np.float64(9.158236635730026), np.float64(0.02049807707347693), np.float64(2.4630648615916653)]",1.0
21,21,-2.1690750542079615,-4.634897854382425,[0.09],1.0630943662168866,0.09,32.972687542911125,[1.65840608],1.001,0.0007411855598917348,tensor(1.9800),"[np.float64(0.5590267039963418), np.float64(9.15815899214069), np.float64(0.02071114360567485), np.float64(2.463135113034705)]",1.0
22,22,-2.1975682465817608,-4.661459557986194,[0.095],1.04565441271183,0.095,32.97242780168748,[1.65840608],1.001,0.0005238948543869311,tensor(1.9264),"[np.float64(0.5588875733988963), np.float64(9.158110420539192), np.float64(0.020574438428209753), np.float64(2.463185509774132)]",1.0
23,23,-2.224132389765209,-4.695811498449611,[0.09],1.0227996905089276,0.09,32.99226071807508,[1.65840608],1.001,0.0001574259431931778,tensor(1.9507),"[np.float64(0.5588254866200774), np.float64(9.158048593593538), np.float64(0.020206106084382187), np.float64(2.4632521143506136)]",1.0
24,24,-2.2176810241114007,-4.737143683409733,[0.095],1.022737466912083,0.095,32.960091533131134,[1.65840608],1.001,-0.00033082035445174514,tensor(-3.4949),"[np.float64(0.5584864181847372), np.float64(9.15800448239932), np.float64(0.020279285932559146), np.float64(2.4632995186159006)]",1.0
25,25,-2.207155033396604,-4.7636743920742575,[0.1],1.018498503618659,0.1,32.95927041282626,[1.65840608],1.001,-0.0003719229980293916,tensor(-3.4894),"[np.float64(0.5584629611032634), np.float64(9.157919510206053), np.float64(0.020452771148915264), np.float64(2.4633803515558523)]",1.0
