seed,rho,a_seed,eta,gamma,init_rho,valid_obj,valid_prob,test_obj,test_prob,time,valid_cover,test_cover
8,0.5,8,0.2,10,1,-5.81227582308752,0.33,-5.79176731037541,0.31,0.0001464,0.2175,0.243
8,0.5408163265306123,8,0.2,10,1,-5.805196552376841,0.3175,-5.775599097267915,0.287,0.0001464,0.2425,0.278
8,0.5816326530612245,8,0.2,10,1,-5.7921394637447206,0.3025,-5.747236251854134,0.263,0.0001464,0.2825,0.305
8,0.6224489795918368,8,0.2,10,1,-5.768479783748716,0.2675,-5.706507456475171,0.233,0.0001464,0.3275,0.352
8,0.6632653061224489,8,0.2,10,1,-5.733193415205424,0.2575,-5.656872915531313,0.224,0.0001464,0.36,0.39
8,0.7040816326530612,8,0.2,10,1,-5.6926196829288225,0.24,-5.60112676654801,0.204,0.0001464,0.39,0.421
8,0.7448979591836735,8,0.2,10,1,-5.638201580035545,0.21,-5.537619320260418,0.192,0.0001464,0.43,0.466
8,0.7857142857142857,8,0.2,10,1,-5.574941090879135,0.1975,-5.464679024729566,0.174,0.0001464,0.4625,0.506
8,0.8265306122448979,8,0.2,10,1,-5.5052916821867495,0.1725,-5.387228086248683,0.169,0.0001464,0.5075,0.54
8,0.8673469387755102,8,0.2,10,1,-5.426637157776749,0.1525,-5.30604820811246,0.149,0.0001464,0.5425,0.576
8,0.9081632653061225,8,0.2,10,1,-5.346176217484609,0.1325,-5.2243119758503065,0.136,0.0001464,0.57,0.604
8,0.9489795918367346,8,0.2,10,1,-5.254989988414767,0.1075,-5.1368791495064725,0.118,0.0001464,0.625,0.638
8,0.9897959183673469,8,0.2,10,1,-5.155549311764251,0.105,-5.042499688821833,0.104,0.0001464,0.6675,0.664
8,1.030612244897959,8,0.2,10,1,-5.070903327569177,0.1,-4.956634920494137,0.096,0.0001464,0.68,0.698
8,1.0714285714285714,8,0.2,10,1,-4.983089888166594,0.0825,-4.868856456578883,0.083,0.0001464,0.7075,0.727
8,1.1122448979591835,8,0.2,10,1,-4.889168457963506,0.0625,-4.778062540166431,0.07,0.0001464,0.75,0.759
8,1.1530612244897958,8,0.2,10,1,-4.792815348445369,0.0575,-4.685278300462909,0.066,0.0001464,0.77,0.779
