,step,Lagrangian_val,Train_val,Probability_violations_train,Violations_train,Avg_prob_train,A_norm,lam_list,mu,alpha,alphagrad,gradnorm,Rho
0,0,-37.37911618753764,-4.844854408954588,[0.055],0.6927477673584513,0.055,34.15532559089998,[1.69274777],1,0.0,tensor(-1.5658),"[np.float64(0.5601656528124827), np.float64(9.30382868054886), np.float64(0.0), np.float64(2.4151462338959795)]",1.0
1,1,-41.540569742284475,-4.9946918103733715,[0.05],0.7778464059238466,0.05,34.10924635022169,[1.69274777],1,9.999999936134544e-05,tensor(1.8529),"[np.float64(0.5599834201847588), np.float64(9.30396943460303), np.float64(0.0003999999997836035), np.float64(2.4149921724152885)]",1.0
2,2,-41.738328663351496,-5.002826530101795,[0.05],0.785744827961803,0.05,34.0636551858883,[1.69274777],1,8.638567166361885e-05,tensor(1.8589),"[np.float64(0.5598026746783733), np.float64(9.304109360089454), np.float64(0.000795124451660846), np.float64(2.414838948161422)]",1.0
3,3,-41.935726391029434,-5.010943465282845,[0.05],0.7935973593760903,0.05,34.01818443965642,[1.69274777],1,3.916277901455366e-05,tensor(1.8648),"[np.float64(0.5596222361818924), np.float64(9.304249149240727), np.float64(0.0011892977809671804), np.float64(2.414685879085653)]",1.0
4,4,-42.13272218487629,-5.019054850648415,[0.05],0.8015171255811918,0.05,33.97277720734146,[1.69274777],1,-2.4138702038574577e-05,tensor(-7.0463),"[np.float64(0.5594419211265059), np.float64(9.304388909791847), np.float64(0.001583105254863354), np.float64(2.4145328607600587)]",1.0
5,5,-42.32981534755967,-5.027163656838804,[0.05],0.8093272234816805,0.05,33.92742021721154,[1.69274777],1,2.91249885535442e-07,tensor(1.8766),"[np.float64(0.5592616820644147), np.float64(9.304528669934502), np.float64(0.001976649464810601), np.float64(2.414379868121745)]",1.0
6,6,-42.52656896077308,-5.03527069248519,[0.05],0.8172088328473923,0.05,33.88211051961256,[1.69274777],1,8.70665433393036e-06,tensor(1.8825),"[np.float64(0.5590815040885597), np.float64(9.30466843870912), np.float64(0.0023699146659366464), np.float64(2.4142268954772494)]",1.0
7,7,-42.72319356358476,-5.043376123991216,[0.05],0.8250785156485403,0.05,33.83684827873766,[1.69274777],1,4.421074309804822e-06,tensor(1.8884),"[np.float64(0.5589013825689502), np.float64(9.304808218989828), np.float64(0.002762847395140019), np.float64(2.414073943497516)]",1.0
8,8,-42.919591300596196,-5.051479908269674,[0.05],0.8329742088189931,0.05,33.791634695969364,[1.69274777],1,-1.0230016703964646e-05,tensor(-7.1352),"[np.float64(0.5587213166325927), np.float64(9.304948011345795), np.float64(0.0031553800326733776), np.float64(2.4139210153102786)]",1.0
9,9,-43.115518603235806,-5.05954813042019,[0.055],0.8409902710338142,0.055,33.74647130767007,[1.69274777],1,1.1146742045163266e-05,tensor(1.8370),"[np.float64(0.5585413069305962), np.float64(9.305087815372513), np.float64(0.003547439240817185), np.float64(2.4137681151268646)]",1.0
10,10,-43.31064525630416,-5.0675701262261175,[0.055],0.8492274106850548,0.055,33.70137835880448,[1.69274777],1,2.207216661111169e-05,tensor(1.8429),"[np.float64(0.5583613793674538), np.float64(9.305227580757814), np.float64(0.0039387503093904624), np.float64(2.413615295434381)]",1.0
11,11,-43.50557518099829,-5.075586845088772,[0.055],0.857450725612087,0.055,33.65635333351848,[1.69274777],1,2.3948724081596234e-05,tensor(1.8489),"[np.float64(0.5581815300465386), np.float64(9.305367317252259), np.float64(0.00432927706340419), np.float64(2.4134625508814613)]",1.0
12,12,-43.70031190942634,-5.083598872296607,[0.055],0.8656616121543587,0.055,33.611394679470195,[1.69274777],1,1.7910972565069305e-05,tensor(1.8548),"[np.float64(0.5580017565677736), np.float64(9.305507031766398), np.float64(0.0047189728235475), np.float64(2.413309878875377)]",1.0
13,13,-43.894857432371836,-5.09160664323331,[0.055],0.8738611412129245,0.055,33.566501473860015,[1.69274777],1,4.893749232323471e-06,tensor(1.8608),"[np.float64(0.557822057518399), np.float64(9.305646729272294), np.float64(0.005107783819565396), np.float64(2.4131572787101994)]",1.0
14,14,-44.08908247992869,-5.099610490438763,[0.055],0.8821007414345091,0.055,33.52167321140556,[1.69274777],1,-1.4321053046412893e-05,tensor(-7.2739),"[np.float64(0.5576424321596807), np.float64(9.305786413376605), np.float64(0.005495651456732978), np.float64(2.41300475100229)]",1.0
15,15,-44.28327877950495,-5.107610672772928,[0.055],0.8902677783758547,0.055,33.47690967415869,[1.69274777],1,-3.6824082529490517e-06,tensor(-7.2970),"[np.float64(0.5574628802457615), np.float64(9.305926086677397), np.float64(0.005882513692539357), np.float64(2.4128522973476074)]",1.0
16,16,-44.47597276859018,-5.115514662669691,[0.06],0.8989319958200771,0.06,33.432210819183624,[1.69274777],1,2.760996330091024e-05,tensor(1.8142),"[np.float64(0.557283401840658), np.float64(9.306065751071719), np.float64(0.006268306385788494), np.float64(2.4126999200043557)]",1.0
17,17,-44.66779755004514,-5.12336670585563,[0.06],0.9077934543791739,0.06,33.38760956977956,[1.69274777],1,5.014697299766812e-05,tensor(1.8204),"[np.float64(0.557104086490647), np.float64(9.306205307143104), np.float64(0.006652623449031246), np.float64(2.4125477185386432)]",1.0
18,18,-44.85933613685559,-5.131209458900306,[0.06],0.9166346894303308,0.06,33.34310104636472,[1.69274777],1,6.477976092574627e-05,tensor(1.8266),"[np.float64(0.5569249208816714), np.float64(9.306344771119264), np.float64(0.0070354462912589994), np.float64(2.4123956815161782)]",1.0
19,19,-45.05060141469597,-5.139043987956414,[0.06],0.9254575455845009,0.06,33.29868123170989,[1.69274777],1,7.225457232653834e-05,tensor(1.8327),"[np.float64(0.5567458941374175), np.float64(9.306484156366887), np.float64(0.007416748507255112), np.float64(2.4122438001902973)]",1.0
20,20,-45.24160419420784,-5.146871195364972,[0.06],0.9342635815627716,0.06,33.254346783839765,[1.69274777],1.001,7.322937485329927e-05,tensor(1.8389),"[np.float64(0.5565669973396568), np.float64(9.306623473953877), np.float64(0.007796497871623896), np.float64(2.412092067944224)]",1.0
21,21,-42.69869568064266,-4.896531616180355,[0.09],1.1664692745345802,0.09,33.21096299017687,[1.69274777],1.001,6.828710383833614e-05,tensor(1.5732),"[np.float64(0.5563882231480751), np.float64(9.306762733088256), np.float64(0.008174657516885876), np.float64(2.4119404798878494)]",1.0
22,22,-42.87520712708328,-4.902597512206269,[0.09],1.1797263314661972,0.09,33.16704757598968,[1.69274777],1.001,5.87947312208464e-05,tensor(1.5805),"[np.float64(0.5562104472343706), np.float64(9.306901202109076), np.float64(0.008549804482791683), np.float64(2.411789669465004)]",1.0
23,23,-43.05072889366166,-4.908619760615624,[0.09],1.1929024692394823,0.09,33.12339361566817,[1.69274777],1.001,4.511945304872563e-05,tensor(1.5878),"[np.float64(0.556033558067837), np.float64(9.307038980121874), np.float64(0.008922067752175269), np.float64(2.4116395540620617)]",1.0
24,24,-43.22534723260795,-4.914603812854307,[0.09],1.2060064138549969,0.09,33.07997692201178,[1.69274777],1.001,2.7590845204239447e-05,tensor(1.5950),"[np.float64(0.5558574579847707), np.float64(9.307176153173428), np.float64(0.009291555822871228), np.float64(2.41149006235475)]",1.0
25,25,-43.399043079836346,-4.92054786201644,[0.095],1.219078491979274,0.095,33.036776284142825,[1.69274777],1.001,6.505522279706543e-06,tensor(1.5293),"[np.float64(0.5556820612830902), np.float64(9.307312796182806), np.float64(0.009658359252357232), np.float64(2.411341132617103)]",1.0
26,26,-43.570801606286494,-4.926392970399558,[0.095],1.2324609831259232,0.095,32.99380188712316,[1.69274777],1.001,-1.764017078417682e-05,tensor(-7.9746),"[np.float64(0.5555073310613563), np.float64(9.307448895150454), np.float64(0.010022276007085927), np.float64(2.4111927864109233)]",1.0
27,27,-43.74194865566665,-4.932207782816019,[0.095],1.2457276373191206,0.095,32.95103394574074,[1.69274777],1.001,-1.3591758483293621e-05,tensor(-8.0107),"[np.float64(0.5553331968085343), np.float64(9.307584515970305), np.float64(0.010383397222949566), np.float64(2.4110449690163818)]",1.0
