seed,a_seed,nonrob_prob,nonrob_obj,scenario_probs,scenario_obj,scenario_in,nonrob_in,scenario_avg,nonrob_avg,scenario_cvar,nonrob_cvar
60,60,1.0,-420.71076273864935,0.49044683547360635,-397.14703865015446,-397.03609269917814,-428.8757274250899,-397.20119821838574,-428.47568886555354,-397.1372875523948,-417.3479338944654
