seed,rho,a_seed,eta,gamma,init_rho,valid_obj,valid_prob,test_obj,test_prob,time,valid_cover,test_cover,valid_in,test_in,avg_val,valid_cvar,test_cvar
5,0.4,5,0.05,3,1,0.3587802686281689,0.28,0.22499275070084623,0.251,0.000231257,0.1825,0.14,-2.4222193367952003,-2.437437203944024,-2.3434830308430197,2.178816410282862,2.018360054348149
5,0.44102564102564107,5,0.05,3,1,0.007428627222752393,0.245,1.077483602340834e-09,0.215,0.000231257,0.205,0.172,-2.1587156615775904,-2.167557388930471,-2.318685622665414,1.9148680683191235,1.2991095357388904
5,0.48205128205128206,5,0.05,3,1,6.502430816013316e-10,0.2175,6.502430816013316e-10,0.194,0.000231257,0.24,0.213,-1.872688982843559,-1.8764272029394344,-2.2858882268550325,1.2696416279793648,1.2504729064992886
5,0.5230769230769231,5,0.05,3,1,6.9649001011029554e-09,0.1875,6.9649001011029554e-09,0.169,0.000231257,0.265,0.248,-1.566585215170595,-1.562632792838155,-2.2509699398964793,1.3886224454268876,1.2591354675464985
5,0.5641025641025641,5,0.05,3,1,4.195749969682083e-09,0.1675,4.195749969682083e-09,0.148,0.000231257,0.3025,0.288,-1.2500289394662567,-1.2374038938006244,-2.215032756245863,1.2127240443468565,1.249125811788279
5,0.6051282051282052,5,0.05,3,1,3.370560497373276e-09,0.15,3.370560497373276e-09,0.132,0.000231257,0.3375,0.325,-0.9252959708374692,-0.9054914374403626,-2.179534592472647,1.128331235379135,1.1472058665187088
5,0.6461538461538462,5,0.05,3,1,1.6699146510035234e-09,0.1375,1.881313010931862e-08,0.126,0.000231257,0.3725,0.359,-0.6005630058120159,-0.5735789857547308,-2.1399444838302006,0.7956317277987791,1.001860969289989
5,0.6871794871794872,5,0.05,3,1,1.3215459837567778e-09,0.13,1.7584288580785312e-08,0.118,0.000231257,0.39,0.387,-0.2758300375085587,-0.24166652951133627,-2.09794390857014,0.7269299744571434,0.9197534009851025
5,0.7282051282051283,5,0.05,3,1,1.0855716325863796e-09,0.1175,1.6025650195761187e-08,0.1,0.000231257,0.4075,0.421,0.05865977962618176,0.09990007111598269,-2.050922340017438,0.687376899947212,0.8902564469086612
5,0.7692307692307693,5,0.05,3,1,8.752316649207614e-10,0.115,1.3926088282545379e-08,0.097,0.000231257,0.4325,0.451,0.4000819531305963,0.44832605642990647,-2.000539296867532,0.6241325352000321,0.8211100432616535
5,0.8102564102564103,5,0.05,3,1,6.846225808487816e-10,0.105,1.0982199150078031e-08,0.09,0.000231257,0.465,0.471,0.7415041262800952,0.7967520413645889,-1.9469169431332125,0.5751453832324763,0.7705478263980697
5,0.8512820512820514,5,0.05,3,1,5.462175156623061e-10,0.0775,5.462175156623061e-10,0.076,0.000231257,0.51,0.5,1.0901181594976947,1.1510565841065274,-1.8886509495398187,0.5367157795237614,0.490076198524394
5,0.8923076923076924,5,0.05,3,1,4.4410186639254334e-10,0.0675,4.4410186639254334e-10,0.071,0.000231257,0.54,0.54,1.43961593197711,1.506083495617199,-1.8287884954267701,0.47782425044282334,0.44663616586179256
5,0.9333333333333333,5,0.05,3,1,3.572362405890317e-10,0.0575,1.9129632322645307e-09,0.059,0.000231257,0.5825,0.573,1.789740325418013,1.8617370275817302,-1.7677322278940442,0.44394720208165567,0.5676941634460032
5,0.9743589743589743,5,0.05,3,1,1.9459566180657362e-08,0.055,1.9459566180657362e-08,0.051,0.000231257,0.61,0.6,2.154190148999825,2.2317159910157294,-1.7110452743093247,0.37705852229404235,0.37620203947804154
5,1.0153846153846153,5,0.05,3,1,2.2598362736658828e-08,0.0375,3.895512978857596e-08,0.041,0.000231257,0.625,0.628,2.5227889829028727,2.6070468159546487,-1.659624105848961,0.3741949155017778,0.493551358413126
5,1.0564102564102564,5,0.05,3,1,1.770034918635588e-08,0.0325,3.753271693440752e-08,0.037,0.000231257,0.66,0.653,2.8957627575950755,2.9879502539073846,-1.6172351499935163,0.33796390311718866,0.4553120121953261
5,1.0974358974358975,5,0.05,3,1,1.36969722230873e-08,0.0325,1.36969722230873e-08,0.035,0.000231257,0.6925,0.682,3.2687365246520277,3.368853683639408,-1.5743331347936351,0.3132112235613186,0.2995578550156703
5,1.1384615384615384,5,0.05,3,1,1.0999744226580788e-08,0.03,1.0999744226580788e-08,0.032,0.000231257,0.715,0.71,3.641710277052303,3.749757096791618,-1.5310842124436874,0.2883163709162124,0.2806932403676475
5,1.1794871794871795,5,0.05,3,1,7.656307809966734e-09,0.0275,7.656307809966734e-09,0.03,0.000231257,0.7375,0.733,4.014684055092584,4.130660544666425,-1.4868513435270707,0.24417410481699817,0.2698946561596282
5,1.2205128205128206,5,0.05,3,1,1.3606818116684849e-08,0.0275,1.3606818116684849e-08,0.024,0.000231257,0.765,0.759,4.39412401938821,4.517357688173977,-1.4425481662261104,0.21837190488561686,0.24560994720635154
5,1.2615384615384615,5,0.05,3,1,1.154730466801368e-08,0.025,1.154730466801368e-08,0.024,0.000231257,0.785,0.787,4.783448879343974,4.912911698097774,-1.398988604980119,0.22733480692172103,0.25398028297516934
5,1.3025641025641026,5,0.05,3,1,1.2377735725266348e-08,0.0225,1.2377735725266348e-08,0.023,0.000231257,0.8025,0.812,5.172773724111521,5.3084656938940515,-1.3550461109031098,0.21483912726667764,0.24863933196725277
5,1.3435897435897437,5,0.05,3,1,1.3062344317305019e-08,0.0175,1.3062344317305019e-08,0.016,0.000231257,0.8225,0.831,5.562567099425543,5.70457206854911,-1.3102028100838201,0.21828062399008993,0.24939920533956933
5,1.3846153846153846,5,0.05,3,1,1.3678125077021264e-08,0.015,1.3678125077021264e-08,0.013,0.000231257,0.845,0.853,5.968403503958978,6.119295079324473,-1.2701516737380512,0.22116277518054328,0.267470477223834
5,1.4256410256410255,5,0.05,3,1,1.4178128227015918e-08,0.0125,1.4178128227015918e-08,0.013,0.000231257,0.8575,0.867,6.375797531836449,6.535575713243535,-1.2298145635525932,0.20835998527033164,0.2578227129284522
5,1.4666666666666668,5,0.05,3,1,1.4562513861449133e-08,0.01,1.4562513861449133e-08,0.012,0.000231257,0.875,0.883,6.783191560982507,6.951856348013733,-1.1890634137429328,0.19990458785485662,0.24839957541366225
5,1.5076923076923077,5,0.05,3,1,1.4834587114265219e-08,0.005,1.4834587114265219e-08,0.011,0.000231257,0.885,0.888,7.194662306402913,7.372485481598887,-1.1480552029426117,0.19385826784257917,0.24622982516397293
5,1.5487179487179485,5,0.05,3,1,1.499911550517652e-08,0.0025,1.499911550517652e-08,0.011,0.000231257,0.89,0.899,7.610513284106969,7.797786861905807,-1.1068184781504515,0.18356989057764603,0.23623473719342636
5,1.5897435897435899,5,0.05,3,1,1.7066052127034936e-08,0.0,1.7066052127034936e-08,0.008,0.000231257,0.905,0.907,8.03241740797161,8.227426315525255,-1.0671585231683274,0.16118364882292727,0.21539974248297244
5,1.6307692307692307,5,0.05,3,1,2.0064841121936183e-08,0.0,2.0064841121936183e-08,0.007,0.000231257,0.9225,0.919,8.454640036613652,8.657294053136807,-1.0275868574589873,0.1639155058929829,0.2051005238240048
5,1.6717948717948716,5,0.05,3,1,2.513038155349534e-08,0.0,2.513038155349534e-08,0.003,0.000231257,0.935,0.932,8.877028749799749,9.087378824968129,-0.9884613532099711,0.15612379555141412,0.20028607481501998
5,1.712820512820513,5,0.05,3,1,2.9528395284472708e-08,0.0,2.9528395284472708e-08,0.001,0.000231257,0.9475,0.936,9.305367038219158,9.523600864864878,-0.9575337084448156,0.14832039545967055,0.193427600420014
5,1.7538461538461538,5,0.05,3,1,3.338815357523117e-08,0.0,3.338815357523117e-08,0.001,0.000231257,0.955,0.947,9.737425123787133,9.963287893391348,-0.928815355773393,0.14050526013937442,0.18610883069727122
5,1.7948717948717947,5,0.05,3,1,4.702514216914366e-08,0.0,4.702514216914366e-08,0.001,0.000231257,0.9575,0.954,10.174593260217204,10.40714812540646,-0.8999985435191279,0.12455514677908597,0.1650123625377652
5,1.835897435897436,5,0.05,3,1,4.073200332577187e-08,0.0,4.073200332577187e-08,0.001,0.000231257,0.9675,0.96,10.61176141652043,10.851008380532093,-0.8711694756451817,0.12484281821820713,0.17140326857866192
5,1.876923076923077,5,0.05,3,1,4.3748543454569244e-08,0.0,4.3748543454569244e-08,0.001,0.000231257,0.9775,0.968,11.04892956675592,11.294868629565038,-0.8422460130919877,0.11699572657991526,0.16608018683065107
5,1.9179487179487178,5,0.05,3,1,4.629897021324325e-08,0.0,4.629897021324325e-08,0.001,0.000231257,0.9775,0.974,11.486097723389973,11.738728883724855,-0.8129676980130865,0.10913846532247233,0.1593862630743774
5,1.9589743589743591,5,0.05,3,1,4.8345254244352986e-08,0.0,4.8345254244352986e-08,0.001,0.000231257,0.9775,0.978,11.923265868781911,12.182589127411713,-0.7835276894266346,0.10127097837323952,0.15142067823550634
5,2.0,5,0.05,3,1,4.98415735350477e-08,0.0,4.98415735350477e-08,0.001,0.000231257,0.9825,0.983,12.36510419210389,12.631090891567132,-0.7571312505542954,0.09339310830718799,0.14350295459503803
