seed,rho,a_seed,eta,gamma,init_rho,valid_obj,valid_prob,test_obj,test_prob,time,valid_cover,test_cover
5,0.5,5,0.25,10,1,-5.628685415647549,0.325,-5.826997238029134,0.309,0.00016109,0.2275,0.232
5,0.5408163265306123,5,0.25,10,1,-5.61928757286228,0.3075,-5.807666166283014,0.284,0.00016109,0.255,0.259
5,0.5816326530612245,5,0.25,10,1,-5.6007529801168365,0.285,-5.776641861340324,0.263,0.00016109,0.29,0.297
5,0.6224489795918368,5,0.25,10,1,-5.5734334535668975,0.275,-5.738573955744009,0.243,0.00016109,0.3425,0.331
5,0.6632653061224489,5,0.25,10,1,-5.539194991112954,0.2525,-5.690766645688282,0.224,0.00016109,0.3675,0.378
5,0.7040816326530612,5,0.25,10,1,-5.494181423697657,0.2325,-5.63123133800644,0.2,0.00016109,0.41,0.422
5,0.7448979591836735,5,0.25,10,1,-5.442122551558108,0.225,-5.563061519291861,0.189,0.00016109,0.445,0.461
5,0.7857142857142857,5,0.25,10,1,-5.386668924535924,0.22,-5.4900753366682515,0.178,0.00016109,0.47,0.498
5,0.8265306122448979,5,0.25,10,1,-5.322500168373786,0.2,-5.410664523902338,0.158,0.00016109,0.505,0.532
5,0.8673469387755102,5,0.25,10,1,-5.250548164842819,0.1825,-5.323980844332073,0.146,0.00016109,0.54,0.571
5,0.9081632653061225,5,0.25,10,1,-5.172814850040647,0.1675,-5.233488352962793,0.139,0.00016109,0.575,0.612
5,0.9489795918367346,5,0.25,10,1,-5.084936164081827,0.145,-5.140754326666526,0.131,0.00016109,0.6175,0.635
5,0.9897959183673469,5,0.25,10,1,-4.99916013849097,0.1275,-5.054372056943576,0.12,0.00016109,0.645,0.663
5,1.030612244897959,5,0.25,10,1,-4.912389176221808,0.1175,-4.968350564626346,0.107,0.00016109,0.665,0.685
5,1.0714285714285714,5,0.25,10,1,-4.829320936834813,0.0975,-4.885287950326792,0.099,0.00016109,0.7075,0.712
5,1.1122448979591835,5,0.25,10,1,-4.747828176817149,0.09,-4.803242117870746,0.092,0.00016109,0.74,0.743
5,1.1530612244897958,5,0.25,10,1,-4.663997835624405,0.085,-4.71812971472464,0.076,0.00016109,0.7525,0.767
5,1.193877551020408,5,0.25,10,1,-4.577703809195802,0.075,-4.62913556954052,0.066,0.00016109,0.7825,0.787
5,1.2346938775510203,5,0.25,10,1,-4.507308377399912,0.07,-4.555210324651702,0.058,0.00016109,0.8025,0.81
5,1.2755102040816326,5,0.25,10,1,-4.438122163909892,0.0625,-4.480884693350966,0.052,0.00016109,0.825,0.832
5,1.316326530612245,5,0.25,10,1,-4.36796895031614,0.0575,-4.4047555612487965,0.046,0.00016109,0.8425,0.848
5,1.3571428571428572,5,0.25,10,1,-4.29787476223443,0.0525,-4.329418674288397,0.039,0.00016109,0.8575,0.862
5,1.3979591836734693,5,0.25,10,1,-4.230369294566376,0.0475,-4.254989343360867,0.034,0.00016109,0.8775,0.883
5,1.4387755102040816,5,0.25,10,1,-4.162151359325747,0.04,-4.179779099860761,0.031,0.00016109,0.8975,0.898
5,1.4795918367346939,5,0.25,10,1,-4.095029880495657,0.035,-4.107166733255167,0.027,0.00016109,0.9175,0.91
5,1.5204081632653061,5,0.25,10,1,-4.032982892944946,0.0275,-4.038880496376253,0.024,0.00016109,0.9275,0.925
5,1.5612244897959182,5,0.25,10,1,-3.975786957171729,0.0225,-3.9758800978087208,0.022,0.00016109,0.9375,0.934
5,1.6020408163265305,5,0.25,10,1,-3.9178995440445976,0.02,-3.91276863722587,0.02,0.00016109,0.95,0.944
5,1.6428571428571428,5,0.25,10,1,-3.8603329594979665,0.02,-3.8501225193926722,0.019,0.00016109,0.9525,0.957
5,1.683673469387755,5,0.25,10,1,-3.8021199506167616,0.01,-3.787032663220387,0.015,0.00016109,0.96,0.959
5,1.7244897959183672,5,0.25,10,1,-3.7433612396697136,0.01,-3.7227682617475377,0.012,0.00016109,0.9675,0.963
5,1.7653061224489794,5,0.25,10,1,-3.6839504393771643,0.0075,-3.658394432650446,0.011,0.00016109,0.9675,0.968
5,1.8061224489795917,5,0.25,10,1,-3.623824897728176,0.0075,-3.593749936566793,0.009,0.00016109,0.9775,0.972
5,1.846938775510204,5,0.25,10,1,-3.5627438932554223,0.0075,-3.528822796274885,0.008,0.00016109,0.9825,0.974
5,1.8877551020408163,5,0.25,10,1,-3.50051175992255,0.005,-3.4635759664485484,0.008,0.00016109,0.9825,0.977
5,1.9285714285714284,5,0.25,10,1,-3.438189840533773,0.0025,-3.398237340418056,0.007,0.00016109,0.9925,0.978
5,1.9693877551020407,5,0.25,10,1,-3.3679547485084846,0.0,-3.3269818692469197,0.006,0.00016109,0.9925,0.982
5,2.010204081632653,5,0.25,10,1,-3.3064415598485892,0.0,-3.2646187561923816,0.006,0.00016109,0.995,0.984
5,2.0510204081632653,5,0.25,10,1,-3.2573789269800635,0.0,-3.2131000334021795,0.005,0.00016109,0.9975,0.985
5,2.091836734693877,5,0.25,10,1,-3.2164407944701656,0.0,-3.1678882367696484,0.004,0.00016109,0.9975,0.987
5,2.13265306122449,5,0.25,10,1,-3.173657344736853,0.0,-3.1202247254194213,0.003,0.00016109,0.9975,0.99
5,2.1734693877551017,5,0.25,10,1,-3.1293156964145523,0.0,-3.071283388942424,0.003,0.00016109,0.9975,0.99
5,2.2142857142857144,5,0.25,10,1,-3.0872601307939633,0.0,-3.025771265254324,0.003,0.00016109,0.9975,0.992
5,2.2551020408163263,5,0.25,10,1,-3.054163060555169,0.0,-2.9909779557763083,0.001,0.00016109,0.9975,0.994
5,2.2959183673469385,5,0.25,10,1,-3.0204323918624265,0.0,-2.9560131022084923,0.001,0.00016109,0.9975,0.997
5,2.336734693877551,5,0.25,10,1,-2.986427741348025,0.0,-2.9203064673937753,0.001,0.00016109,0.9975,0.998
5,2.377551020408163,5,0.25,10,1,-2.9514476080528187,0.0,-2.882520656525821,0.001,0.00016109,0.9975,0.998
5,2.4183673469387754,5,0.25,10,1,-2.9164674756242834,0.0,-2.844382564559688,0.001,0.00016109,0.9975,0.998
5,2.4591836734693877,5,0.25,10,1,-2.88092437733132,0.0,-2.805667294834785,0.001,0.00016109,0.9975,0.998
5,2.5,5,0.25,10,1,-2.844964151983588,0.0,-2.7667944498145327,0.001,0.00016109,0.9975,0.998
