,Rho,Test_worst,Test_insample,Test_val,Test_cvar,Lower_test,Upper_test,Probability_violations_test,Violations_test,Coverage_test,Avg_prob_test,step,Validate_worst,Validate_insample,Validate_cvar,Validate_val,Probability_violations_validate,Violations_validate,Avg_prob_validate
0,0.00015000000000000001,-0.09660228153107803,-0.9085474998112931,-0.863192731598471,0.45790773969165527,-1.2374857952946918,-0.5369941759875674,[0.6],1.864949088898787,0.0,0.6,"(0,)",-0.09660228153107803,-0.9085474998112761,0.5402990471709601,-0.8527165341136923,[0.6],2.0644234783862756,0.6
1,0.0002456840560431097,-0.09660227982411349,-0.9084745336302733,-0.863192731763385,0.45790774251947336,-1.23748579672829,-0.5369941754506673,[0.6],1.8646572266368435,0.0,0.6,"(0,)",-0.09660227982411349,-0.9084745336302592,0.5402990501462404,-0.8527165343420978,[0.6],2.0641316161998415,0.6
2,0.00040240436929195864,-0.09660227399885354,-0.9083550235966356,-0.8631927323330021,0.45790775267760847,-1.2374858019560735,-0.5369941735436774,[0.6],1.864179195507324,0.0,0.6,"(0,)",-0.09660227399885354,-0.9083550235966237,0.5402990608109337,-0.8527165351498981,[0.6],2.0636535853799964,0.6
3,0.0006590955841141186,-0.09660227280596238,-0.9081592765889479,-0.8631927324485105,0.45790775467268535,-1.237485802970455,-0.5369941731662874,[0.6],1.863396209220333,0.0,0.6,"(0,)",-0.09660227280596238,-0.9081592765889475,0.5402990629100921,-0.8527165353107787,[0.6],2.062870599147838,0.6
4,0.0010795285095017283,-0.09660227550399,-0.9078386623919291,-0.8631927322016181,0.45790775117543864,-1.237485801343197,-0.5369941738700077,[0.6],1.8621137496766536,0.0,0.6,"(0,)",-0.09660227550399,-0.9078386623919169,0.5402990591887158,-0.8527165350044814,[0.6],2.061588139586004,0.6
5,0.0017681529521903798,-0.09660227313206637,-0.9073135325780872,-0.863192732416129,0.4579077540720518,-1.237485802657112,-0.5369941732779779,[0.6],1.8600132326339287,0.0,0.6,"(0,)",-0.09660227313206637,-0.9073135325780884,0.5402990622807838,-0.8527165352637696,[0.6],2.0594876225406846,0.6
6,0.0028960465933248747,-0.09660227337539544,-0.9064534244385413,-0.863192732392373,0.4579077536489235,-1.2374858024396242,-0.5369941733575381,[0.6],1.8565727997007055,0.0,0.6,"(0,)",-0.09660227337539544,-0.9064534244385446,0.5402990618367869,-0.8527165352301642,[0.6],2.056047189594713,0.6
7,0.004743416490252569,-0.09660227312887248,-0.9050446589219964,-0.8631927324163315,0.45790775407277545,-1.2374858026561237,-0.536994173277612,[0.6],1.8509377380145258,0.0,0.6,"(0,)",-0.09660227312887248,-0.9050446589219954,0.5402990622813104,-0.8527165352638002,[0.6],2.0504121279208727,0.6
8,0.007769212018846819,-0.09660227300902953,-0.902737250656716,-0.8631927324277119,0.45790775425331626,-1.2374858027434383,-0.5369941732424456,[0.596],1.8417605012628528,0.0,0.596,"(0,)",-0.09660227300902953,-0.9027372506567147,0.5402990624720911,-0.85271653527875,[0.6],2.0411824950203328,0.6
9,0.012725143473661075,-0.09660227283821791,-0.8989579611746149,-0.8631927324446269,0.45790775455969884,-1.2374858029017677,-0.5369941731851102,[0.596],1.8267441246610272,0.0,0.596,"(0,)",-0.09660227283821791,-0.8989579611746144,0.5402990627938121,-0.8527165353029812,[0.6],2.026065337374867,0.6
10,0.02084243241559706,-0.09660227977867576,-0.892767884896471,-0.8631927317486465,0.45790774100357473,-1.2374857957166732,-0.5369941756740013,[0.588],1.8022772845923194,0.0,0.588,"(0,)",-0.09660227977867576,-0.8927678848965581,0.5402990486445077,-0.8527165342641112,[0.6],2.0013050193894824,0.6
11,0.03413768889112183,-0.0966022736587766,-0.8826292023036842,-0.8631927323638056,0.4579077530748879,-1.2374858021305304,-0.536994173463137,[0.572],1.7630742795285286,0.0,0.572,"(0,)",-0.0966022736587766,-0.882629202303706,0.5402990612403736,-0.8527165351869198,[0.59],1.9613634245856342,0.59
12,0.05591390580472407,-0.09660227384793582,-0.8660231153261425,-0.8631927323570933,0.45790775325862176,-1.2374858022813509,-0.5369941734383317,[0.564],1.7002654573820177,0.0,0.564,"(0,)",-0.09660227384793582,-0.8660231153261424,0.5402990614293706,-0.8527165351926915,[0.58],1.8961931586901721,0.58
13,0.0915810344487799,-0.09660227293284979,-0.8388241103031377,-0.8631927324367122,0.45790775440766013,-1.237485802828402,-0.5369941732119904,[0.536],1.6006265726101887,0.0,0.536,"(0,)",-0.09660227293284979,-0.8388241103031373,0.5402990626393178,-0.8527165352921015,[0.56],1.7930713302116277,0.56
14,0.15000000000000002,-0.3047349587463142,-0.7980963593183701,-0.8487329266864435,0.006903303732029707,-1.1141705742855403,-0.6020179547843084,[0.472],1.0237367499577326,0.008,0.472,"(0,)",-0.3047349587463142,-0.7980963593183933,0.07710752320959471,-0.8209156899706329,[0.52],1.1624188697940727,0.52
15,0.165,-0.3291172794670921,-0.7901582765084448,-0.8451220635885145,-0.07099119565727653,-1.0727909674141538,-0.6126852761465011,[0.448],0.9101415490892125,0.008,0.448,"(0,)",-0.3291172794670921,-0.7901582765086949,-0.00727766247047073,-0.8131252533862178,[0.52],1.0295764068504722,0.52
16,0.23526315789473684,-0.3984885339554404,-0.7573906163412064,-0.8375455574944997,-0.20669578294191757,-1.0151796896673202,-0.6470273217213371,[0.428],0.6516683230681525,0.016,0.428,"(0,)",-0.3984885339554404,-0.7573906163412301,-0.15564889180967326,-0.796778758345582,[0.45],0.7206121260396993,0.45
17,0.3055263157894737,-0.45008859917865085,-0.7279128036491462,-0.8272657191208886,-0.2819318763000211,-0.9828990007206403,-0.6423525293351513,[0.384],0.49406832027969166,0.02,0.384,"(0,)",-0.45008859917865085,-0.7279128036491872,-0.22518264712244385,-0.7860066355947818,[0.39],0.5596236932198797,0.39
18,0.37578947368421045,-0.4746238505857069,-0.7019300421651483,-0.8182961877555193,-0.3255084976023197,-0.9510721141561771,-0.6623749550996447,[0.312],0.3861088039604276,0.048,0.312,"(0,)",-0.4746238505857069,-0.7019300421651458,-0.2558284994527608,-0.7771258372262875,[0.33],0.47350894956806666,0.33
19,0.44605263157894737,-0.480883927234339,-0.677634026221432,-0.8133087948405902,-0.34535320460278846,-0.9353928526923154,-0.6683723221128299,[0.268],0.32340496370679533,0.08,0.268,"(0,)",-0.480883927234339,-0.6776340262215005,-0.27134016326780114,-0.7721885277801361,[0.26],0.4138030681907,0.26
20,0.5163157894736842,-0.4832633421153296,-0.6541884172356649,-0.8100547862966111,-0.35823017382648475,-0.9287816725073141,-0.6728775450421428,[0.224],0.27741839877988084,0.116,0.224,"(0,)",-0.4832633421153296,-0.6541884172356669,-0.28146129990225294,-0.7689670199589546,[0.24],0.36787582774461974,0.24
21,0.586578947368421,-0.47631448779500285,-0.6312417568622964,-0.8077372049257556,-0.3655246330145488,-0.9250878429788553,-0.6771045801332073,[0.2],0.2405835682062334,0.148,0.2,"(0,)",-0.47631448779500285,-0.6312417568622988,-0.2876528239541974,-0.7666726618523225,[0.22],0.32790392866885937,0.22
22,0.6568421052631579,-0.4668034448253986,-0.6086159894415166,-0.8059916397351855,-0.36934197070682745,-0.9262317598254969,-0.6776750511755503,[0.176],0.20984281839540775,0.192,0.176,"(0,)",-0.4668034448253986,-0.6086159894415233,-0.2913075445450912,-0.7649445910016118,[0.22],0.29147323999923014,0.22
