,step,Lagrangian_val,Train_val,Probability_violations_train,Violations_train,Avg_prob_train,A_norm,lam_list,mu,alpha,alphagrad,gradnorm,Rho
0,0,-17.09752057467234,-4.654748414481924,[0.04],0.40267307794315393,0.04,34.289299269092155,[1.40267308],1,0.0,tensor(-0.2550),"[np.float64(0.6136624199953791), np.float64(9.131995783165918), np.float64(0.0), np.float64(2.424619603530999)]",1.0
1,1,-24.52138137844066,-5.160035891375815,[0.065],0.8836648811389869,0.065,31.381752278058297,[1.40267308],1,2.5503146871693728e-05,tensor(1.8360),"[np.float64(0.5978841855819904), np.float64(9.133684552392438), np.float64(0.020845489721209108), np.float64(2.4229326374419458)]",1.0
2,2,-27.629041504524952,-5.92659016513794,[0.15],2.0778054551428538,0.15,27.591715805202895,[1.40267308],1,-0.0001376942020420929,tensor(-6.8028),"[np.float64(0.5780088192186035), np.float64(9.135979084931678), np.float64(0.04809007330808865), np.float64(2.4206338930646742)]",1.0
3,3,-23.39383660408645,-6.2214208411569025,[0.26],4.148327478287232,0.26,24.576467951282243,[1.40267308],1,0.0004120232684755063,tensor(1.1775),"[np.float64(0.5625161484006235), np.float64(9.137912098135152), np.float64(0.07017616281086962), np.float64(2.41867975420706)]",1.0
4,4,-26.34855403587669,-6.178642988735012,[0.2],3.207158495044792,0.2,25.71272242774362,[1.40267308],1,0.0007340487482422744,tensor(1.8160),"[np.float64(0.5665730238374763), np.float64(9.137603483793535), np.float64(0.062319661887891196), np.float64(2.4189888292600292)]",1.0
5,5,-27.6992913916741,-5.852941395278266,[0.14],1.801953093217616,0.14,28.210942239829244,[1.40267308],1,0.0008100697064531334,tensor(1.8451),"[np.float64(0.5772966030885262), np.float64(9.136586581422824), np.float64(0.045507736429831316), np.float64(2.419995377837401)]",1.0
6,6,-26.61227284956439,-5.523688376755067,[0.095],1.168663927728639,0.095,29.91158445331038,[1.40267308],1,0.0006863776934701399,tensor(1.8311),"[np.float64(0.5847296104765832), np.float64(9.136013742428124), np.float64(0.03560180168774198), np.float64(2.4205387927364193)]",1.0
7,7,-26.343779946441117,-5.468231285669654,[0.085],1.0463309774136684,0.085,30.212055540625727,[1.40267308],1,0.00040431372055863257,tensor(1.8182),"[np.float64(0.5858405546149403), np.float64(9.136216397494056), np.float64(0.03574293786012948), np.float64(2.4203101940248577)]",1.0
8,8,-27.40657714168654,-5.673813570570196,[0.11],1.2668102709375402,0.11,29.27372160204366,[1.40267308],1,-3.157455819791991e-06,tensor(-5.2176),"[np.float64(0.5809930931843309), np.float64(9.137131815822203), np.float64(0.043428641885941935), np.float64(2.41938118360872)]",1.0
9,9,-28.370794317545524,-5.986509461948851,[0.15],1.8277528178253764,0.15,27.700784644469973,[1.40267308],1,0.000192628257631422,tensor(1.7621),"[np.float64(0.5733667341744338), np.float64(9.138408958562717), np.float64(0.05513299958419393), np.float64(2.4180872539086486)]",1.0
10,10,-28.115790638045137,-6.187923874226806,[0.19],2.535901552221738,0.19,26.311381217810425,[1.40267308],1,0.0001730517795322915,tensor(1.6709),"[np.float64(0.566747034724266), np.float64(9.139601488303851), np.float64(0.06620464976187669), np.float64(2.4168672034595544)]",1.0
11,11,-28.127509826458528,-6.202256780857834,[0.2],2.565492818773459,0.2,26.227315634671417,[1.40267308],1,-9.700447863099236e-06,tensor(-7.7560),"[np.float64(0.5662989411512602), np.float64(9.140117740841673), np.float64(0.0693946799961721), np.float64(2.4163321943181293)]",1.0
12,12,-28.804211401540528,-6.078725158985211,[0.165],1.8680089846673382,0.165,27.3547670549209,[1.40267308],1,0.0006196938318515621,tensor(1.6353),"[np.float64(0.5716050840632942), np.float64(9.140008638657921), np.float64(0.06587520013418743), np.float64(2.416437398319856)]",1.0
13,13,-28.461384647594713,-5.908594480610511,[0.13],1.4624007152748246,0.13,28.326089926118655,[1.40267308],1,0.0009596751524927666,tensor(1.7364),"[np.float64(0.5762855744684875), np.float64(9.139993138463337), np.float64(0.06454302090173504), np.float64(2.4164450027746174)]",1.0
14,14,-28.393440131276922,-5.88144804668239,[0.125],1.400176001380132,0.125,28.49590671381264,[1.40267308],1,0.0010580193730531254,tensor(1.7412),"[np.float64(0.5769503618602725), np.float64(9.140409833934116), np.float64(0.06753229321002747), np.float64(2.4160180870113845)]",1.0
15,15,-28.854044392868552,-6.0201506340835556,[0.14],1.6265841025769756,0.14,27.847554766577282,[1.40267308],1,0.0009625783673010266,tensor(1.7441),"[np.float64(0.5734207292822692), np.float64(9.141266425693372), np.float64(0.0739224583903415), np.float64(2.415151481637668)]",1.0
16,16,-29.00876001574414,-6.1757959123531645,[0.175],2.0628812975283854,0.175,26.92083964562214,[1.40267308],1,0.0007118137856390976,tensor(1.6278),"[np.float64(0.5684079191644305), np.float64(9.142279922566345), np.float64(0.08150944850039378), np.float64(2.4141231437673283)]",1.0
17,17,-28.82737327544414,-6.238933118301436,[0.19],2.3383110312264503,0.19,26.476655664958923,[1.40267308],1,0.00034842608146164867,tensor(1.5871),"[np.float64(0.5654531319515466), np.float64(9.14305903331197), np.float64(0.08646346171524716), np.float64(2.4133381534467815)]",1.0
