,target,test_prob,test_obj,0.25_test_obj,0.75_test_obj,mv_prob,mv_obj,0.25_mv_obj,0.75_mv_obj,pre_prob,pre_obj,0.25_pre_obj,0.75_pre_obj,dro_prob,dro_obj,0.25_dro_obj,0.75_dro_obj,nonrob_prob,nonrob_obj,scenario_prob,scenario_obj,0.25_nonrob_obj,0.75_nonrob_obj,0.25_scenario_obj,0.75_scenario_obj
0,0.01,0.022,-0.8566209019587097,-0.8617284734473099,-0.8532339092289395,0.0191,-0.8036814566014204,-0.8087446099775951,-0.7990027944197724,0.020399999999999995,-0.8265019545173427,-0.8301106189668908,-0.8237951167223277,0.022299999999999997,-0.8067118864364492,-0.8116092966773073,-0.8018035427785637,0.5887680482169266,-0.890074261281088,0.2592960365271545,-0.8161301368830778,-0.8963183494899254,-0.8800243972159122,-0.8196633109700971,-0.8114373984038729
0,0.02,0.030200000000000005,-0.8583282605761511,-0.8623991805269211,-0.8553827667481759,0.03180000000000001,-0.8071114142974336,-0.8134607307477848,-0.8021771160215487,0.030000000000000006,-0.8295330415866145,-0.8343107867084792,-0.8263676544725997,0.030200000000000005,-0.8098060288387732,-0.8167634653197534,-0.8050928503804103,0.5887680482169266,-0.890074261281088,0.2592960365271545,-0.8161301368830778,-0.8963183494899254,-0.8800243972159122,-0.8196633109700971,-0.8114373984038729
0,0.03,0.039400000000000004,-0.8589129688825567,-0.8641297952597474,-0.8558341894942068,0.0396,-0.8093066044357051,-0.8149241874784652,-0.8042876183700614,0.037,-0.8318195987774514,-0.8370815468731754,-0.8266578509078722,0.03610000000000001,-0.8118182193068803,-0.8170028663011468,-0.8070594977042873,0.5887680482169266,-0.890074261281088,0.2592960365271545,-0.8161301368830778,-0.8963183494899254,-0.8800243972159122,-0.8196633109700971,-0.8114373984038729
0,0.05,0.0741,-0.8608461666214691,-0.86622558220112,-0.8590704695483411,0.0635,-0.8147654986635773,-0.8196567927031662,-0.8087921297854561,0.0628,-0.8376546806517837,-0.8429130793798849,-0.8327859207837516,0.0606,-0.8192405379463958,-0.8243813966553708,-0.8154062071506774,0.5887680482169266,-0.890074261281088,0.2592960365271545,-0.8161301368830778,-0.8963183494899254,-0.8800243972159122,-0.8196633109700971,-0.8114373984038729
0,0.08,0.09590000000000001,-0.8636415133094545,-0.8692722690027204,-0.8605604061162627,0.09159999999999999,-0.8215677321513801,-0.8257782268694739,-0.8149643880391368,0.0943,-0.8433295146544217,-0.8498368222908614,-0.8365450406825184,0.09209999999999999,-0.8268881247043008,-0.830377250957805,-0.8241840553684342,0.5887680482169266,-0.890074261281088,0.2592960365271545,-0.8161301368830778,-0.8963183494899254,-0.8800243972159122,-0.8196633109700971,-0.8114373984038729
0,0.1,0.11379999999999998,-0.8647782724759854,-0.8705195532640373,-0.8612324892976836,0.1169,-0.8270771161905627,-0.8301907347762565,-0.8231840667084642,0.11440000000000002,-0.8467081808386767,-0.8538646745516953,-0.8395304737313269,0.10880000000000001,-0.8307440495981318,-0.8371107832187246,-0.8277217924807626,0.5887680482169266,-0.890074261281088,0.2592960365271545,-0.8161301368830778,-0.8963183494899254,-0.8800243972159122,-0.8196633109700971,-0.8114373984038729
0,0.12,0.1318,-0.8668007668555484,-0.8722692646875064,-0.86239544971252,0.1372,-0.8316598154462385,-0.8379344381505697,-0.8249023987062127,0.13200000000000003,-0.8492435088242821,-0.8563890141850143,-0.8435062233350378,0.12390000000000004,-0.8342858367666993,-0.8402852304648125,-0.8316919797947473,0.5887680482169266,-0.890074261281088,0.2592960365271545,-0.8161301368830778,-0.8963183494899254,-0.8800243972159122,-0.8196633109700971,-0.8114373984038729
0,0.15,0.15809999999999996,-0.8679149011633109,-0.8730944067755889,-0.8637001577342823,0.1651,-0.8380106402078212,-0.8432579406897128,-0.8308287083914754,0.1689,-0.8539163757514624,-0.8594520434539394,-0.8488690165644964,0.1553,-0.8397300397750016,-0.8468210983418862,-0.8353084569139853,0.5887680482169266,-0.890074261281088,0.2592960365271545,-0.8161301368830778,-0.8963183494899254,-0.8800243972159122,-0.8196633109700971,-0.8114373984038729
0,0.18,0.1869,-0.8702418696203523,-0.8754202452368512,-0.8669592638557027,0.1921,-0.8438358182442884,-0.8496403326383973,-0.8368443925132276,0.2003,-0.8578697729937417,-0.8631080868111847,-0.8538892818612925,0.1812,-0.8443719052833965,-0.8522341996472247,-0.8396285415851613,0.5887680482169266,-0.890074261281088,0.2592960365271545,-0.8161301368830778,-0.8963183494899254,-0.8800243972159122,-0.8196633109700971,-0.8114373984038729
0,0.2,0.20750000000000002,-0.8710420883125088,-0.8755018627845848,-0.8675189827154861,0.21200000000000002,-0.849000870186155,-0.8563315027070955,-0.8392243268480012,0.2254,-0.8611809940306925,-0.8662858440055422,-0.8559765536820385,0.20010000000000003,-0.8480197304858346,-0.8593735628759585,-0.8419079253404533,0.5887680482169266,-0.890074261281088,0.2592960365271545,-0.8161301368830778,-0.8963183494899254,-0.8800243972159122,-0.8196633109700971,-0.8114373984038729
