,target,test_prob,test_obj,0.25_test_obj,0.75_test_obj,test_prob_o,test_obj_o,0.25_test_obj_o,0.75_test_obj_o,mv_prob,mv_obj,0.25_mv_obj,0.75_mv_obj,pre_prob,pre_obj,0.25_pre_obj,0.75_pre_obj,dro_prob,dro_obj,0.25_dro_obj,0.75_dro_obj,nonrob_prob,nonrob_obj,scenario_prob,scenario_obj,0.25_nonrob_obj,0.75_nonrob_obj,0.25_scenario_obj,0.75_scenario_obj,lcx_prob,lcx_obj,0.25_lcx_obj,0.75_lcx_obj,test_avg,test_avg_o,test_avg_mv,test_avg_pre,test_avg_lcx,test_avg_dro,test_avg_scene
0,0.0,0.031199999999999995,-0.3697075520789129,-0.3996542116146229,-0.3232660809498049,0.0024000000000000002,-0.3848172607570477,-0.4148459034207665,-0.36130566819655446,0.0024000000000000002,-0.3930526010637744,-0.41275117964434804,-0.36700099908396605,0.0002,-0.5239614679253365,-0.54303132411622,-0.5036985575299747,0.0020000000000000005,-0.37354420010591516,-0.3948652362967212,-0.3434986875042371,0.617097264324052,0.32636002593967817,0.26369927939940807,-0.28371606371021985,0.2960056650204974,0.37921458223466675,-0.3168314762016551,-0.25215278253286916,0.006019140449334622,-0.25158102157899587,-0.2868400565525141,-0.22061030512689267,-0.820615534480995,-0.8169638890274129,-0.7984330417531124,-0.7959127640618275,-0.8139598825643242,-0.8032380785422895,-0.8078000580554111
0,0.01,0.0366,-0.371116027575831,-0.3996542116146229,-0.32548851871626605,0.005,-0.31454522372796906,-0.3660878013607033,-0.2839513218569386,0.011199999999999998,-0.3942222626942951,-0.41492510974686736,-0.3684854269003941,0.0104,-0.520479248791115,-0.5378070843209896,-0.5052958352715048,0.0088,-0.37345220553444225,-0.3969398773233985,-0.3435130322805122,0.617097264324052,0.32636002593967817,0.26369927939940807,-0.28371606371021985,0.2960056650204974,0.37921458223466675,-0.3168314762016551,-0.25215278253286916,0.006019140449334622,-0.25158102157899587,-0.2868400565525141,-0.22061030512689267,-0.8209686159898897,-0.8176707229841632,-0.8024806847172249,-0.7994804918824041,-0.8139598825643242,-0.8051509982436411,-0.8078000580554111
0,0.02,0.0394,-0.38528765410125676,-0.40575128192815507,-0.35707911885877874,0.0062,-0.2887917437412039,-0.3249508813753926,-0.25782205385447665,0.0192,-0.39450791206138336,-0.4161243647987971,-0.36867679256037134,0.014800000000000002,-0.5194373138668836,-0.5371388163751041,-0.5049942792242317,0.02,-0.37303761722785694,-0.39589565122000614,-0.34347256275506216,0.617097264324052,0.32636002593967817,0.26369927939940807,-0.28371606371021985,0.2960056650204974,0.37921458223466675,-0.3168314762016551,-0.25215278253286916,0.006019140449334622,-0.25158102157899587,-0.2868400565525141,-0.22061030512689267,-0.8183640699903769,-0.8218615672700802,-0.8040325594019896,-0.8002583110717832,-0.8139598825643242,-0.8068109392589996,-0.8078000580554111
0,0.03,0.041,-0.40149970726046885,-0.4319694702274013,-0.38539223241576126,0.0062,-0.2887917437412039,-0.3249508813753926,-0.25782205385447665,0.028800000000000003,-0.3948976039790671,-0.417092126190885,-0.36895308377069114,0.022000000000000002,-0.5174544811570398,-0.5359795738521044,-0.5043599324732654,0.029400000000000003,-0.3726281575542084,-0.39557640460118915,-0.34343213217771673,0.617097264324052,0.32636002593967817,0.26369927939940807,-0.28371606371021985,0.2960056650204974,0.37921458223466675,-0.3168314762016551,-0.25215278253286916,0.006019140449334622,-0.25158102157899587,-0.2868400565525141,-0.22061030512689267,-0.8186534670196088,-0.8218615672700802,-0.8056719171959916,-0.8010493801179217,-0.8139598825643242,-0.8079540483299897,-0.8078000580554111
0,0.05,0.055400000000000005,-0.4250254577462028,-0.4356574451833706,-0.4049460277073454,0.0062,-0.2887917437412039,-0.3249508813753926,-0.25782205385447665,0.047799999999999995,-0.39463175944282847,-0.41753023473289447,-0.36931113486357864,0.040999999999999995,-0.513085447661608,-0.5302594676329109,-0.5015663288894914,0.049800000000000004,-0.37174847889391266,-0.39600363696832536,-0.3430335985525723,0.617097264324052,0.32636002593967817,0.26369927939940807,-0.28371606371021985,0.2960056650204974,0.37921458223466675,-0.3168314762016551,-0.25215278253286916,0.006019140449334622,-0.25158102157899587,-0.2868400565525141,-0.22061030512689267,-0.82170471947079,-0.8218615672700802,-0.8078744785080026,-0.8027414847405259,-0.8139598825643242,-0.8099995985408158,-0.8078000580554111
0,0.08,0.08979999999999999,-0.42544164312222243,-0.4502345014840824,-0.40395060542565175,0.0062,-0.2887917437412039,-0.3249508813753926,-0.25782205385447665,0.074,-0.39317082399165326,-0.4155538900282021,-0.36762564268537223,0.08280000000000001,-0.5042547037039515,-0.5207946402697172,-0.4925608026828723,0.06920000000000001,-0.37053821887645605,-0.3956314531036437,-0.3426772582623902,0.617097264324052,0.32636002593967817,0.26369927939940807,-0.28371606371021985,0.2960056650204974,0.37921458223466675,-0.3168314762016551,-0.25215278253286916,0.006019140449334622,-0.25158102157899587,-0.2868400565525141,-0.22061030512689267,-0.822186597586559,-0.8218615672700802,-0.8109761275198549,-0.8052524992796712,-0.8139598825643242,-0.8116606456057844,-0.8078000580554111
0,0.1,0.1106,-0.43176412115098817,-0.44411523350970294,-0.41283765207828726,0.0062,-0.2887917437412039,-0.3249508813753926,-0.25782205385447665,0.09780000000000001,-0.39191979434704505,-0.41338073333120495,-0.36612224145376604,0.095,-0.5011546157454642,-0.5202925204436064,-0.48940325835179677,0.091,-0.36804740749945875,-0.3951298171451654,-0.34151294240552377,0.617097264324052,0.32636002593967817,0.26369927939940807,-0.28371606371021985,0.2960056650204974,0.37921458223466675,-0.3168314762016551,-0.25215278253286916,0.006019140449334622,-0.25158102157899587,-0.2868400565525141,-0.22061030512689267,-0.8234279433154097,-0.8218615672700802,-0.8136115400139665,-0.8060654488516243,-0.8139598825643242,-0.8138737504528457,-0.8078000580554111
0,0.12,0.1278,-0.4254266295734408,-0.4436257777896952,-0.4027633153511669,0.0062,-0.2887917437412039,-0.3249508813753926,-0.25782205385447665,0.11539999999999999,-0.390193957632942,-0.4114695801721919,-0.36589611692555074,0.11039999999999998,-0.4959765177123276,-0.511482729826063,-0.48507882734900976,0.1062,-0.3663714371343489,-0.3943276113097848,-0.3407048023605053,0.617097264324052,0.32636002593967817,0.26369927939940807,-0.28371606371021985,0.2960056650204974,0.37921458223466675,-0.3168314762016551,-0.25215278253286916,0.006019140449334622,-0.25158102157899587,-0.2868400565525141,-0.22061030512689267,-0.8241290126241939,-0.8218615672700802,-0.8157874325405114,-0.8070992159334704,-0.8139598825643242,-0.8151436943063242,-0.8078000580554111
0,0.15,0.1598,-0.4270810586890238,-0.44091696220402565,-0.4122592396115492,0.0062,-0.2887917437412039,-0.3249508813753926,-0.25782205385447665,0.1416,-0.3866623445435504,-0.4056194347519379,-0.36415449248290155,0.1348,-0.48687479319510824,-0.5028688994389439,-0.4754636426094402,0.1358,-0.36213309296417984,-0.3913505164225882,-0.33918655631450034,0.617097264324052,0.32636002593967817,0.26369927939940807,-0.28371606371021985,0.2960056650204974,0.37921458223466675,-0.3168314762016551,-0.25215278253286916,0.006019140449334622,-0.25158102157899587,-0.2868400565525141,-0.22061030512689267,-0.82722502320436,-0.8218615672700802,-0.8196386786846288,-0.8083984234783603,-0.8139598825643242,-0.8178626322688023,-0.8078000580554111
0,0.18,0.18839999999999998,-0.4384194768501429,-0.4596800354956219,-0.41528759110354724,0.0062,-0.2887917437412039,-0.3249508813753926,-0.25782205385447665,0.1762,-0.3810864022930396,-0.39915720710839875,-0.3565452065629425,0.16999999999999998,-0.4728126009416231,-0.48499493268167293,-0.46389063966131994,0.1726,-0.3546559328050335,-0.38671330867290593,-0.3351583252975859,0.617097264324052,0.32636002593967817,0.26369927939940807,-0.28371606371021985,0.2960056650204974,0.37921458223466675,-0.3168314762016551,-0.25215278253286916,0.006019140449334622,-0.25158102157899587,-0.2868400565525141,-0.22061030512689267,-0.8256556602248306,-0.8218615672700802,-0.8242272863115365,-0.8103522544556542,-0.8139598825643242,-0.8222187361251632,-0.8078000580554111
