seed,rho,a_seed,eta,gamma,init_rho,valid_obj,valid_prob,test_obj,test_prob,time
30,0.0001,30,0.15,0.5,1,-0.9007464283757741,0.9475,-0.8842446788990901,0.95,0.002780352
30,0.00021544346900318845,30,0.15,0.5,1,-0.900746428352683,0.9475,-0.8842446788886404,0.95,0.002780352
30,0.00046415888336127773,30,0.15,0.5,1,-0.9007464283371779,0.9475,-0.8842446788961281,0.95,0.002780352
30,0.001,30,0.15,0.5,1,-0.8949434787525473,0.95,-0.8861619028762495,0.948,0.002780352
30,0.002154434690031882,30,0.15,0.5,1,-0.8916314131778451,0.9575,-0.8872561690906523,0.945,0.002780352
30,0.004641588833612777,30,0.15,0.5,1,-0.8906529050297478,0.955,-0.887579456288453,0.942,0.002780352
30,0.01,30,0.15,0.5,1,-0.8902316804279212,0.9525,-0.8877186237448383,0.942,0.002780352
30,0.021544346900318822,30,0.15,0.5,1,-0.89003915063562,0.9475,-0.8877822332460121,0.935,0.002780352
30,0.046415888336127774,30,0.15,0.5,1,-0.8899501000469857,0.9375,-0.8878116544726999,0.919,0.002780352
30,0.1,30,0.15,0.5,1,-0.889687796351823,0.8975,-0.8864947800430916,0.898,0.002780352
30,0.11,30,0.15,0.5,1,-0.8896800549572746,0.89,-0.886469149563619,0.897,0.002780352
30,0.14708333333333334,30,0.15,0.5,1,-0.8900549106487995,0.8675,-0.8863553859359133,0.884,0.002780352
30,0.18416666666666667,30,0.15,0.5,1,-0.8910936252203114,0.855,-0.8866628985652496,0.87,0.002780352
30,0.22125,30,0.15,0.5,1,-0.89292476584305,0.8525,-0.8869313229757427,0.854,0.002780352
30,0.25833333333333336,30,0.15,0.5,1,-0.8958453948188395,0.84,-0.8858582958001905,0.845,0.002780352
30,0.29541666666666666,30,0.15,0.5,1,-0.8975461192966953,0.82,-0.8851999344454601,0.826,0.002780352
30,0.3325,30,0.15,0.5,1,-0.8985954374122589,0.79,-0.884761497244029,0.791,0.002780352
30,0.3695833333333333,30,0.15,0.5,1,-0.899571412143224,0.77,-0.8840525174409336,0.757,0.002780352
30,0.4066666666666667,30,0.15,0.5,1,-0.8991882398249483,0.7075,-0.8833441923501251,0.72,0.002780352
30,0.44375000000000003,30,0.15,0.5,1,-0.8990160011548258,0.6675,-0.8832555213663491,0.669,0.002780352
30,0.48083333333333333,30,0.15,0.5,1,-0.8992722939980172,0.625,-0.8830825162696819,0.635,0.002780352
30,0.5179166666666667,30,0.15,0.5,1,-0.8995189436124739,0.5825,-0.8829217909346848,0.582,0.002780352
30,0.555,30,0.15,0.5,1,-0.9011753779936417,0.5325,-0.8832240956389351,0.541,0.002780352
30,0.5920833333333334,30,0.15,0.5,1,-0.9020400925917369,0.5,-0.8833103685348487,0.501,0.002780352
30,0.6291666666666667,30,0.15,0.5,1,-0.9025768764966375,0.4725,-0.8833189513458417,0.467,0.002780352
30,0.66625,30,0.15,0.5,1,-0.9029664970605578,0.455,-0.8833014432740662,0.439,0.002780352
30,0.7033333333333334,30,0.15,0.5,1,-0.903421915431351,0.4275,-0.8833802112496307,0.395,0.002780352
30,0.7404166666666667,30,0.15,0.5,1,-0.9038762188577678,0.395,-0.8834803393387174,0.357,0.002780352
30,0.7775000000000001,30,0.15,0.5,1,-0.9038735145746718,0.3525,-0.8832491650615941,0.324,0.002780352
30,0.8145833333333333,30,0.15,0.5,1,-0.9038883455354852,0.3275,-0.883078187973926,0.282,0.002780352
30,0.8516666666666667,30,0.15,0.5,1,-0.9039117352639113,0.2825,-0.8829433107283169,0.244,0.002780352
30,0.88875,30,0.15,0.5,1,-0.9038921171235799,0.2525,-0.8828217230917954,0.209,0.002780352
30,0.9258333333333334,30,0.15,0.5,1,-0.9038758186964266,0.215,-0.8827179773663751,0.188,0.002780352
30,0.9629166666666668,30,0.15,0.5,1,-0.9038643116406953,0.175,-0.88262830692731,0.164,0.002780352
30,1.0,30,0.15,0.5,1,-0.9038561991884627,0.15,-0.8825496468351319,0.124,0.002780352
30,1.1,30,0.15,0.5,1,-0.9039967093011917,0.085,-0.8826134169229564,0.081,0.002780352
30,1.2512820512820513,30,0.15,0.5,1,-0.9047597365193021,0.02,-0.882815876756225,0.03,0.002780352
30,1.4025641025641027,30,0.15,0.5,1,-0.9053738979572715,0.01,-0.883013692630216,0.012,0.002780352
30,1.553846153846154,30,0.15,0.5,1,-0.9061322198309341,0.005,-0.8832829146233911,0.002,0.002780352
30,1.7051282051282053,30,0.15,0.5,1,-0.9067362459955624,0.0,-0.8829834887659714,0.0,0.002780352
30,1.8564102564102565,30,0.15,0.5,1,-0.905038574805794,0.0,-0.8800761159561359,0.0,0.002780352
30,2.0076923076923077,30,0.15,0.5,1,-0.9010805359722838,0.0,-0.8757743708595317,0.0,0.002780352
30,2.1589743589743593,30,0.15,0.5,1,-0.896955775826917,0.0,-0.8721376011277577,0.0,0.002780352
30,2.3102564102564105,30,0.15,0.5,1,-0.8926988393869654,0.0,-0.867616032758314,0.0,0.002780352
30,2.4615384615384617,30,0.15,0.5,1,-0.8887200458639929,0.0,-0.8633281759804309,0.0,0.002780352
30,2.6128205128205133,30,0.15,0.5,1,-0.8852778851018378,0.0,-0.8598076251496024,0.0,0.002780352
30,2.7641025641025645,30,0.15,0.5,1,-0.8809361261965445,0.0,-0.8566570175983218,0.0,0.002780352
30,2.9153846153846157,30,0.15,0.5,1,-0.8750257333501579,0.0,-0.8511867601544191,0.0,0.002780352
30,3.066666666666667,30,0.15,0.5,1,-0.8681678503196066,0.0,-0.844962803275508,0.0,0.002780352
