seed,a_seed,nonrob_prob,nonrob_obj,scenario_probs,scenario_obj,scenario_in,nonrob_in,scenario_avg,nonrob_avg
1,1,0.8206743475379679,3.9201041448825533,0.02094577807518772,-2.343958222477524,-0.06387284854404926,-8.705279772644836,-3.4516080734509993,-5.12929830279764
