seed,a_seed,nonrob_prob,nonrob_obj,scenario_probs,scenario_obj,scenario_in,nonrob_in,scenario_avg,nonrob_avg
8,8,0.8456949182075875,3.618922352208134,0.01909263178820578,-2.325859645498201,0.23658138918500554,-8.91041377202686,-4.009925454634081,-5.348098351732715
