,Rho,Test_insample,Test_val,Test_cvar,Lower_test,Upper_test,Probability_violations_test,Violations_test,Coverage_test,Avg_prob_test,step,Validate_insample,Validate_cvar,Validate_val,Probability_violations_validate,Violations_validate,Avg_prob_validate
0,0.75,-6.4753935252695065,-5.595535972110663,1.3292475262139716,-8.130630471859716,-0.2863003880462731,[0.241],98.50981122937024,0.293,0.241,"(0,)",-6.463863051911968,1.6938418837110645,-5.525182507624579,[0.255],102.6792633603904,0.255
1,0.826923076923077,-6.239084197938128,-5.517010862661015,1.1784887595085545,-7.98163289385224,-0.272414534217873,[0.216],84.4538943031172,0.334,0.216,"(0,)",-6.232688471999778,1.501072230759766,-5.449880715281833,[0.22],88.74966839498975,0.22
2,0.9038461538461537,-6.002774870195522,-5.420559056113574,1.0562205318873028,-7.832635315625648,-0.2585286803858615,[0.192],72.21922688976207,0.373,0.192,"(0,)",-6.001513891629734,1.4165435228346581,-5.35895684524715,[0.1875],76.4512140709062,0.1875
3,0.9807692307692308,-5.766465557775012,-5.312736958548487,0.9271480856756644,-7.683637737407889,-0.2850310604510715,[0.177],61.20630980229707,0.421,0.177,"(0,)",-5.770339326292244,1.2897044593991067,-5.251288675462601,[0.17],65.83972099930064,0.17
4,1.0576923076923075,-5.530156231504392,-5.19376235489287,0.8223530516224036,-7.5346401594376236,-0.23075697270792972,[0.153],51.51708876953281,0.465,0.153,"(0,)",-5.539164747324191,1.183352079321087,-5.131491978170482,[0.1425],56.82895999468048,0.1425
5,1.1346153846153846,-5.250693708376912,-5.078831319297331,0.7358465697393363,-7.385642582651403,-0.21398907736279282,[0.13],43.17049790842689,0.522,0.13,"(0,)",-5.2727207255694255,1.1053497018102525,-5.0163386384577855,[0.1325],48.67711083915628,0.1325
6,1.2115384615384617,-4.961281593470179,-4.953810668986826,0.516544729357641,-7.236644897149091,-0.1311525430059599,[0.112],36.09529874493731,0.571,0.112,"(0,)",-4.995485510190878,0.8339399196862962,-4.893922340071757,[0.11],41.46266228405851,0.11
7,1.2884615384615385,-4.6408993606809075,-4.842117088115607,0.4663702447123663,-7.08764730715748,-4.56193443021391e-08,[0.085],30.184100479391923,0.611,0.085,"(0,)",-4.685062119217019,0.7800046625972198,-4.785661294371277,[0.095],35.208577495113104,0.095
8,1.3653846153846154,-4.289196590690549,-4.7507371640804195,0.7628552635416724,-6.938649717181576,0.0,[0.076],25.49055000607344,0.657,0.076,"(0,)",-4.345479546161569,1.3355952140504592,-4.701077704314895,[0.0775],29.636755074229537,0.0775
9,1.442307692307692,-3.9127460486980916,-4.657320566806826,0.7248029431548731,-6.789652127224361,0.0,[0.067],21.179897763488885,0.697,0.067,"(0,)",-3.983398997460225,1.2782850319035415,-4.61480863412582,[0.0725],24.901019157022247,0.0725
10,1.5192307692307692,-3.5362955063661237,-4.559899830931117,0.6833443392305434,-6.640654537289308,0.0,[0.053],17.475136742025224,0.743,0.053,"(0,)",-3.6213184482257805,1.2316123719494823,-4.5232269601138935,[0.05],21.110267678240657,0.05
11,1.5961538461538463,-3.1598449838446707,-4.459861657410931,0.6637308260181564,-6.491656947380653,0.0,[0.045],14.619508094462597,0.787,0.045,"(0,)",-3.2592379154129656,1.2002195830177633,-4.424788933559748,[0.04],18.20852244861167,0.04
12,1.6730769230769231,-2.7833944443080596,-4.357123407576957,0.6316289529754486,-6.342659357503841,0.0,[0.039],12.19966931046353,0.816,0.039,"(0,)",-2.8971573711753926,1.1804815696361923,-4.325664431573141,[0.0375],15.604367092375087,0.0375
13,1.7499999999999998,-2.406943898888256,-4.252833270974758,0.6138189386077696,-6.193661767667475,0.0,[0.036],10.078159674779814,0.836,0.036,"(0,)",-2.5350768194294666,1.1354645580672955,-4.224958303169895,[0.0275],13.305805143688168,0.0275
14,1.826923076923077,-2.0196592863126526,-4.147785975927038,0.5975009178176228,-6.044664177881973,0.0,[0.031],8.212715983862099,0.856,0.031,"(0,)",-2.163967881034786,1.0904475500081656,-4.121740406393346,[0.0275],11.4205803904267,0.0275
15,1.9038461538461537,-1.6004318866749168,-4.043207628716827,0.5767484499711267,-5.895666588161615,0.0,[0.025],6.687549511648647,0.881,0.025,"(0,)",-1.763736121363002,1.1086537842559083,-4.019142729342417,[0.0225],9.669328895236823,0.0225
16,1.9807692307692308,-1.167357687122076,-3.9400822169008363,0.5713093526627159,-5.746668998524371,0.0,[0.024],5.353521513572657,0.899,0.024,"(0,)",-1.348888292666785,1.098967567795215,-3.916736916210275,[0.015],8.3418266119437,0.015
17,2.0576923076923075,-0.7342834768682274,-3.834892320596139,0.5585579211527042,-5.597671409088445,0.0,[0.02],4.254341952706396,0.908,0.02,"(0,)",-0.9340404545905925,1.089281347174903,-3.8140362179615113,[0.015],7.222413044071522,0.015
