seed,a_seed,nonrob_prob,nonrob_obj,scenario_probs,scenario_obj,scenario_in,nonrob_in,scenario_avg,nonrob_avg
5,5,0.8207251548362237,4.740118531725847,0.028628608611877222,-1.4578311354944566,-0.41310224732745954,-8.84310290777648,-3.610135481393148,-5.3942662575172555
