,target,test_prob,test_obj,0.25_test_obj,0.75_test_obj,mv_prob,mv_obj,0.25_mv_obj,0.75_mv_obj,pre_prob,pre_obj,0.25_pre_obj,0.75_pre_obj,dro_prob,dro_obj,0.25_dro_obj,0.75_dro_obj,nonrob_prob,nonrob_obj,scenario_prob,scenario_obj,0.25_nonrob_obj,0.75_nonrob_obj,0.25_scenario_obj,0.75_scenario_obj
0,0.01,0.030800000000000004,-0.8505988836941464,-0.8637189703683318,-0.8410094266077935,0.03960000000000001,-0.8083038020160389,-0.8139194749733162,-0.7990125772632146,0.056400000000000006,-0.799523179698,-0.804997485833072,-0.7927631126158672,0.0388,-0.8050303552433636,-0.8093121719019362,-0.7992371464798695,0.6976890250272603,-0.8502618872015855,0.5512603115838409,-0.8366483016657028,-0.8560402309940225,-0.8089381759681864,-0.8475939346213426,-0.8240968491782591
0,0.02,0.0432,-0.8501615953870664,-0.8642730402377717,-0.8410856221032491,0.0496,-0.8104130570064125,-0.8150589457891906,-0.8029423012175145,0.057600000000000005,-0.7996373605290463,-0.804997485833072,-0.7930295309657721,0.047599999999999996,-0.807407108205299,-0.8124621747607126,-0.8008858380818914,0.6976890250272603,-0.8502618872015855,0.5512603115838409,-0.8366483016657028,-0.8560402309940225,-0.8089381759681864,-0.8475939346213426,-0.8240968491782591
0,0.03,0.0484,-0.8514034312951082,-0.8642730402377717,-0.8413338893911823,0.0496,-0.8104130570064125,-0.8150589457891906,-0.8029423012175145,0.057600000000000005,-0.7996373605290463,-0.804997485833072,-0.7930295309657721,0.047599999999999996,-0.807407108205299,-0.8124621747607126,-0.8008858380818914,0.6976890250272603,-0.8502618872015855,0.5512603115838409,-0.8366483016657028,-0.8560402309940225,-0.8089381759681864,-0.8475939346213426,-0.8240968491782591
0,0.05,0.0776,-0.8499886057309242,-0.8593786577941447,-0.8401308775614951,0.07560000000000001,-0.8141404802148722,-0.8182315732077099,-0.8068959792349528,0.0692,-0.801348023846737,-0.8061695338968424,-0.7967175920065033,0.08000000000000002,-0.815527808989035,-0.8249023959114384,-0.8085659858355237,0.6976890250272603,-0.8502618872015855,0.5512603115838409,-0.8366483016657028,-0.8560402309940225,-0.8089381759681864,-0.8475939346213426,-0.8240968491782591
0,0.08,0.1004,-0.8512176539956308,-0.8616110294918727,-0.8403161037353615,0.10880000000000001,-0.8193265573513028,-0.8204534351882659,-0.8141428160447184,0.08439999999999999,-0.8025748374568199,-0.8078087081578463,-0.7971113031930193,0.11280000000000001,-0.8202423752757815,-0.8308082896627043,-0.8128981683025049,0.6976890250272603,-0.8502618872015855,0.5512603115838409,-0.8366483016657028,-0.8560402309940225,-0.8089381759681864,-0.8475939346213426,-0.8240968491782591
0,0.1,0.12079999999999999,-0.8499452920110224,-0.8564346295777654,-0.8403190318787723,0.1216,-0.8215147541977533,-0.8242491583153826,-0.8161754137318822,0.1044,-0.8051818007110466,-0.8112311338112662,-0.7991505700050807,0.128,-0.8237777495802525,-0.8363988691272836,-0.8150210734806219,0.6976890250272603,-0.8502618872015855,0.5512603115838409,-0.8366483016657028,-0.8560402309940225,-0.8089381759681864,-0.8475939346213426,-0.8240968491782591
0,0.12,0.13319999999999999,-0.8501944953018661,-0.856955858239606,-0.8403532986506062,0.1288,-0.8225115164351884,-0.8242491583153826,-0.8174873009170027,0.1096,-0.8057840019799395,-0.8126765513818027,-0.7994218716291256,0.14120000000000002,-0.8266957676269022,-0.8382454381284514,-0.8161614153275237,0.6976890250272603,-0.8502618872015855,0.5512603115838409,-0.8366483016657028,-0.8560402309940225,-0.8089381759681864,-0.8475939346213426,-0.8240968491782591
0,0.15,0.154,-0.8497707584345215,-0.8605389461322694,-0.841366866785489,0.15120000000000003,-0.826811577354768,-0.8325938082827568,-0.8210698825262774,0.146,-0.8087905780697028,-0.81447744579318,-0.8032639669358745,0.176,-0.8330070817798008,-0.8413587519152756,-0.8246037806622175,0.6976890250272603,-0.8502618872015855,0.5512603115838409,-0.8366483016657028,-0.8560402309940225,-0.8089381759681864,-0.8475939346213426,-0.8240968491782591
0,0.18,0.2024,-0.8522230440925698,-0.8598636885168249,-0.8434789828729856,0.18039999999999998,-0.83129375594547,-0.834496301170401,-0.8250851210874711,0.1808,-0.8122667321434573,-0.8196178541678067,-0.8081058846405712,0.1968,-0.838112536684835,-0.8442051426068164,-0.8299777833019454,0.6976890250272603,-0.8502618872015855,0.5512603115838409,-0.8366483016657028,-0.8560402309940225,-0.8089381759681864,-0.8475939346213426,-0.8240968491782591
0,0.2,0.23959999999999998,-0.8542066545264758,-0.86379526872936,-0.8447635237279901,0.2076,-0.8368407333020655,-0.842359646004341,-0.8271022513476622,0.2136,-0.815836374199766,-0.8217595522320205,-0.8094999663767686,0.2184,-0.841658222956035,-0.8460113030013316,-0.8327848747992301,0.6976890250272603,-0.8502618872015855,0.5512603115838409,-0.8366483016657028,-0.8560402309940225,-0.8089381759681864,-0.8475939346213426,-0.8240968491782591
