,step,Validate_val,Lower_validate,Upper_validate,Probability_violations_validate,Violations_validate,Coverage_validate,Avg_prob_validate,Rho
0,"(0,)",-4.1959111210343325,-6.6739249738805135,0.0,[0.035],0.6056588221493329,0.745,0.035,1.0
1,"(100,)",-4.677691944441502,-7.2196869211566685,0.0,[0.085],1.1738547920532676,0.675,0.085,1.0
2,"(200,)",-4.7610051497438235,-7.315415525706854,0.0,[0.095],1.3353316879034696,0.66,0.095,1.0
3,"(300,)",-4.777990230679671,-7.335414434674574,0.0,[0.095],1.3685689303268123,0.66,0.095,1.0
4,"(400,)",-4.78498060182734,-7.344164960908003,0.0,[0.095],1.3819400705556704,0.655,0.095,1.0
5,"(500,)",-4.786374041791845,-7.345949372745629,0.0,[0.095],1.384315207668964,0.655,0.095,1.0
