seed,rho,a_seed,eta,gamma,init_rho,valid_obj,valid_prob,test_obj,test_prob,time
20,0.0001,20,0.1,0.75,1,-0.8901085174239373,0.865,-0.8158848757997,0.884,0.000516578
20,0.00021544346900318845,20,0.1,0.75,1,-0.8901085174156117,0.865,-0.8158848757986155,0.884,0.000516578
20,0.00046415888336127773,20,0.1,0.75,1,-0.8901085174170776,0.865,-0.8158848758076751,0.884,0.000516578
20,0.001,20,0.1,0.75,1,-0.8901085174158267,0.865,-0.8158848757968236,0.884,0.000516578
20,0.002154434690031882,20,0.1,0.75,1,-0.890108517420484,0.86,-0.8158848758009173,0.882,0.000516578
20,0.004641588833612777,20,0.1,0.75,1,-0.890108517386378,0.86,-0.815884875802915,0.88,0.000516578
20,0.01,20,0.1,0.75,1,-0.8901085174180489,0.855,-0.8158848757919522,0.878,0.000516578
20,0.021544346900318822,20,0.1,0.75,1,-0.8901085174158052,0.845,-0.8158848757963804,0.876,0.000516578
20,0.046415888336127774,20,0.1,0.75,1,-0.8901085174138381,0.81,-0.8158848757973433,0.856,0.000516578
20,0.1,20,0.1,0.75,1,-0.890108517403159,0.765,-0.815884875778736,0.796,0.000516578
20,0.11,20,0.1,0.75,1,-0.8899575106956756,0.755,-0.8126043011620627,0.79,0.000516578
20,0.14708333333333334,20,0.1,0.75,1,-0.8891747107601897,0.71,-0.809263971060779,0.764,0.000516578
20,0.18416666666666667,20,0.1,0.75,1,-0.8883747874336916,0.67,-0.8086903342863919,0.72,0.000516578
20,0.22125,20,0.1,0.75,1,-0.888062411130976,0.64,-0.8086660125214323,0.682,0.000516578
20,0.25833333333333336,20,0.1,0.75,1,-0.8878518856372318,0.595,-0.8086496209287922,0.632,0.000516578
20,0.29541666666666666,20,0.1,0.75,1,-0.8876994161199644,0.54,-0.8086377495784087,0.606,0.000516578
20,0.3325,20,0.1,0.75,1,-0.8870608973316046,0.48,-0.8082395894293987,0.578,0.000516578
20,0.3695833333333333,20,0.1,0.75,1,-0.8865008626040479,0.455,-0.8078834363571171,0.534,0.000516578
20,0.4066666666666667,20,0.1,0.75,1,-0.886210524702232,0.41,-0.8077164485302222,0.492,0.000516578
20,0.44375000000000003,20,0.1,0.75,1,-0.8829047257358309,0.38,-0.8079387717182648,0.452,0.000516578
20,0.48083333333333333,20,0.1,0.75,1,-0.882388830811633,0.305,-0.8080384151888235,0.404,0.000516578
20,0.5179166666666667,20,0.1,0.75,1,-0.8821264039780821,0.285,-0.8082754295473378,0.354,0.000516578
