seed,rho,a_seed,eta,gamma,init_rho,valid_obj,valid_prob,test_obj,test_prob,time,valid_cover,test_cover
50,0.0001,50,0.4,0.75,1,-0.8938296039671597,0.9,-0.8900076158966324,0.91,0.000341111,0.0,0.0
50,0.00021544346900318845,50,0.4,0.75,1,-0.8938296039817507,0.9,-0.8900076159065843,0.91,0.000341111,0.0,0.0
50,0.00046415888336127773,50,0.4,0.75,1,-0.8938296039681657,0.9,-0.890007615845905,0.91,0.000341111,0.0,0.0
50,0.001,50,0.4,0.75,1,-0.8938296039807498,0.9,-0.8900076158657635,0.91,0.000341111,0.0,0.0
50,0.002154434690031882,50,0.4,0.75,1,-0.8938296039137633,0.895,-0.8900076158512307,0.91,0.000341111,0.0,0.0
50,0.004641588833612777,50,0.4,0.75,1,-0.8938296039414325,0.895,-0.8900076158859622,0.91,0.000341111,0.0,0.0
50,0.01,50,0.4,0.75,1,-0.8938296040188001,0.89,-0.8900076158787836,0.908,0.000341111,0.0,0.0
50,0.021544346900318822,50,0.4,0.75,1,-0.8938296039596497,0.89,-0.890007615863281,0.904,0.000341111,0.0,0.0
50,0.046415888336127774,50,0.4,0.75,1,-0.8938296040008439,0.88,-0.8900076158754674,0.9,0.000341111,0.0,0.0
50,0.1,50,0.4,0.75,1,-0.8938296033036748,0.845,-0.8900076161375221,0.862,0.000341111,0.0,0.0
50,0.11,50,0.4,0.75,1,-0.8811315121759048,0.85,-0.8858301888741412,0.854,0.000341111,0.0,0.0
50,0.14708333333333334,50,0.4,0.75,1,-0.8714875695881582,0.845,-0.8711169610466204,0.852,0.000341111,0.0,0.0
50,0.18416666666666667,50,0.4,0.75,1,-0.8695215063137947,0.82,-0.8603386341042687,0.838,0.000341111,0.0,0.0
50,0.22125,50,0.4,0.75,1,-0.8664965658620232,0.82,-0.8594053069879359,0.812,0.000341111,0.0,0.0
50,0.25833333333333336,50,0.4,0.75,1,-0.8647662015920704,0.785,-0.8587733326681188,0.774,0.000341111,0.0,0.0
50,0.29541666666666666,50,0.4,0.75,1,-0.8640420633367119,0.76,-0.8581614676164725,0.744,0.000341111,0.0,0.0
50,0.3325,50,0.4,0.75,1,-0.8642754200002791,0.75,-0.8574265285041235,0.722,0.000341111,0.0,0.0
50,0.3695833333333333,50,0.4,0.75,1,-0.8643409240965739,0.7,-0.8569003989116656,0.696,0.000341111,0.0,0.0
50,0.4066666666666667,50,0.4,0.75,1,-0.8644249973712806,0.675,-0.8566935111844004,0.662,0.000341111,0.0,0.0
50,0.44375000000000003,50,0.4,0.75,1,-0.8642848024519333,0.635,-0.8566094657756179,0.634,0.000341111,0.0,0.0
50,0.48083333333333333,50,0.4,0.75,1,-0.8641106349537354,0.595,-0.8565341589728218,0.6,0.000341111,0.0,0.0
50,0.5179166666666667,50,0.4,0.75,1,-0.8556716659173582,0.565,-0.8530685023056412,0.554,0.000341111,0.0,0.0
50,0.555,50,0.4,0.75,1,-0.8549440070196848,0.515,-0.8526591306203634,0.52,0.000341111,0.0,0.0
50,0.5920833333333334,50,0.4,0.75,1,-0.8550452591425299,0.465,-0.8522746883745239,0.472,0.000341111,0.0,0.0
50,0.6291666666666667,50,0.4,0.75,1,-0.8550810934191828,0.43,-0.8520312172503937,0.434,0.000341111,0.0,0.0
50,0.66625,50,0.4,0.75,1,-0.8550797539949024,0.395,-0.851860188585909,0.402,0.000341111,0.0,0.0
50,0.7033333333333334,50,0.4,0.75,1,-0.8546628087468402,0.38,-0.8517821809326265,0.374,0.000341111,0.0,0.0
50,0.7404166666666667,50,0.4,0.75,1,-0.85427866224686,0.365,-0.8517386545005589,0.346,0.000341111,0.0,0.0
50,0.7775000000000001,50,0.4,0.75,1,-0.8542015349637013,0.305,-0.8515289088278786,0.308,0.000341111,0.0,0.0
50,0.8145833333333333,50,0.4,0.75,1,-0.8545864768389834,0.27,-0.8511534632174874,0.282,0.000341111,0.0,0.0
50,0.8516666666666667,50,0.4,0.75,1,-0.8567534992988235,0.25,-0.8520058880867262,0.234,0.000341111,0.0,0.0
50,0.88875,50,0.4,0.75,1,-0.8581038346505042,0.225,-0.8524046638185282,0.216,0.000341111,0.0,0.0
50,0.9258333333333334,50,0.4,0.75,1,-0.8590754937039303,0.2,-0.8526195487697171,0.188,0.000341111,0.0,0.0
50,0.9629166666666668,50,0.4,0.75,1,-0.8598290110041,0.18,-0.8527434838157856,0.172,0.000341111,0.0,0.0
50,1.0,50,0.4,0.75,1,-0.8604405809433464,0.165,-0.8528168155186396,0.166,0.000341111,0.0,0.0
50,1.1,50,0.4,0.75,1,-0.8635440858988233,0.145,-0.8489704887617903,0.136,0.000341111,0.0,0.0
50,1.1487179487179489,50,0.4,0.75,1,-0.8634866606556238,0.105,-0.8488481114779192,0.106,0.000341111,0.0,0.0
50,1.1974358974358976,50,0.4,0.75,1,-0.8614648319825071,0.09,-0.8487107787462725,0.088,0.000341111,0.0,0.0
50,1.2461538461538462,50,0.4,0.75,1,-0.8598131898484838,0.085,-0.8486553805449619,0.076,0.000341111,0.0,0.0
50,1.294871794871795,50,0.4,0.75,1,-0.8586039907118571,0.075,-0.8483656753912733,0.068,0.000341111,0.0,0.0
50,1.3435897435897437,50,0.4,0.75,1,-0.857658203808041,0.06,-0.8480474738979397,0.056,0.000341111,0.0,0.0
50,1.3923076923076925,50,0.4,0.75,1,-0.856846729978606,0.05,-0.847769172891481,0.054,0.000341111,0.0,0.0
50,1.4410256410256412,50,0.4,0.75,1,-0.8628226055267447,0.035,-0.84323211586507,0.032,0.000341111,0.0,0.0
50,1.4897435897435898,50,0.4,0.75,1,-0.8664594803844835,0.035,-0.8379693075443413,0.026,0.000341111,0.0,0.0
50,1.5384615384615385,50,0.4,0.75,1,-0.8679044085108713,0.03,-0.8340386387991787,0.02,0.000341111,0.0,0.0
50,1.5871794871794873,50,0.4,0.75,1,-0.866561313210838,0.02,-0.8186581240222993,0.014,0.000341111,0.0,0.0
50,1.6358974358974359,50,0.4,0.75,1,-0.857878091022291,0.015,-0.8099841615204431,0.012,0.000341111,0.0,0.0
50,1.6846153846153848,50,0.4,0.75,1,-0.8556096693976769,0.015,-0.8065290439639198,0.012,0.000341111,0.0,0.0
50,1.7333333333333334,50,0.4,0.75,1,-0.853696750503419,0.015,-0.8038815346608046,0.01,0.000341111,0.0,0.0
50,1.7820512820512822,50,0.4,0.75,1,-0.8523875643580594,0.015,-0.8020260028898617,0.008,0.000341111,0.0,0.0
50,1.830769230769231,50,0.4,0.75,1,-0.851339603603855,0.005,-0.8005739107857128,0.004,0.000341111,0.0,0.0
50,1.8794871794871795,50,0.4,0.75,1,-0.8515812150901926,0.0,-0.8005317345566517,0.004,0.000341111,0.0,0.0
50,1.9282051282051285,50,0.4,0.75,1,-0.8609529277469634,0.0,-0.8101859889515982,0.004,0.000341111,0.0,0.0
50,1.976923076923077,50,0.4,0.75,1,-0.8633229257144065,0.0,-0.8126409974835298,0.004,0.000341111,0.0,0.0
50,2.0256410256410255,50,0.4,0.75,1,-0.8626153785429358,0.0,-0.8126880483084933,0.004,0.000341111,0.0,0.0
50,2.0743589743589745,50,0.4,0.75,1,-0.858629183205828,0.0,-0.8106088280561384,0.004,0.000341111,0.0,0.0
50,2.123076923076923,50,0.4,0.75,1,-0.8562949609032973,0.0,-0.8093527063507995,0.002,0.000341111,0.0,0.0
50,2.171794871794872,50,0.4,0.75,1,-0.8546698718532045,0.0,-0.8084381932838316,0.002,0.000341111,0.0,0.0
50,2.2205128205128206,50,0.4,0.75,1,-0.8534277836739355,0.0,-0.807706881127166,0.002,0.000341111,0.0,0.0
50,2.269230769230769,50,0.4,0.75,1,-0.8524215393561727,0.0,-0.8070896750749127,0.002,0.000341111,0.0,0.0
50,2.317948717948718,50,0.4,0.75,1,-0.8515758072874557,0.0,-0.806551960789118,0.002,0.000341111,0.0,0.0
50,2.3666666666666667,50,0.4,0.75,1,-0.8508360589643419,0.0,-0.8060746820927621,0.002,0.000341111,0.0,0.0
50,2.4153846153846157,50,0.4,0.75,1,-0.8502387736330246,0.0,-0.8056896663478558,0.002,0.000341111,0.0,0.0
50,2.4641025641025642,50,0.4,0.75,1,-0.8481015688181139,0.0,-0.8047083835340407,0.002,0.000341111,0.0,0.0
50,2.5128205128205128,50,0.4,0.75,1,-0.8461404943489939,0.0,-0.8038060522717024,0.002,0.000341111,0.0,0.0
50,2.5615384615384613,50,0.4,0.75,1,-0.8430265629936962,0.0,-0.8023270416253717,0.002,0.000341111,0.0,0.0
50,2.6102564102564103,50,0.4,0.75,1,-0.8395845160818195,0.0,-0.8003180782383251,0.002,0.000341111,0.0,0.0
50,2.6589743589743593,50,0.4,0.75,1,-0.8372287387716086,0.0,-0.7987882243377443,0.002,0.000341111,0.0,0.0
50,2.707692307692308,50,0.4,0.75,1,-0.8354356948618125,0.0,-0.7975729519764957,0.002,0.000341111,0.0,0.0
50,2.7564102564102564,50,0.4,0.75,1,-0.8337531748696446,0.0,-0.7964529849480753,0.002,0.000341111,0.0,0.0
50,2.805128205128205,50,0.4,0.75,1,-0.8317874411000197,0.0,-0.7952060234116299,0.002,0.000341111,0.0,0.0
50,2.853846153846154,50,0.4,0.75,1,-0.8301452281818377,0.0,-0.7942327500629183,0.002,0.000341111,0.0,0.0
50,2.902564102564103,50,0.4,0.75,1,-0.8287424824492484,0.0,-0.7935001627780793,0.0,0.000341111,0.0,0.0
50,2.9512820512820515,50,0.4,0.75,1,-0.827854371259209,0.0,-0.793030621392925,0.0,0.000341111,0.0,0.0
50,3.0,50,0.4,0.75,1,-0.8271892915545195,0.0,-0.7927093138545536,0.0,0.000341111,0.0,0.0
