,mean_eta,mean_init_rho,mean_valid_obj,mean_valid_prob,mean_test_obj,mean_test_prob,mean_nonrob_prob,mean_nonrob_obj,mean_scenario_probs,mean_scenario_obj,0.25_eta,0.25_init_rho,0.25_valid_obj,0.25_valid_prob,0.25_test_obj,0.25_test_prob,0.25_nonrob_prob,0.25_nonrob_obj,0.25_scenario_probs,0.25_scenario_obj,0.75_eta,0.75_init_rho,0.75_valid_obj,0.75_valid_prob,0.75_test_obj,0.75_test_prob,0.75_nonrob_prob,0.75_nonrob_obj,0.75_scenario_probs,0.75_scenario_obj
0,0.01,1.0,-0.7585459265979073,0.07868750000000001,-0.7562928898981662,0.0797875,0.6569344025701608,-0.8960880913889674,0.372952412567968,-0.8548880402717077,0.01,1.0,-0.7968436726934593,0.0,-0.8003497466095799,0.0,0.6462837005464998,-0.9039489150619561,0.36044657517537737,-0.8570483315347428,0.01,1.0,-0.7353945393792084,0.005,-0.7479894536416767,0.008,0.6701957597968997,-0.8867729351782052,0.37502418079097233,-0.854102366949745
1,0.05,1.0,-0.8184670328752248,0.14768333333333333,-0.8160946833321017,0.14867333333333332,0.6586065210209429,-0.8900872496898129,0.3758133047898289,-0.8530994182256056,0.05,1.0,-0.8299861023617419,0.015,-0.8299548663075262,0.017,0.6523509532850563,-0.8992460088015488,0.3608201247879524,-0.8563818148566822,0.05,1.0,-0.8091419520719,0.1,-0.8017792132323489,0.09125,0.6667391622614209,-0.8770272140103037,0.3872568736772723,-0.8479789630923458
2,0.1,1.0,-0.8805605495356035,0.4766916666666666,-0.880745596662696,0.47603,0.6586065210209429,-0.8900872496898129,0.3758133047898289,-0.8530994182256056,0.1,1.0,-0.8854879840711423,0.0,-0.8860005820037875,0.002,0.6523509532850563,-0.8992460088015488,0.3608201247879524,-0.8563818148566822,0.1,1.0,-0.8763482154966522,0.9775,-0.8768220995220669,0.978,0.6667391622614209,-0.8770272140103037,0.3872568736772723,-0.8479789630923458
3,0.15,1.0,-0.900906429798506,0.8196,-0.9014466361616058,0.8216933333333334,0.6586065210209429,-0.8900872496898129,0.3758133047898289,-0.8530994182256056,0.15,1.0,-0.905387984510311,0.905,-0.9063405431257343,0.9117500000000001,0.6523509532850563,-0.8992460088015488,0.3608201247879524,-0.8563818148566822,0.15,1.0,-0.8972798645707663,1.0,-0.8978763300012416,1.0,0.6667391622614209,-0.8770272140103037,0.3872568736772723,-0.8479789630923458
4,0.18,1.0,-0.9073325543815546,0.8124333333333333,-0.9084420834509249,0.81243,0.6586065210209429,-0.8900872496898129,0.3758133047898289,-0.8530994182256056,0.18,1.0,-0.9139182022224537,0.886875,-0.9154751832300952,0.8855,0.6523509532850563,-0.8992460088015488,0.3608201247879524,-0.8563818148566822,0.18,1.0,-0.9033618835623203,1.0,-0.9041268787038463,1.0,0.6667391622614209,-0.8770272140103037,0.3872568736772723,-0.8479789630923458
5,0.2,1.0,-0.9083132219904866,0.8328583333333334,-0.9095318619438715,0.8316366666666666,0.6586065210209429,-0.8900872496898129,0.3758133047898289,-0.8530994182256056,0.2,1.0,-0.9131869353251678,0.979375,-0.9146678583477974,0.96675,0.6523509532850563,-0.8992460088015488,0.3608201247879524,-0.8563818148566822,0.2,1.0,-0.9049206722350092,1.0,-0.9053945896880549,1.0,0.6667391622614209,-0.8770272140103037,0.3872568736772723,-0.8479789630923458
6,0.23,1.0,-0.9117840118839613,0.9748833333333332,-0.9137862768996301,0.9747666666666667,0.6586065210209429,-0.8900872496898129,0.3758133047898289,-0.8530994182256056,0.23,1.0,-0.9177323795935685,0.9775,-0.9191858993003434,0.97075,0.6523509532850563,-0.8992460088015488,0.3608201247879524,-0.8563818148566822,0.23,1.0,-0.9072392317405205,1.0,-0.9095692339871075,1.0,0.6667391622614209,-0.8770272140103037,0.3872568736772723,-0.8479789630923458
7,0.25,1.0,-0.9139042986318837,0.9737166666666667,-0.914951499396808,0.9722299999999999,0.6586065210209429,-0.8900872496898129,0.3758133047898289,-0.8530994182256056,0.25,1.0,-0.9178047993320069,0.979375,-0.9196826870394383,0.97775,0.6523509532850563,-0.8992460088015488,0.3608201247879524,-0.8563818148566822,0.25,1.0,-0.9106204935873201,1.0,-0.9106946774740914,1.0,0.6667391622614209,-0.8770272140103037,0.3872568736772723,-0.8479789630923458
8,0.3,1.0,-0.9154415421575607,0.9779416666666666,-0.9165452745530407,0.9801933333333334,0.6586065210209429,-0.8900872496898129,0.3758133047898289,-0.8530994182256056,0.3,1.0,-0.9210185210464052,0.98,-0.9220328706353822,0.98375,0.6523509532850563,-0.8992460088015488,0.3608201247879524,-0.8563818148566822,0.3,1.0,-0.9117523639494824,1.0,-0.9120546472950497,1.0,0.6667391622614209,-0.8770272140103037,0.3872568736772723,-0.8479789630923458
9,0.33,1.0,-0.9158977094402494,0.9615166666666666,-0.9171309770237044,0.9650833333333333,0.6586065210209429,-0.8900872496898129,0.3758133047898289,-0.8530994182256056,0.33,1.0,-0.9222621494492587,0.941875,-0.9233742696090981,0.9455,0.6523509532850563,-0.8992460088015488,0.3608201247879524,-0.8563818148566822,0.33,1.0,-0.9110130623829217,1.0,-0.9118404230520678,1.0,0.6667391622614209,-0.8770272140103037,0.3872568736772723,-0.8479789630923458
