,mean_eta,mean_init_rho,mean_valid_obj,mean_valid_prob,mean_test_obj,mean_test_prob,mean_nonrob_prob,mean_nonrob_obj,mean_scenario_probs,mean_scenario_obj,0.25_eta,0.25_init_rho,0.25_valid_obj,0.25_valid_prob,0.25_test_obj,0.25_test_prob,0.25_nonrob_prob,0.25_nonrob_obj,0.25_scenario_probs,0.25_scenario_obj,0.75_eta,0.75_init_rho,0.75_valid_obj,0.75_valid_prob,0.75_test_obj,0.75_test_prob,0.75_nonrob_prob,0.75_nonrob_obj,0.75_scenario_probs,0.75_scenario_obj
0,0.01,1.0,-0.7756946796913055,0.05796875,-0.7783318647390375,0.05520416666666667,0.6569344025701608,-0.8960880913889674,0.372952412567968,-0.8548880402717077,0.01,1.0,-0.8243740308420178,0.0,-0.8210650790765193,0.0,0.6462837005464998,-0.9039489150619561,0.36044657517537737,-0.8570483315347428,0.01,1.0,-0.7454019803255998,0.0025,-0.7612607414222565,0.004,0.6701957597968997,-0.8867729351782052,0.37502418079097233,-0.854102366949745
1,0.05,1.0,-0.8132503879643648,0.06758333333333333,-0.8136169579395162,0.07168666666666666,0.6586065210209429,-0.8900872496898129,0.3758133047898289,-0.8530994182256056,0.05,1.0,-0.8228390551305956,0.0125,-0.82429304244839,0.013,0.6523509532850563,-0.8992460088015488,0.3608201247879524,-0.8563818148566822,0.05,1.0,-0.7950777728142611,0.0475,-0.7997819075765643,0.052,0.6667391622614209,-0.8770272140103037,0.3872568736772723,-0.8479789630923458
2,0.1,1.0,-0.8711243481309827,0.12149166666666666,-0.8714291525329287,0.1164,0.6586065210209429,-0.8900872496898129,0.3758133047898289,-0.8530994182256056,0.1,1.0,-0.8759209538722222,0.005,-0.8757481331029785,0.002,0.6523509532850563,-0.8992460088015488,0.3608201247879524,-0.8563818148566822,0.1,1.0,-0.8665661995416912,0.06375,-0.8671447439393838,0.05675,0.6667391622614209,-0.8770272140103037,0.3872568736772723,-0.8479789630923458
3,0.15,1.0,-0.8894330338540508,0.16463333333333333,-0.889703460176953,0.16096666666666667,0.6586065210209429,-0.8900872496898129,0.3758133047898289,-0.8530994182256056,0.15,1.0,-0.8961112982213899,0.0075,-0.8952031480524087,0.004,0.6523509532850563,-0.8992460088015488,0.3608201247879524,-0.8563818148566822,0.15,1.0,-0.8837455768025843,0.080625,-0.8846147473769606,0.07825,0.6667391622614209,-0.8770272140103037,0.3872568736772723,-0.8479789630923458
4,0.18,1.0,-0.8932781772997691,0.17278333333333334,-0.893733593888435,0.16946666666666668,0.6586065210209429,-0.8900872496898129,0.3758133047898289,-0.8530994182256056,0.18,1.0,-0.8987073187733112,0.0075,-0.8992462960791168,0.004,0.6523509532850563,-0.8992460088015488,0.3608201247879524,-0.8563818148566822,0.18,1.0,-0.8884284279019082,0.10250000000000001,-0.8885504432398739,0.09775,0.6667391622614209,-0.8770272140103037,0.3872568736772723,-0.8479789630923458
5,0.2,1.0,-0.8983196302566078,0.17755833333333332,-0.8987169654434808,0.17441333333333334,0.6586065210209429,-0.8900872496898129,0.3758133047898289,-0.8530994182256056,0.2,1.0,-0.9040520078851217,0.0025,-0.9043719217269803,0.002,0.6523509532850563,-0.8992460088015488,0.3608201247879524,-0.8563818148566822,0.2,1.0,-0.8935296681931928,0.118125,-0.8935608905524552,0.106,0.6667391622614209,-0.8770272140103037,0.3872568736772723,-0.8479789630923458
6,0.23,1.0,-0.9014777664225628,0.17208333333333334,-0.9022163107096504,0.16750333333333334,0.6586065210209429,-0.8900872496898129,0.3758133047898289,-0.8530994182256056,0.23,1.0,-0.9064649628747024,0.0075,-0.9075904544980171,0.004,0.6523509532850563,-0.8992460088015488,0.3608201247879524,-0.8563818148566822,0.23,1.0,-0.8961416248306804,0.113125,-0.8967084683034868,0.096,0.6667391622614209,-0.8770272140103037,0.3872568736772723,-0.8479789630923458
7,0.25,1.0,-0.9027881508277742,0.17790833333333333,-0.9038513124786437,0.17543,0.6586065210209429,-0.8900872496898129,0.3758133047898289,-0.8530994182256056,0.25,1.0,-0.9074024826682979,0.0,-0.9085072945346242,0.00075,0.6523509532850563,-0.8992460088015488,0.3608201247879524,-0.8563818148566822,0.25,1.0,-0.8991931113759026,0.130625,-0.899639511145671,0.12225,0.6667391622614209,-0.8770272140103037,0.3872568736772723,-0.8479789630923458
8,0.3,1.0,-0.9048328433270524,0.184775,-0.9050832897117037,0.18108666666666667,0.6586065210209429,-0.8900872496898129,0.3758133047898289,-0.8530994182256056,0.3,1.0,-0.9107358326794528,0.011875,-0.9111359635025269,0.01,0.6523509532850563,-0.8992460088015488,0.3608201247879524,-0.8563818148566822,0.3,1.0,-0.8994956728959552,0.138125,-0.8995270223297082,0.13625,0.6667391622614209,-0.8770272140103037,0.3872568736772723,-0.8479789630923458
9,0.33,1.0,-0.9071296039781959,0.18736666666666668,-0.9081602015731003,0.18274666666666667,0.6586065210209429,-0.8900872496898129,0.3758133047898289,-0.8530994182256056,0.33,1.0,-0.91305438863278,0.0125,-0.9141946145860806,0.011,0.6523509532850563,-0.8992460088015488,0.3608201247879524,-0.8563818148566822,0.33,1.0,-0.9023438969580055,0.16312500000000002,-0.9027474190304036,0.1525,0.6667391622614209,-0.8770272140103037,0.3872568736772723,-0.8479789630923458
10,0.35,1.0,-0.9122897461042618,0.18330000000000002,-0.91300190347225,0.17837333333333333,0.6586065210209429,-0.8900872496898129,0.3758133047898289,-0.8530994182256056,0.35,1.0,-0.9178839526631292,0.0075,-0.9183945363203347,0.004,0.6523509532850563,-0.8992460088015488,0.3608201247879524,-0.8563818148566822,0.35,1.0,-0.9074233718180291,0.16375,-0.9080601139815005,0.16675,0.6667391622614209,-0.8770272140103037,0.3872568736772723,-0.8479789630923458
11,0.4,1.0,-0.9114173339197206,0.19379166666666667,-0.9118020415766637,0.18878,0.6586065210209429,-0.8900872496898129,0.3758133047898289,-0.8530994182256056,0.4,1.0,-0.9178223859128946,0.03125,-0.9182316108806764,0.02175,0.6523509532850563,-0.8992460088015488,0.3608201247879524,-0.8563818148566822,0.4,1.0,-0.9060247155781513,0.204375,-0.9065213258786939,0.2075,0.6667391622614209,-0.8770272140103037,0.3872568736772723,-0.8479789630923458
12,0.45,1.0,-0.9127821937328768,0.19435833333333333,-0.9133190590822663,0.18475666666666665,0.6586065210209429,-0.8900872496898129,0.3758133047898289,-0.8530994182256056,0.45,1.0,-0.9179335418622987,0.0575,-0.9187404975846403,0.03575,0.6523509532850563,-0.8992460088015488,0.3608201247879524,-0.8563818148566822,0.45,1.0,-0.9076618046490278,0.19375,-0.9080341254800833,0.183,0.6667391622614209,-0.8770272140103037,0.3872568736772723,-0.8479789630923458
