,mean_eta,mean_init_rho,mean_valid_obj,mean_valid_prob,mean_test_obj,mean_test_prob,mean_nonrob_prob,mean_nonrob_obj,mean_scenario_probs,mean_scenario_obj,0.25_eta,0.25_init_rho,0.25_valid_obj,0.25_valid_prob,0.25_test_obj,0.25_test_prob,0.25_nonrob_prob,0.25_nonrob_obj,0.25_scenario_probs,0.25_scenario_obj,0.75_eta,0.75_init_rho,0.75_valid_obj,0.75_valid_prob,0.75_test_obj,0.75_test_prob,0.75_nonrob_prob,0.75_nonrob_obj,0.75_scenario_probs,0.75_scenario_obj
0,0.01,1.0,-0.751076405354896,0.06108333333333334,-0.7537739971176529,0.06207083333333333,0.6569344025701608,-0.8960880913889674,0.372952412567968,-0.8548880402717077,0.01,1.0,-0.7885128983875378,0.0,-0.7874085655873748,0.0,0.6462837005464998,-0.9039489150619561,0.36044657517537737,-0.8570483315347428,0.01,1.0,-0.7517780121096909,0.015625,-0.7635304953928094,0.019,0.6701957597968997,-0.8867729351782052,0.37502418079097233,-0.854102366949745
1,0.05,1.0,-0.815514756317157,0.13436666666666666,-0.8175443849126414,0.13161666666666666,0.6586065210209429,-0.8900872496898129,0.3758133047898289,-0.8530994182256056,0.05,1.0,-0.8315877063397024,0.004375,-0.8335633761459994,0.005,0.6523509532850563,-0.8992460088015488,0.3608201247879524,-0.8563818148566822,0.05,1.0,-0.7926999242317638,0.10125,-0.7949556991340647,0.08650000000000001,0.6667391622614209,-0.8770272140103037,0.3872568736772723,-0.8479789630923458
2,0.1,1.0,-0.8818863196155738,0.171075,-0.8811497351232144,0.17037,0.6586065210209429,-0.8900872496898129,0.3758133047898289,-0.8530994182256056,0.1,1.0,-0.8890239648141753,0.0025,-0.8888970848823539,0.001,0.6523509532850563,-0.8992460088015488,0.3608201247879524,-0.8563818148566822,0.1,1.0,-0.8742517163701025,0.061875,-0.8734624132506797,0.05075,0.6667391622614209,-0.8770272140103037,0.3872568736772723,-0.8479789630923458
3,0.15,1.0,-0.896520202382585,0.18805833333333333,-0.8967562451668681,0.18958333333333333,0.6586065210209429,-0.8900872496898129,0.3758133047898289,-0.8530994182256056,0.15,1.0,-0.9038579293161022,0.0025,-0.9042099089258264,0.0,0.6523509532850563,-0.8992460088015488,0.3608201247879524,-0.8563818148566822,0.15,1.0,-0.8887528518149107,0.088125,-0.8893739400027423,0.09925,0.6667391622614209,-0.8770272140103037,0.3872568736772723,-0.8479789630923458
4,0.18,1.0,-0.9028484621512772,0.19808333333333333,-0.903292774104093,0.19604333333333335,0.6586065210209429,-0.8900872496898129,0.3758133047898289,-0.8530994182256056,0.18,1.0,-0.9142342618685902,0.0,-0.9149081330776694,0.001,0.6523509532850563,-0.8992460088015488,0.3608201247879524,-0.8563818148566822,0.18,1.0,-0.8927261203742631,0.088125,-0.8926335542894251,0.0755,0.6667391622614209,-0.8770272140103037,0.3872568736772723,-0.8479789630923458
5,0.2,1.0,-0.9028444833300413,0.20245833333333332,-0.9039365746630987,0.20200333333333334,0.6586065210209429,-0.8900872496898129,0.3758133047898289,-0.8530994182256056,0.2,1.0,-0.9128792444114652,0.0025,-0.9136322397549432,0.002,0.6523509532850563,-0.8992460088015488,0.3608201247879524,-0.8563818148566822,0.2,1.0,-0.8945336552664911,0.11125,-0.8956745004713833,0.11625,0.6667391622614209,-0.8770272140103037,0.3872568736772723,-0.8479789630923458
6,0.23,1.0,-0.9058183536102208,0.31411666666666666,-0.9069003614052432,0.30851,0.6586065210209429,-0.8900872496898129,0.3758133047898289,-0.8530994182256056,0.23,1.0,-0.9154164839575667,0.01,-0.917183579648456,0.00775,0.6523509532850563,-0.8992460088015488,0.3608201247879524,-0.8563818148566822,0.23,1.0,-0.8971953214392315,0.745625,-0.8974762031847138,0.75375,0.6667391622614209,-0.8770272140103037,0.3872568736772723,-0.8479789630923458
7,0.25,1.0,-0.9065114622401995,0.3016833333333333,-0.9075776962719162,0.29978666666666665,0.6586065210209429,-0.8900872496898129,0.3758133047898289,-0.8530994182256056,0.25,1.0,-0.9157446979935995,0.0075,-0.9173934287607238,0.006,0.6523509532850563,-0.8992460088015488,0.3608201247879524,-0.8563818148566822,0.25,1.0,-0.8980642915298948,0.738125,-0.8982945974905594,0.705,0.6667391622614209,-0.8770272140103037,0.3872568736772723,-0.8479789630923458
8,0.3,1.0,-0.9074880082849618,0.47883333333333333,-0.9086435843742603,0.47123,0.6586065210209429,-0.8900872496898129,0.3758133047898289,-0.8530994182256056,0.3,1.0,-0.9184385614106323,0.04875,-0.9213112333622981,0.04575,0.6523509532850563,-0.8992460088015488,0.3608201247879524,-0.8563818148566822,0.3,1.0,-0.8999037764555553,0.93,-0.8997241387986394,0.9145000000000001,0.6667391622614209,-0.8770272140103037,0.3872568736772723,-0.8479789630923458
9,0.33,1.0,-0.9085726234250378,0.4785833333333333,-0.9086024889956121,0.48310000000000003,0.6586065210209429,-0.8900872496898129,0.3758133047898289,-0.8530994182256056,0.33,1.0,-0.9184043661741051,0.034375,-0.9189984902731123,0.050749999999999997,0.6523509532850563,-0.8992460088015488,0.3608201247879524,-0.8563818148566822,0.33,1.0,-0.8984170931380372,0.9325,-0.8985542073780526,0.933,0.6667391622614209,-0.8770272140103037,0.3872568736772723,-0.8479789630923458
