,seed,rho,a_seed,eta,gamma,init_rho,valid_obj,valid_prob,test_obj,test_prob,time,valid_cover,test_cover,valid_in,test_in,valid_avg,avg_val,valid_cvar,test_cvar
35,0,1.1,0,0.05,1.0,1.5,-0.7290080156656404,0.15,-0.7167827215724822,0.17,0.003052254,0.0,0.0,-0.754602446982961,-0.7562025521705157,-0.8643538520781994,-0.8542136429144198,-0.6809447545651411,-0.6617306811294504
39,10,1.4310344827586208,10,0.05,1.0,1.5,-0.7117833441392922,0.14,-0.7282495991045725,0.107,0.003270668,0.0,0.0,-0.7287177617520024,-0.7277822363797638,-0.8375643400402908,-0.8489645298171459,-0.6634014929482454,-0.6763175316548004
38,20,1.3482758620689657,20,0.05,1.0,1.5,-0.7118849301048615,0.14,-0.7140921451461482,0.139,0.003231161,0.0,0.0,-0.7379668136777593,-0.7393623743766404,-0.8432357883839744,-0.8506567864785461,-0.6633952524176007,-0.6614386479082431
37,30,1.2655172413793103,30,0.05,1.0,1.5,-0.729615007690132,0.14,-0.7032398654104453,0.173,0.003563795,0.0,0.0,-0.7401174230946864,-0.7410533317755373,-0.8469202253260713,-0.8433824261228128,-0.6859343136124659,-0.6644733257167286
37,40,1.2655172413793103,40,0.05,1.0,1.5,-0.7091340144610581,0.1575,-0.7251091890499638,0.136,0.002966082,0.0,0.0,-0.7437619744617022,-0.7427925555608054,-0.8430730152008127,-0.855475439053081,-0.6671555211491034,-0.678927230056904
38,50,1.3482758620689657,50,0.05,1.0,1.5,-0.7110016032002269,0.155,-0.7159624091595872,0.137,0.003368395,0.0,0.0,-0.7358811828661268,-0.7327176050418789,-0.847454407334918,-0.8493067290853001,-0.6565933632410579,-0.6665494620065994
36,60,1.1827586206896552,60,0.05,1.0,1.5,-0.7349600922336856,0.155,-0.7383501909300556,0.127,0.003196198,0.0,0.0,-0.752121229396982,-0.750341152601305,-0.851589166019197,-0.8633749843248368,-0.6954506839831317,-0.6977791806364181
36,70,1.1827586206896552,70,0.05,1.0,1.5,-0.729224119992096,0.155,-0.7216150939616379,0.149,0.003632953,0.0,0.0,-0.751527743537684,-0.7511948140438769,-0.8532028233714479,-0.8523431778441598,-0.6808339333553786,-0.67060460643192
37,80,1.2655172413793103,80,0.05,1.0,1.5,-0.7269447951676075,0.1475,-0.7089602404936721,0.159,0.003687272,0.0,0.0,-0.7454636679470972,-0.745070941554712,-0.8535965666264062,-0.8475362498795949,-0.6676733890472369,-0.6560497917755495
35,90,1.1,90,0.05,1.0,1.5,-0.7197580782585804,0.1575,-0.7239768796115391,0.158,0.003177047,0.0,0.0,-0.755592119004521,-0.7554816023189473,-0.8536449875205497,-0.8543165133753821,-0.6698345180537572,-0.677564230346792
