seed,a_seed,nonrob_prob,nonrob_obj,scenario_probs,scenario_obj,scenario_in,nonrob_in
0,0,0.5929537476518313,0.3045500309023377,0.2486551521302665,-0.276440450303346,-0.6468606060364723,-1.057486934476173
