seed,a_seed,nonrob_prob,nonrob_obj,scenario_probs,scenario_obj,scenario_in,nonrob_in
50,50,0.6462765271479516,0.3185776876051424,0.25502399293117256,-0.289971869889201,-0.5980308276864182,-1.0180315447867248
