,mean_Rho,mean_Test_val,mean_Avg_prob_test,mean_Validate_val,mean_Avg_prob_validate,0.25_Rho,0.25_Test_val,0.25_Avg_prob_test,0.25_Validate_val,0.25_Avg_prob_validate,0.75_Rho,0.75_Test_val,0.75_Avg_prob_test,0.75_Validate_val,0.75_Avg_prob_validate
0,0.5,-0.8741097361786659,0.306,-0.873118328752479,0.31225,0.5,-0.8769392159777363,0.304,-0.8848763051199017,0.29562499999999997,0.5,-0.8703067460299353,0.30974999999999997,-0.8665799355778065,0.324375
1,0.5423728813559322,-0.8703418407977092,0.2904,-0.8693885293590267,0.3,0.5423728813559322,-0.8739417072558485,0.29025,-0.8791457024823819,0.278125,0.5423728813559322,-0.8681011800314413,0.29674999999999996,-0.8617335445623124,0.31375
2,0.5847457627118644,-0.8667275535129594,0.27490000000000003,-0.8659140812892885,0.28600000000000003,0.5847457627118644,-0.8699481677485157,0.2685,-0.8739414667951158,0.2725,0.5847457627118644,-0.8639526322795911,0.2805,-0.8577727794468768,0.291875
3,0.6271186440677966,-0.8631301837841064,0.2597,-0.8624362110781038,0.27025,0.6271186440677966,-0.8654806313329371,0.256,-0.86879514521195,0.25625,0.6271186440677966,-0.8601917435687889,0.26575000000000004,-0.8544399847032266,0.27937500000000004
4,0.6694915254237288,-0.8598275150562606,0.2468,-0.8592079609931584,0.25225,0.6694915254237288,-0.8618629665788691,0.2425,-0.8648694495286762,0.23812499999999998,0.6694915254237288,-0.8569103428547078,0.255,-0.8517715188784973,0.261875
5,0.711864406779661,-0.85692954817961,0.2346,-0.856380828398466,0.2375,0.711864406779661,-0.8587031397015454,0.227,-0.8622639831338401,0.22375,0.711864406779661,-0.8542273856418718,0.2415,-0.8495101595873094,0.251875
6,0.7542372881355932,-0.8543693379898265,0.221,-0.8538487667569397,0.22374999999999998,0.7542372881355932,-0.8565656443108788,0.21525,-0.8602588361851902,0.213125,0.7542372881355932,-0.8519829232566042,0.228,-0.8471909017889192,0.241875
7,0.7966101694915254,-0.8520855108148367,0.2101,-0.8516063929075454,0.20875,0.7966101694915254,-0.8543904727285591,0.20275,-0.8581124232263232,0.195,0.7966101694915254,-0.8500923874338763,0.2215,-0.845367041762592,0.22375
8,0.8389830508474576,-0.8500895760720338,0.1983,-0.8496679894178181,0.1925,0.8389830508474576,-0.8525460691460027,0.192,-0.8562822825626151,0.1825,0.8389830508474576,-0.8484288276405418,0.208,-0.8438369502638439,0.20125
9,0.8813559322033898,-0.8482725299343084,0.18660000000000002,-0.847895714772901,0.1785,0.8813559322033898,-0.8499027730212972,0.1795,-0.8546999872880496,0.16812500000000002,0.8813559322033898,-0.8467568077769523,0.198,-0.842505189172867,0.190625
10,0.923728813559322,-0.8466479561125284,0.17570000000000002,-0.8463110865011562,0.16725,0.923728813559322,-0.847475758692204,0.16825,-0.8533153690786252,0.15625,0.923728813559322,-0.8453366782928737,0.187,-0.8411996598868187,0.175625
11,0.9661016949152542,-0.8451718535852162,0.1658,-0.8448662607059478,0.157,0.9661016949152542,-0.8459347988324721,0.15525,-0.8517248030676364,0.14375,0.9661016949152542,-0.8438686608716927,0.1765,-0.8398234053365554,0.1675
12,1.0084745762711864,-0.8437316199576642,0.1541,-0.8434438739774484,0.147,1.0084745762711864,-0.844790142539827,0.14125000000000001,-0.8497405782633753,0.135625,1.0084745762711864,-0.8427024580445712,0.16225,-0.8383118889208303,0.15625
13,1.0508474576271185,-0.842346507641661,0.1453,-0.8420737650782604,0.136,1.0508474576271185,-0.8435177346386145,0.13725,-0.8479917530975111,0.1275,1.0508474576271185,-0.8412382787044697,0.15175,-0.8366223454629595,0.15
14,1.0932203389830508,-0.8410603130683711,0.1367,-0.8407888809441509,0.12975,1.0932203389830508,-0.8420882912120182,0.13025,-0.8464355611012576,0.119375,1.0932203389830508,-0.8396965069907776,0.141,-0.8359183080367948,0.139375
15,1.1355932203389831,-0.8397873875913957,0.1302,-0.8395034616113378,0.11925,1.1355932203389831,-0.840741711389668,0.123,-0.8449133343246867,0.100625,1.1355932203389831,-0.838328524108948,0.13375,-0.83528453559635,0.12875
16,1.1779661016949152,-0.8385467366672069,0.1222,-0.8382431209285078,0.11099999999999999,1.1779661016949152,-0.8394979545306158,0.116,-0.8434504922279491,0.096875,1.1779661016949152,-0.8370773253386641,0.1255,-0.8344538478226504,0.1175
17,1.220338983050847,-0.8373673305528113,0.11599999999999999,-0.8370456321513459,0.1055,1.220338983050847,-0.8383694229586934,0.109,-0.8420772545672781,0.095,1.220338983050847,-0.8359266443108077,0.12025,-0.8334350024502861,0.109375
18,1.2627118644067796,-0.8362902384145425,0.1092,-0.8359507585407835,0.09875,1.2627118644067796,-0.8373412565326283,0.10025,-0.8408275990245507,0.083125,1.2627118644067796,-0.8348779108067614,0.11375,-0.8324986590863783,0.1075
19,1.305084745762712,-0.8351886959117177,0.1012,-0.8348331920749482,0.09125,1.305084745762712,-0.8363997234839617,0.0925,-0.8396846647831127,0.0775,1.305084745762712,-0.833883429269377,0.10675,-0.8308855345784631,0.1025
20,1.347457627118644,-0.8339350273713254,0.09609999999999999,-0.8335600013530822,0.08575,1.347457627118644,-0.8351981711597753,0.08975,-0.8380829120932695,0.073125,1.347457627118644,-0.832398374459054,0.10175,-0.8292871138919516,0.098125
21,1.389830508474576,-0.8326948566571419,0.0913,-0.8322977569660741,0.081,1.389830508474576,-0.8337627986224077,0.0835,-0.8366824380314861,0.07,1.389830508474576,-0.8306781947767019,0.097,-0.8278339710327152,0.09
