,mean_eta,mean_init_rho,mean_valid_obj,mean_valid_prob,mean_test_obj,mean_test_prob,mean_time,mean_valid_cover,mean_test_cover,0.25_eta,0.25_init_rho,0.25_valid_obj,0.25_valid_prob,0.25_test_obj,0.25_test_prob,0.25_time,0.25_valid_cover,0.25_test_cover,0.75_eta,0.75_init_rho,0.75_valid_obj,0.75_valid_prob,0.75_test_obj,0.75_test_prob,0.75_time,0.75_valid_cover,0.75_test_cover
0,0.05,1.0,-0.9015649947973957,0.30821,-0.8975027194397222,0.30877466666666664,0.0035100686999999997,0.0,0.0,0.05,1.0,-0.9206939338944697,0.0,-0.9307058063799492,0.0,0.002856202,0.0,0.0,0.05,1.0,-0.8801539425931764,0.683125,-0.8723031492650138,0.6922499999999999,0.003233773,0.0,0.0
1,0.1,1.0,-0.8992746347852231,0.33773333333333333,-0.8987276928716355,0.3382946666666667,0.002983576,0.0,0.0,0.1,1.0,-0.9165638932555358,0.0,-0.923576677335711,0.0,0.002848422,0.0,0.0,0.1,1.0,-0.8855115386438334,0.805625,-0.8723606545504328,0.8067500000000001,0.003349952,0.0,0.0
2,0.15,1.0,-0.8953363099412447,0.3305,-0.8983084994906336,0.331168,0.0026982848000000003,0.0,0.0,0.15,1.0,-0.9087870593881993,0.0,-0.9199896407840237,0.0,0.002363973,0.0,0.0,0.15,1.0,-0.8800380143042235,0.765,-0.8740791937471868,0.7745,0.002917893,0.0,0.0
3,0.2,1.0,-0.8997758476611469,0.34835666666666665,-0.8965290338738378,0.3469533333333333,0.0035252627,0.0,0.0,0.2,1.0,-0.9128663085481827,0.0,-0.9257594483932581,0.0,0.002258452,0.0,0.0,0.2,1.0,-0.8871364168060488,0.8075,-0.8676974255188645,0.801,0.003179373,0.0,0.0
4,0.23,1.0,-0.8957401879323287,0.34331,-0.9007022241308977,0.3419466666666666,0.0027924019,0.0,0.0,0.23,1.0,-0.9056700137251763,0.0,-0.9209451647121374,0.0,0.002392762,0.0,0.0,0.23,1.0,-0.8856728459490637,0.806875,-0.8824877695645483,0.7995000000000001,0.003217202,0.0,0.0
5,0.25,1.0,-0.8909891952092778,0.34534333333333334,-0.8855396711429474,0.3464426666666667,0.0026544299,0.0,0.0,0.25,1.0,-0.9201888138126794,0.0,-0.9155195746094072,0.0,0.002307979,0.0,0.0,0.25,1.0,-0.8749189977495432,0.7993750000000001,-0.8496567633045117,0.7987500000000001,0.002935759,0.0,0.0
