seed,rho,a_seed,eta,gamma,init_rho,valid_obj,valid_prob,test_obj,test_prob,time,valid_cover,test_cover
70,0.0001,70,0.23,1,1,-0.8615717401646787,1.0,-0.8453285669659735,0.999,0.002469793,0.0,0.0
70,0.00021544346900318845,70,0.23,1,1,-0.8615717402333075,1.0,-0.8453285670298825,0.999,0.002469793,0.0,0.0
70,0.00046415888336127773,70,0.23,1,1,-0.8615717401879618,1.0,-0.8453285669823272,0.999,0.002469793,0.0,0.0
70,0.001,70,0.23,1,1,-0.8615717402150473,1.0,-0.8453285669819015,0.999,0.002469793,0.0,0.0
70,0.002154434690031882,70,0.23,1,1,-0.8615717402113787,1.0,-0.8453285669846495,0.999,0.002469793,0.0,0.0
70,0.004641588833612777,70,0.23,1,1,-0.8617577519348925,1.0,-0.8455466720200668,0.999,0.002469793,0.0,0.0
70,0.01,70,0.23,1,1,-0.8623448796487359,1.0,-0.8462350988269903,0.999,0.002469793,0.0,0.0
70,0.021544346900318822,70,0.23,1,1,-0.8832479416706076,1.0,-0.8586438227614019,1.0,0.002469793,0.0,0.0
70,0.046415888336127774,70,0.23,1,1,-0.8848383853219062,1.0,-0.8607601524450149,0.999,0.002469793,0.0,0.0
70,0.1,70,0.23,1,1,-0.8853579978405085,0.9925,-0.8614517937646958,0.995,0.002469793,0.0,0.0
70,0.11,70,0.23,1,1,-0.8851179181755886,0.99,-0.8612837712273045,0.994,0.002469793,0.0,0.0
70,0.14708333333333334,70,0.23,1,1,-0.8849157776439134,0.9725,-0.8604760877340238,0.975,0.002469793,0.0,0.0
70,0.18416666666666667,70,0.23,1,1,-0.8842087338391138,0.95,-0.8596775174200721,0.958,0.002469793,0.0,0.0
70,0.22125,70,0.23,1,1,-0.8870422117089316,0.925,-0.8599915177028934,0.94,0.002469793,0.0,0.0
70,0.25833333333333336,70,0.23,1,1,-0.9001820795160959,0.8875,-0.8632577297858451,0.912,0.002469793,0.0,0.0
70,0.29541666666666666,70,0.23,1,1,-0.9050459617204376,0.8625,-0.8621310398030514,0.887,0.002469793,0.0,0.0
70,0.3325,70,0.23,1,1,-0.8947605449122088,0.8375,-0.8636664738564276,0.853,0.002469793,0.0,0.0
70,0.3695833333333333,70,0.23,1,1,-0.8955277493421818,0.7875,-0.8628736419145041,0.817,0.002469793,0.0,0.0
70,0.4066666666666667,70,0.23,1,1,-0.8955338616256092,0.76,-0.8615258049706945,0.785,0.002469793,0.0,0.0
70,0.44375000000000003,70,0.23,1,1,-0.895202608565268,0.7275,-0.8612783749005853,0.738,0.002469793,0.0,0.0
70,0.48083333333333333,70,0.23,1,1,-0.8948365138812383,0.6975,-0.8611575629260518,0.712,0.002469793,0.0,0.0
70,0.5179166666666667,70,0.23,1,1,-0.8947935601911945,0.6625,-0.861178716764728,0.667,0.002469793,0.0,0.0
