,step,Validate_val,Lower_validate,Upper_validate,Probability_violations_validate,Violations_validate,Coverage_validate,Avg_prob_validate,Rho
0,"(0,)",-4.025227420328369,-6.638868592372473,0.0,[0.065],5.089827749017195,0.78,0.065,1.0
1,"(100,)",-3.784759504198883,-6.27208936914178,0.0,[0.04],2.400413938305855,0.805,0.04,1.0
2,"(200,)",-3.7258206780185077,-6.179034091366461,0.0,[0.035],2.0856605629495775,0.8,0.035,1.0
3,"(300,)",-3.715417093291053,-6.164653738701426,0.0,[0.035],2.019178197604646,0.8,0.035,1.0
4,"(400,)",-3.7103028003200778,-6.157738414297816,0.0,[0.035],1.9916801812311842,0.8,0.035,1.0
5,"(500,)",-3.7093464075346376,-6.156389936364322,0.0,[0.035],1.986188575852789,0.8,0.035,1.0
