,step,Lagrangian_val,Train_val,Probability_violations_train,Violations_train,Avg_prob_train,A_norm,lam_list,mu,alpha,alphagrad,gradnorm,Rho
0,0,-0.8180453292397187,-4.414331421436715,[0.06],3.3112808673706104,0.06,34.80627305989886,[4.31128087],1,0.0,tensor(-31.9035),"[np.float64(0.5910019778975223), np.float64(9.184927849832347), np.float64(0.0), np.float64(2.461175170848512)]",1.0
1,1,6.63582020992751,-4.638429216014072,[0.035],3.002431291808195,0.035,34.85289919204461,[4.31128087],1,9.999999996865546e-05,tensor(2.1941),"[np.float64(0.5911709414785435), np.float64(9.184787069844369), np.float64(0.000399999999418925), np.float64(2.4613308998954344)]",1.0
2,2,6.598934994327512,-4.633621020632706,[0.035],2.989873438724096,0.035,34.88912792078334,[4.31128087],1,0.00016173956979363457,tensor(2.1903),"[np.float64(0.5913065422902335), np.float64(9.184656728327617), np.float64(0.000715042005950199), np.float64(2.461472588384854)]",1.0
3,3,6.561615639673001,-4.629172132424856,[0.035],2.978085051334202,0.035,34.921243363147454,[4.31128087],1,0.00020498304826408034,tensor(2.1868),"[np.float64(0.5914309516325511), np.float64(9.184526581821517), np.float64(0.0010111381381542866), np.float64(2.461613787103936)]",1.0
4,4,6.523935686191981,-4.624905864227633,[0.035],2.9667009539668165,0.035,34.95103640422034,[4.31128087],1,0.00023636170919329186,tensor(2.1834),"[np.float64(0.5915501305671788), np.float64(9.184396081163149), np.float64(0.0013032618641022598), np.float64(2.4617552763008224)]",1.0
5,5,6.485968896580931,-4.620750368330035,[0.035],2.955568557647644,0.035,34.979292878641715,[4.31128087],1,0.0002591166524240345,tensor(2.1801),"[np.float64(0.5916664839210486), np.float64(9.184265141279477), np.float64(0.001596099624530771), np.float64(2.4618972341467704)]",1.0
6,6,6.447773553605919,-4.616669441193213,[0.035],2.944609560857307,0.035,35.006434529963016,[4.31128087],1,0.00027514811722259357,tensor(2.1768),"[np.float64(0.5917811903265771), np.float64(9.184133775078928), np.float64(0.0018912588873944045), np.float64(2.4620396892140186)]",1.0
7,7,6.4093949877551655,-4.612642349816385,[0.035],2.933778466523601,0.035,35.0327170420483,[4.31128087],1,0.0002856990448089494,tensor(2.1735),"[np.float64(0.5918948978136168), np.float64(9.184002020994612), np.float64(0.0021892481042927706), np.float64(2.4621826216085325)]",1.0
8,8,6.370868987283563,-4.608656165216452,[0.035],2.9230465245542576,0.035,35.05830872908335,[4.31128087],1,0.0002916443433265825,tensor(2.1703),"[np.float64(0.592007990284683), np.float64(9.183869922404831), np.float64(0.0024901485580445613), np.float64(2.462325995385501)]",1.0
9,9,6.332224375444845,-4.6047023253152455,[0.035],2.912394437247207,0.035,35.08332716582374,[4.31128087],1,0.0002936331186777615,tensor(2.1671),"[np.float64(0.5921207069185522), np.float64(9.18373752110365), np.float64(0.002793872211391811), np.float64(2.4624697705424703)]",1.0
10,10,6.2934848075583805,-4.600774903115129,[0.035],2.901808649719845,0.035,35.107858254492015,[4.31128087],1,0.00029216631857669666,tensor(2.1639),"[np.float64(0.5922332018703026), np.float64(9.18360485533972), np.float64(0.0031002684180462107), np.float64(2.4626139077033367)]",1.0
11,11,6.254670059970507,-4.596869655645423,[0.035],2.8912793033980546,0.035,35.131966973288755,[4.31128087],1,0.0002876425345719857,tensor(2.1608),"[np.float64(0.5923455766224976), np.float64(9.183471959469305), np.float64(0.003409169456128078), np.float64(2.4627583698589204)]",1.0
12,12,6.215796881362814,-4.592983469128898,[0.035],2.880799029106998,0.035,35.155703856073806,[4.31128087],1,0.00028038669026613075,tensor(2.1576),"[np.float64(0.5924578986265142), np.float64(9.183338864185908), np.float64(0.003720410374342552), np.float64(2.462903122916816)]",1.0
13,13,6.176879677058863,-4.589114008145514,[0.035],2.870362198550322,0.035,35.17910908966509,[4.31128087],1,0.0002706688918651873,tensor(2.1545),"[np.float64(0.5925702126136092), np.float64(9.183205596921741), np.float64(0.0040338366919024276), np.float64(2.463048135710629)]",1.0
14,14,6.137930936335774,-4.585259498941782,[0.035],2.85996443845909,0.035,35.20221522690162,[4.31128087],1,0.0002587173100955856,tensor(2.1514),"[np.float64(0.5926825477394206), np.float64(9.18307218226476), np.float64(0.00434930733962709), np.float64(2.463193379822809)]",1.0
15,15,6.09896163814509,-4.581418575863851,[0.035],2.849602304622817,0.035,35.22504903909086,[4.31128087],1,0.00024472727673446046,tensor(2.1483),"[np.float64(0.5927949222547466), np.float64(9.182938642347434), np.float64(0.004666694781059076), np.float64(2.4633388293232406)]",1.0
16,16,6.0599814885927055,-4.577590179193951,[0.035],2.839273055829115,0.035,35.247632830531465,[4.31128087],1,0.00022886788965409183,tensor(2.1452),"[np.float64(0.5929073466218817), np.float64(9.18280499719123), np.float64(0.004985884329520284), np.float64(2.4634844605013915)]",1.0
17,17,6.02099913732846,-4.573773482741832,[0.035],2.8289744932506378,0.035,35.269985382024345,[4.31128087],1,0.00021128692547413795,tensor(2.1421),"[np.float64(0.5930198256773699), np.float64(9.182671264995879), np.float64(0.0053067730217026855), np.float64(2.4636302516129533)]",1.0
18,18,5.98202236340016,-4.569967839104447,[0.035],2.818704849339986,0.035,35.292122648157516,[4.31128087],1,0.00019211457097844832,tensor(2.1390),"[np.float64(0.5931323601607474), np.float64(9.182537462376795), np.float64(0.005629268147692576), np.float64(2.4637761826445788)]",1.0
19,19,5.943058117932516,-4.566172741447506,[0.035],2.8084626779782136,0.035,35.31405829058283,[4.31128087],1,0.00017146631033075797,tensor(2.1359),"[np.float64(0.5932449478010995), np.float64(9.182403604570762), np.float64(0.0059532863066932675), np.float64(2.463922235121664)]",1.0
20,20,5.904112759691518,-4.562387791873158,[0.035],2.7982468223995745,0.035,35.33580408223369,[7.10952769],1,0.00014944519627950266,tensor(2.1329),"[np.float64(0.5933575841121396), np.float64(9.18226970560431), np.float64(0.006278751867885546), np.float64(2.4640683919264896)]",1.0
21,21,-3.967345846375837,-4.505529175032907,[0.035],0.7563997862812291,0.035,35.38676860126967,[7.10952769],1,0.00012614366344901432,tensor(2.3598),"[np.float64(0.5934702629772999), np.float64(9.182135778438722), np.float64(0.006605596385876473), np.float64(2.464214637153733)]",1.0
22,22,-4.028473803086565,-4.500793969381569,[0.035],0.7436244898630336,0.035,35.41314604882433,[7.10952769],1,0.000101296823151997,tensor(2.3559),"[np.float64(0.5936021355595209), np.float64(9.182001973336481), np.float64(0.0068926436248017324), np.float64(2.464359560710784)]",1.0
23,23,-4.0958227224757975,-4.495545689218546,[0.035],0.7299793983395944,0.035,35.440161903822755,[7.10952769],1,7.501187740023766e-05,tensor(2.3519),"[np.float64(0.5937408253170359), np.float64(9.181868572681159), np.float64(0.007170250285839617), np.float64(2.4645029749835023)]",1.0
24,24,-4.141098537609426,-4.489763650558498,[0.03],0.719158052971503,0.03,35.46733531244496,[7.10952769],1,4.73862654552256e-05,tensor(3.1315),"[np.float64(0.5938832733699512), np.float64(9.181735771534367), np.float64(0.0074454160195211675), np.float64(2.464644770452544)]",1.0
25,25,-4.173826037926922,-4.484079119749034,[0.03],0.710316081785494,0.03,35.49262438093634,[7.10952769],1,1.7306048677712702e-05,tensor(3.1279),"[np.float64(0.5940181626652624), np.float64(9.181606585272643), np.float64(0.007717529750168851), np.float64(2.4647818424554937)]",1.0
26,26,-4.204911971769059,-4.47855292570504,[0.03],0.7020221848943076,0.03,35.516238678339576,[7.10952769],1,-1.5038322662907444e-05,tensor(-97.6444),"[np.float64(0.5941462024402863), np.float64(9.181480646002532), np.float64(0.007987102342100426), np.float64(2.4649146574522347)]",1.0
27,27,-4.2386292407630295,-4.473168444332109,[0.03],0.6936936557214741,0.03,35.53836207167342,[7.10952769],1,2.7259561157341346e-05,tensor(3.1213),"[np.float64(0.5942680340680578), np.float64(9.181357624672064), np.float64(0.008254642390715978), np.float64(2.4650436339234654)]",1.0
28,28,-4.270720481884151,-4.467910926337911,[0.03],0.6858439882415244,0.03,35.559156305345255,[7.10952769],1,6.410318375945122e-05,tensor(3.1181),"[np.float64(0.5943842360061339), np.float64(9.181237227508971), np.float64(0.008520630607332925), np.float64(2.4651691465482877)]",1.0
29,29,-4.302693434987978,-4.462767199967247,[0.03],0.6782521089754763,0.03,35.57876466476802,[7.10952769],1,9.596168346011672e-05,tensor(3.1151),"[np.float64(0.594495332624602), np.float64(9.181119190611597), np.float64(0.008785511428172346), np.float64(2.4652915328931972)]",1.0
30,30,-4.334553050198649,-4.457725494993543,[0.03],0.670892383686497,0.03,35.5973143773862,[7.10952769],1,0.00012326117720938594,tensor(3.1122),"[np.float64(0.5946017989273307), np.float64(9.181003276932246), np.float64(0.00904968641659909), np.float64(2.4654110970324883)]",1.0
31,31,-4.366304891865563,-4.4527752754737016,[0.03],0.6637417628615686,0.03,35.61491872342731,[7.10952769],1,0.00014638910952296218,tensor(3.1093),"[np.float64(0.5947040655087208), np.float64(9.180889273260881), np.float64(0.009313512439893866), np.float64(2.465528113212959)]",1.0
32,32,-4.39795482974639,-4.4479070967118135,[0.03],0.6567794923889463,0.03,35.63167880610847,[7.10952769],1,0.00016569807237970887,tensor(3.1065),"[np.float64(0.5948025229207402), np.float64(9.18077698761543), np.float64(0.00957730286232428), np.float64(2.465642829074518)]",1.0
