,step,Validate_val,Lower_validate,Upper_validate,Probability_violations_validate,Violations_validate,Coverage_validate,Avg_prob_validate,Rho
0,"(0,)",-4.477382438445484,-6.733763313818469,-0.09966058874197192,[0.075],4.0516170103606015,0.765,0.075,1.0
1,"(100,)",-4.0354532879491565,-6.212722721418473,0.0,[0.03],1.9568425397243379,0.81,0.03,1.0
2,"(200,)",-3.978849872858477,-6.131416379308894,0.0,[0.025],1.853853186669682,0.805,0.025,1.0
3,"(300,)",-3.9520822737792933,-6.09784280021112,0.0,[0.025],1.8155837251062266,0.805,0.025,1.0
4,"(400,)",-3.9460335565562645,-6.089408125886514,0.0,[0.025],1.8060484235244096,0.81,0.025,1.0
5,"(500,)",-3.9463417748703877,-6.089377324230007,0.0,[0.025],1.805105762927823,0.81,0.025,1.0
