seed,rho,a_seed,eta,gamma,init_rho,valid_obj,valid_prob,test_obj,test_prob,time,valid_cover,test_cover,valid_in,test_in,avg_val
80,0.0001,80,0.08,1.5,4,0.45671690255535946,0.45,0.3607727274295468,0.437,0.002236552,0.0,0.0,0.5706947497548095,0.4554806516681957,-0.9095985610661439
80,0.00021544346900318845,80,0.08,1.5,4,0.4567169064716721,0.45,0.3607727303162791,0.437,0.002236552,0.0,0.0,0.5706947537927353,0.4554806544717353,-0.9095985608607295
80,0.00046415888336127773,80,0.08,1.5,4,0.4567168984817816,0.45,0.3607727283139089,0.437,0.002236552,0.0,0.0,0.5706947469855624,0.4554806532722602,-0.9095985613891903
80,0.001,80,0.08,1.5,4,0.45380669934739726,0.45,0.35945620895767966,0.434,0.002236552,0.0,0.0,0.5675287688625502,0.4542081875192036,-0.9101600602212543
80,0.002154434690031882,80,0.08,1.5,4,0.4359599166600039,0.45,0.34643868147314605,0.425,0.002236552,0.0,0.0,0.5495647970852029,0.4396755429705805,-0.9122273206521947
80,0.004641588833612777,80,0.08,1.5,4,0.3825897975693343,0.4425,0.3167017955400112,0.415,0.002236552,0.0,0.0,0.4909166590829018,0.4070150509596789,-0.9125217537155629
80,0.01,80,0.08,1.5,4,0.32849842600069784,0.4325,0.29662223794916476,0.404,0.002236552,0.0,0.0,0.43146469356052,0.38725268010465475,-0.9125180537120258
80,0.021544346900318822,80,0.08,1.5,4,0.21968603662475047,0.405,0.22402618127296517,0.374,0.002236552,0.0,0.0,0.30660567483990947,0.31290510879211786,-0.9020212422255952
80,0.046415888336127774,80,0.08,1.5,4,-0.0048375297234609675,0.3225,0.006676638168358342,0.309,0.002236552,0.0,0.0,0.07350236397441012,0.08655769033601086,-0.8969250573899632
80,0.1,80,0.08,1.5,4,-0.2666483082952952,0.1725,-0.24835621440936925,0.184,0.002236552,0.0,0.0,-0.2016700325669957,-0.1920313359728364,-0.8888438142594176
80,0.11,80,0.08,1.5,4,-0.2924230088060003,0.16,-0.2733591376212449,0.172,0.002236552,0.0,0.0,-0.2303687405325301,-0.21932759977546637,-0.8872241017231024
