,step,Lagrangian_val,Train_val,Probability_violations_train,Violations_train,Avg_prob_train,A_norm,lam_list,mu,alpha,alphagrad,gradnorm,Rho
0,0,66.413962051959,-4.654748414481924,[0.04],13.288211572124078,0.04,34.289299269092155,[14.28821157],1,0.0,tensor(-542.9520),"[np.float64(0.6136624199953791), np.float64(9.131995783165918), np.float64(0.0), np.float64(2.424619603530999)]",1.0
1,1,377.8109720242636,-4.6867987810110066,[0.03],17.89195086027389,0.03,34.28652550391341,[14.28821157],1,9.999999999815822e-05,tensor(-64.3603),"[np.float64(0.6136546939984671), np.float64(9.131989081439428), np.float64(0.00039999999988429803), np.float64(2.4246101548546832)]",1.0
2,2,375.36472561651465,-4.681243395644223,[0.03],17.81066269939177,0.03,34.32024560219788,[14.28821157],1,0.00017530333836359433,tensor(-64.1977),"[np.float64(0.6137559840487715), np.float64(9.13187327583024), np.float64(0.0005803111384043378), np.float64(2.424731379798964)]",1.0
3,3,372.81412776684317,-4.675522718032305,[0.03],17.7250032668643,0.03,34.359082813851195,[14.28821157],1,0.00024057194002032422,tensor(-64.0264),"[np.float64(0.6138800123835172), np.float64(9.13174603046961), np.float64(0.0008492187546344519), np.float64(2.4248664517079526)]",1.0
4,4,370.2205747165643,-4.669725304282638,[0.03],17.63736564213087,0.03,34.40020409121737,[14.28821157],1,0.00030040030149471096,tensor(-63.8512),"[np.float64(0.6140141874615219), np.float64(9.131613834415711), np.float64(0.0011682454459485056), np.float64(2.4250075233832025)]",1.0
5,5,367.6058309566459,-4.663883173173883,[0.03],17.548592473581177,0.03,34.44263098101083,[14.28821157],1,0.0003568906407373448,tensor(-63.6736),"[np.float64(0.6141541082014599), np.float64(9.131478888547344), np.float64(0.0015137410395080297), np.float64(2.4251519375404698)]",1.0
6,6,364.9802745151155,-4.6580118321400175,[0.03],17.459083416932614,0.03,34.48590596636686,[14.28821157],1,0.0004111973722678235,tensor(-63.4946),"[np.float64(0.6142977097816886), np.float64(9.131342216207749), np.float64(0.0018746807114816617), np.float64(2.4252984608258643)]",1.0
7,7,362.3497147241952,-4.652120089170218,[0.03],17.36906118002438,0.03,34.52977720510752,[14.28821157],1,0.0004640277173250782,tensor(-63.3145),"[np.float64(0.6144438539438811), np.float64(9.131204379894577), np.float64(0.0022455185807904797), np.float64(2.425446416850292)]",1.0
8,8,359.71775908942607,-4.646213495630253,[0.03],17.278663521666402,0.03,34.574090777544086,[14.28821157],1,0.0005158477635950203,tensor(-63.1338),"[np.float64(0.6145918443461408), np.float64(9.131065723736498), np.float64(0.0026231720413473296), np.float64(2.4255953930094645)]",1.0
9,9,357.0868194056543,-4.6402958230044975,[0.03],17.18798222698123,0.03,34.61874542093305,[14.28821157],1,0.000566981070335097,tensor(-62.9524),"[np.float64(0.6147412224552334), np.float64(9.13092647477911), np.float64(0.0030057797432876863), np.float64(2.4257451180590257)]",1.0
10,10,354.45860025123943,-4.634369784176464,[0.03],17.097081982941443,0.03,34.66367074134684,[14.28821157],1,0.0006176610739503739,tensor(-62.7706),"[np.float64(0.6148916692156513), np.float64(9.130786791540883), np.float64(0.003392142446612451), np.float64(2.4258954034189877)]",1.0
11,11,351.83435996291564,-4.628437421120089,[0.03],17.006010437613753,0.03,34.70881566676751,[14.28821157],1,0.000668061193050422,tensor(-62.5884),"[np.float64(0.6150429528527666), np.float64(9.130646789702464), np.float64(0.0037814472696197877), np.float64(2.4260461121505132)]",1.0
12,12,349.2150616776803,-4.622500327923309,[0.03],16.914804005725358,0.03,34.75414183865419,[14.28821157],1,0.0007183131961028906,tensor(-62.4060),"[np.float64(0.6151948990565462), np.float64(9.130506556749241), np.float64(0.004173120344659177), np.float64(2.4261971412472114)]",1.0
13,13,346.6014602473525,-4.616559788889141,[0.03],16.82349122450364,0.03,34.799619624947866,[14.28821157],1,0.0007685189606692272,tensor(-62.2234),"[np.float64(0.6153473729330408), np.float64(9.130366160817958), np.float64(0.00456674306562731), np.float64(2.426348410962702)]",1.0
14,14,343.99416691934937,-4.610616863299198,[0.03],16.732095201792305,0.03,34.84522558329512,[14.28821157],1,0.0008187583051088513,tensor(-62.0406),"[np.float64(0.6155002675686571), np.float64(9.130225656293733), np.float64(0.004962001604556778), np.float64(2.426499858035157)]",1.0
15,15,341.3936833282932,-4.604672444663061,[0.03],16.640634936088325,0.03,34.890940792187095,[14.28821157],1,0.0008690943800003577,tensor(-61.8577),"[np.float64(0.6156534964826199), np.float64(9.130085087501863), np.float64(0.005358655236170113), np.float64(2.4266514312343452)]",1.0
16,16,338.80042888685455,-4.598727299840337,[0.03],16.549126356614366,0.03,34.936749713559266,[14.28821157],1,0.0009195774858082803,tensor(-61.6747),"[np.float64(0.6158069884968377), np.float64(9.129944491212639), np.float64(0.005756515554544843), np.float64(2.426803088330206)]",1.0
17,17,336.21475918435044,-4.592782096940351,[0.03],16.457583024225727,0.03,34.9826393969422,[14.28821157],1,0.0009702478429866314,tensor(-61.4916),"[np.float64(0.615960684134172), np.float64(9.129803898401034), np.float64(0.006155432578344763), np.float64(2.426954793977108)]",1.0
18,18,333.6369794066706,-4.586837425165826,[0.03],16.36601664058446,0.03,35.02859890758604,[14.28821157],1,0.0010211376454667992,tensor(-61.3085),"[np.float64(0.6161145330424288), np.float64(9.12966333550307), np.float64(0.006555285031338945), np.float64(2.427106518192607)]",1.0
19,19,331.06735415150365,-4.580893809803938,[0.03],16.274437422263304,0.03,35.074618902787876,[14.28821157],1,0.0010722726120970761,tensor(-61.1253),"[np.float64(0.616268492101741), np.float64(9.129522825339816), np.float64(0.00695597342908961), np.float64(2.4272582352315433)]",1.0
20,20,328.50611492088456,-4.574951723441599,[0.03],16.182854373360684,0.03,35.120691333509605,[14.28821157],1.001,0.0011236731788758305,tensor(-60.9421),"[np.float64(0.6164225240127803), np.float64(9.12938238780511), np.float64(0.007357415249942056), np.float64(2.42740992279092)]",1.0
21,21,177.43180793040054,-4.484132447716695,[0.04],10.666189013768667,0.04,35.16498660359642,[14.28821157],1.001,0.0011753554293086495,tensor(-74.8952),"[np.float64(0.6165765962245097), np.float64(9.129242040390658), np.float64(0.007759541032710933), np.float64(2.4275615613420736)]",1.0
22,22,174.59355631960076,-4.478845223177592,[0.04],10.543029635995335,0.04,35.210621111491825,[14.28821157],1.001,0.001228397220765775,tensor(-74.5254),"[np.float64(0.6167282554731619), np.float64(9.129099410132817), np.float64(0.008155719156860997), np.float64(2.427716036690845)]",1.0
23,23,171.7423900876279,-4.473601785882622,[0.04],10.418604455677555,0.04,35.25675946478034,[14.28821157],1.001,0.001282685954029964,tensor(-74.1517),"[np.float64(0.6168829357070363), np.float64(9.128954987762823), np.float64(0.008554306397465777), np.float64(2.4278727593306737)]",1.0
24,24,168.87763861749232,-4.468398230124349,[0.04],10.292864757030594,0.04,35.30340938292382,[14.28821157],1.001,0.0013381193312374778,tensor(-73.7741),"[np.float64(0.6170407141356478), np.float64(9.128809163104174), np.float64(0.00895573716851532), np.float64(2.4280312602758163)]",1.0
25,25,166.00468857761956,-4.463231511411638,[0.04],10.166031798643163,0.04,35.35049026576298,[14.28821157],1.001,0.0013946040902749694,tensor(-73.3932),"[np.float64(0.6172011157118766), np.float64(9.12866225161222), np.float64(0.009359707070889818), np.float64(2.428191159836952)]",1.0
26,26,163.12915067274082,-4.458099002728087,[0.04],10.03834158204015,0.04,35.39791765374262,[14.28821157],1.001,0.0014520549942543003,tensor(-73.0098),"[np.float64(0.6173636335252013), np.float64(9.128514512221273), np.float64(0.009765833613747624), np.float64(2.4283521463713384)]",1.0
27,27,160.25590565803043,-4.452998374112159,[0.04],9.910002131565745,0.04,35.44561721802652,[14.28821157],1.001,0.0015103939763399452,tensor(-72.6244),"[np.float64(0.6175278186956578), np.float64(9.128366159874403), np.float64(0.010173765313687699), np.float64(2.4285139612829783)]",1.0
28,28,157.38901846887654,-4.447927544310424,[0.04],9.781188858683763,0.04,35.49352615479078,[14.28821157],1.001,0.0015695494021928402,tensor(-72.2375),"[np.float64(0.6176932909204954), np.float64(9.128217374609507), np.float64(0.01058319689206733), np.float64(2.4286763880841193)]",1.0
29,29,154.53183197574862,-4.442884651859482,[0.04],9.652047974439906,0.04,35.54159193979768,[14.28821157],1.001,0.001629455427715258,tensor(-71.8497),"[np.float64(0.617859731794666), np.float64(9.128068308329206), np.float64(0.010993865510140257), np.float64(2.428839244233669)]",1.0
30,30,151.68885722912006,-4.437868032952523,[0.04],9.522775524099831,0.04,35.58977067976547,[14.28821157],1.001,0.0016900514361079422,tensor(-59.5513),"[np.float64(0.6180268752063666), np.float64(9.127919089954611), np.float64(0.011405544029077237), np.float64(2.4290023749101946)]",1.0
31,31,149.04081274883936,-4.432866426462208,[0.035],9.401043367228677,0.035,35.63777205708159,[14.28821157],1.001,0.0017503342286555837,tensor(-59.2466),"[np.float64(0.6181942835742206), np.float64(9.127770408770306), np.float64(0.011815698752607963), np.float64(2.4291650853649416)]",1.0
32,32,146.41577933599686,-4.427929393050427,[0.035],9.279681955117473,0.035,35.6855938766485,[14.28821157],1.001,0.0018103486220163126,tensor(-58.9429),"[np.float64(0.6183617945692115), np.float64(9.127622287822424), np.float64(0.012224453475683966), np.float64(2.4293273322895)]",1.0
33,33,143.81409925371068,-4.423057931507754,[0.035],9.158714959291983,0.035,35.733235897890516,[14.28821157],1.001,0.0018701341920902225,tensor(-58.6402),"[np.float64(0.618529273279067), np.float64(9.12747474442836), np.float64(0.012631920445395855), np.float64(2.429489080955714)]",1.0
34,34,141.23596801486113,-4.418246025663174,[0.035],9.038159498357492,0.035,35.78069931111091,[14.28821157],1.001,0.0019297258407710068,tensor(-58.3385),"[np.float64(0.618696607391948), np.float64(9.127327791358521), np.float64(0.013038200425049516), np.float64(2.4296503035907935)]",1.0
35,35,138.68146777813595,-4.413488278496648,[0.035],8.918027548965206,0.035,35.82798633749674,[14.28821157],1.001,0.001989154295718743,tensor(-58.0379),"[np.float64(0.6188637033132716), np.float64(9.1271814377564), np.float64(0.01344338309996554), np.float64(2.4298109780990944)]",1.0
36,36,136.1505934517352,-4.408779848148647,[0.035],8.798327056772482,0.035,35.87509992145094,[14.28821157],1.001,0.002048446552578709,tensor(-57.7383),"[np.float64(0.619030483017257), np.float64(9.127035689866563), np.float64(0.013847547858969448), np.float64(2.4299710870312623)]",1.0
37,37,133.6432730202887,-4.404116390250983,[0.035],8.679062807752693,0.035,35.9220434981795,[14.28821157],1.001,0.0021076262674618886,tensor(-57.4399),"[np.float64(0.6191968814874704), np.float64(9.126890551608504), np.float64(0.014250764574896276), np.float64(2.430130616757489)]",1.0
38,38,131.1593835124851,-4.399494007149564,[0.035],8.560237118500414,0.035,35.968820815400626,[14.28821157],1.001,0.002166714106212351,tensor(-57.1425),"[np.float64(0.6193628446193237), np.float64(9.126746025036999), np.float64(0.01465309447796038), np.float64(2.430289556797253)]",1.0
39,39,128.69876350408094,-4.394909202516963,[0.035],8.44185038170644,0.035,36.01543579965793,[14.28821157],1.001,0.002225728055947329,tensor(-56.8463),"[np.float64(0.6195283274910973), np.float64(9.12660211071265), np.float64(0.015054591048587517), np.float64(2.4304478992738243)]",1.0
40,40,126.26122299725668,-4.390358840955557,[0.035],8.323901501983665,0.035,36.061892454053094,[22.62043698],1.001,0.00228468370351129,tensor(-56.5511),"[np.float64(0.6196932929323947), np.float64(9.12645880800193), np.float64(0.015455300850951386), np.float64(2.430605638462712)]",1.0
41,41,452.60980422466764,-4.527046777939241,[0.045],15.826521238388231,0.045,36.100791902624536,[22.62043698],1.001,0.002343594484796195,tensor(-134.6197),"[np.float64(0.6198577103322832), np.float64(9.126316115318012), np.float64(0.015855264223567058), np.float64(2.4307627704207073)]",1.0
42,42,445.06193224146796,-4.5218303779599704,[0.045],15.62326008352238,0.045,36.15100147081418,[22.62043698],1.001,0.0024089973038081123,tensor(-133.9076),"[np.float64(0.6200310337878164), np.float64(9.126162863030324), np.float64(0.016288793525290727), np.float64(2.43093129679713)]",1.0
43,43,437.10127155971753,-4.516215209524347,[0.045],15.407653151725617,0.045,36.204568018798874,[22.62043698],1.001,0.002480063894796217,tensor(-133.1522),"[np.float64(0.6202122530309242), np.float64(9.126001068741173), np.float64(0.01674993928665746), np.float64(2.431109053317583)]",1.0
44,44,428.81789763576677,-4.510274724725362,[0.045],15.181947656345077,0.045,36.26086853266873,[22.62043698],1.001,0.002556066625358816,tensor(-132.3615),"[np.float64(0.6204001640556444), np.float64(9.125832354708685), np.float64(0.01723353913710606), np.float64(2.4312942816294374)]",1.0
45,45,420.28665964552806,-4.504067763235784,[0.045],14.948016663478635,0.045,36.319396033469296,[22.62043698],1.001,0.002636365260998936,tensor(-131.5419),"[np.float64(0.6205936474320632), np.float64(9.125658043133946), np.float64(0.01773536129559914), np.float64(2.4314855457524702)]",1.0
46,46,411.60256041474446,-4.49806423550772,[0.045],14.707413010267073,0.045,36.37973587059978,[22.62043698],1.001,0.0027203956692629255,tensor(-130.6990),"[np.float64(0.6207917182002373), np.float64(9.125479224584852), np.float64(0.01825194398096549), np.float64(2.4316816617930637)]",1.0
47,47,403.9039978853224,-4.491907646951444,[0.04],14.491569869605993,0.04,36.44153191702717,[22.62043698],1.001,0.0028076601442153797,tensor(-111.3795),"[np.float64(0.6209934987541048), np.float64(9.125296836802303), np.float64(0.018780330261997043), np.float64(2.431881609987037)]",1.0
48,48,396.8552489943806,-4.485629758057867,[0.04],14.292055975848394,0.04,36.50358282234359,[22.62043698],1.001,0.0028963755274904195,tensor(-110.7804),"[np.float64(0.6211957502699598), np.float64(9.125113434193553), np.float64(0.019310879921343522), np.float64(2.432082407183498)]",1.0
49,49,389.80880415676864,-4.479253507881101,[0.04],14.091521408118055,0.04,36.56579667405462,[22.62043698],1.001,0.0029863467628719873,tensor(-110.1781),"[np.float64(0.6213982479928906), np.float64(9.124929342749198), np.float64(0.019842801313532242), np.float64(2.4322837374415736)]",1.0
50,50,382.7767392331797,-4.472798365629187,[0.04],13.890288662696628,0.04,36.62809693358721,[22.62043698],1.001,0.0030773994860970894,tensor(-109.5738),"[np.float64(0.6216007968427596), np.float64(9.124744840933614), np.float64(0.020375450904682083), np.float64(2.4324853313278116)]",1.0
51,51,379.26843404092875,-4.469540066547426,[0.04],13.789476668032073,0.04,36.659247856865534,[22.62043698],1.001,0.003123388646360281,tensor(-109.2711),"[np.float64(0.6217019938526328), np.float64(9.124652503878883), np.float64(0.020641867773220884), np.float64(2.4325861433996843)]",1.0
52,52,375.7669047166233,-4.466257856016497,[0.04],13.68858372695595,0.04,36.690367415331444,[22.62043698],1.001,0.003169782299133908,tensor(-108.9681),"[np.float64(0.6218030424469992), np.float64(9.124560163860673), np.float64(0.020908156583954923), np.float64(2.432686888771711)]",1.0
53,53,372.2751159053954,-4.462957220757989,[0.04],13.587692814886907,0.04,36.721437659174505,[22.62043698],1.001,0.0032165282293922467,tensor(-108.6652),"[np.float64(0.6219038976843726), np.float64(9.124467891748903), np.float64(0.021174143693744676), np.float64(2.432787499489695)]",1.0
54,54,368.7955483705912,-4.459642868654687,[0.04],13.486874093710721,0.04,36.75244377254838,[22.62043698],1.001,0.003263579676559504,tensor(-108.3624),"[np.float64(0.6220045212875306), np.float64(9.124375747814646), np.float64(0.021439686447226634), np.float64(2.4328879180551257)]",1.0
55,55,365.3302746231695,-4.456318841724173,[0.04],13.386186891688965,0.04,36.78337356768891,[22.62043698],1.001,0.0033108947662913155,tensor(-108.0600),"[np.float64(0.6221048808237415), np.float64(9.124283783190506), np.float64(0.021704667766765537), np.float64(2.432988095966298)]",1.0
56,56,361.88101730065085,-4.452988612173583,[0.04],13.285681215808989,0.04,36.814217072005285,[22.62043698],1.001,0.0033584360029561685,tensor(-107.7582),"[np.float64(0.6222049489836454), np.float64(9.124192041114139), np.float64(0.021968991870236387), np.float64(2.4330879924828714)]",1.0
57,57,358.44920081168675,-4.449655163139166,[0.04],13.18539909865664,0.04,36.84496618610927,[22.62043698],1.001,0.003406169815999719,tensor(-107.4571),"[np.float64(0.6223047029435671), np.float64(9.124100557996892), np.float64(0.02223258089845954), np.float64(2.4331875735621455)]",1.0
58,58,355.0397474313796,-4.446403114863256,[0.04],13.08537572126041,0.04,36.87561439613109,[22.62043698],1.001,0.003454066154206989,tensor(-107.1567),"[np.float64(0.6224041238066144), np.float64(9.124009364338816), np.float64(0.022495371992312715), np.float64(2.4332868109487635)]",1.0
59,59,351.65689494422645,-4.44329137394838,[0.04],12.9856614034556,0.04,36.906148833814534,[22.62043698],1.001,0.0035020981225880243,tensor(-106.8573),"[np.float64(0.6225031697150673), np.float64(9.123918508983628), np.float64(0.022757254231985068), np.float64(2.4333856531496263)]",1.0
60,60,348.29489827297755,-4.440181574182837,[0.04],12.88627767298254,0.04,36.936566429794304,[22.62043698],1.0020009999999997,0.0035502416596655327,tensor(-106.5588),"[np.float64(0.6226018315699785), np.float64(9.123828009838359), np.float64(0.023018195861543387), np.float64(2.4334840849022545)]",1.0
61,61,180.73473822333304,-3.697914852099436,[0.03],7.47221163592399,0.03,37.00533493519558,[22.62043698],1.0020009999999997,0.003598475245617086,tensor(-60.2152),"[np.float64(0.6227001024945101), np.float64(9.12373788131951), np.float64(0.023278173289402106), np.float64(2.4335820942593136)]",1.0
62,62,178.64031017097855,-3.695051613142072,[0.03],7.396840125373385,0.03,37.034943842377636,[22.62043698],1.0020009999999997,0.003644913506821291,tensor(-60.0642),"[np.float64(0.6227965112444077), np.float64(9.123650235932892), np.float64(0.02352847063884766), np.float64(2.433677431165516)]",1.0
63,63,176.59594508367508,-3.692286916916338,[0.03],7.323127155537606,0.03,37.063527532346136,[22.62043698],1.0020009999999997,0.003689731511509943,tensor(-59.9164),"[np.float64(0.6228912241211059), np.float64(9.123564836773031), np.float64(0.02376999837372549), np.float64(2.433770351719532)]",1.0
64,64,174.59733501049487,-3.6896119222735,[0.03],7.250924239395423,0.03,37.09118194236834,[22.62043698],1.0020009999999997,0.0037330879714743926,tensor(-59.7717),"[np.float64(0.6229843917315743), np.float64(9.123481470119225), np.float64(0.024003587533202562), np.float64(2.433861086874682)]",1.0
65,65,172.64058212146196,-3.687018575450501,[0.03],7.1800965163600665,0.03,37.117994197211296,[22.62043698],1.0020009999999997,0.003775126739736121,tensor(-59.6298),"[np.float64(0.6230761504646974), np.float64(9.123399943153347), np.float64(0.02422999550944639), np.float64(2.4339498449231556)]",1.0
66,66,170.72215939894056,-3.6844995422069955,[0.03],7.110521518159452,0.03,37.14404340070611,[22.62043698],1.0020009999999997,0.003815978173135513,tensor(-59.4904),"[np.float64(0.6231666238294765), np.float64(9.123320081907758), np.float64(0.024449911845355724), np.float64(2.434036813728019)]",1.0
67,67,168.8388750989949,-3.6820481449436135,[0.03],7.042088042936089,0.03,37.16940135758064,[22.62043698],1.0020009999999997,0.0038557603718692027,tensor(-59.3532),"[np.float64(0.6232559236708509), np.float64(9.123241729414609), np.float64(0.02466396361723765), np.float64(2.4341221627344067)]",1.0
68,68,166.98784064800935,-3.679658305340068,[0.03],6.9746951293330675,0.03,37.194133232668236,[22.62043698],1.0020009999999997,0.0038945803069382226,tensor(-59.2182),"[np.float64(0.6233441512708565), np.float64(9.123164744040189), np.float64(0.024872720574098634), np.float64(2.4342060447809586)]",1.0
69,69,165.16644168589312,-3.6773244917416883,[0.03],6.908251123661338,0.03,37.21829815217071,[22.62043698],1.0020009999999997,0.003932534845498489,tensor(-59.0850),"[np.float64(0.6234313983471736), np.float64(9.123088997983581), np.float64(0.02507669994993758), np.float64(2.4342885977271735)]",1.0
70,70,163.38637680653562,-3.6750291689111663,[0.03],6.843149979284707,0.03,37.24194975280239,[22.62043698],1.0020009999999997,0.003969711683222192,tensor(-44.2159),"[np.float64(0.6235177479556776), np.float64(9.123014375925257), np.float64(0.02527637094604032), np.float64(2.4343699459271466)]",1.0
