seed,rho,a_seed,eta,gamma,init_rho,valid_obj,valid_prob,test_obj,test_prob,nonrob_prob,nonrob_obj,scenario_probs,scenario_obj
20,0.01,20,0.4,1,1,-0.9033222886097891,0.7925,-0.8922421629419134,0.803,0.6342935136424497,-0.8658795214868771,0.2697828637606111,-0.8141905493981942
20,0.08122448979591837,20,0.4,1,1,-0.9008392323451321,0.775,-0.8934912057583567,0.798,0.6342935136424497,-0.8658795214868771,0.2697828637606111,-0.8141905493981942
20,0.15244897959183676,20,0.4,1,1,-0.8965363289300996,0.785,-0.8945794533141022,0.815,0.6342935136424497,-0.8658795214868771,0.2697828637606111,-0.8141905493981942
20,0.22367346938775512,20,0.4,1,1,-0.8988559236268331,0.81,-0.8956413997579914,0.834,0.6342935136424497,-0.8658795214868771,0.2697828637606111,-0.8141905493981942
20,0.2948979591836735,20,0.4,1,1,-0.895860068946224,0.8175,-0.8949223536430606,0.837,0.6342935136424497,-0.8658795214868771,0.2697828637606111,-0.8141905493981942
20,0.3661224489795919,20,0.4,1,1,-0.8919153565269837,0.855,-0.895962577302014,0.845,0.6342935136424497,-0.8658795214868771,0.2697828637606111,-0.8141905493981942
20,0.43734693877551023,20,0.4,1,1,-0.8909128154947852,0.85,-0.8958559364327319,0.851,0.6342935136424497,-0.8658795214868771,0.2697828637606111,-0.8141905493981942
20,0.5085714285714286,20,0.4,1,1,-0.8934494848500382,0.84,-0.8927533252376529,0.831,0.6342935136424497,-0.8658795214868771,0.2697828637606111,-0.8141905493981942
20,0.579795918367347,20,0.4,1,1,-0.8932070718561063,0.8075,-0.8903625804242815,0.813,0.6342935136424497,-0.8658795214868771,0.2697828637606111,-0.8141905493981942
20,0.6510204081632653,20,0.4,1,1,-0.8926048774075719,0.765,-0.8892855956866972,0.773,0.6342935136424497,-0.8658795214868771,0.2697828637606111,-0.8141905493981942
20,0.7222448979591838,20,0.4,1,1,-0.8914239397734098,0.71,-0.8885859829247404,0.723,0.6342935136424497,-0.8658795214868771,0.2697828637606111,-0.8141905493981942
20,0.7934693877551021,20,0.4,1,1,-0.8906283807980158,0.5825,-0.8881196892334797,0.591,0.6342935136424497,-0.8658795214868771,0.2697828637606111,-0.8141905493981942
20,0.8646938775510205,20,0.4,1,1,-0.890044030087453,0.4375,-0.8877784557860232,0.42,0.6342935136424497,-0.8658795214868771,0.2697828637606111,-0.8141905493981942
20,0.9359183673469389,20,0.4,1,1,-0.8895913558191162,0.32,-0.8875144352438058,0.293,0.6342935136424497,-0.8658795214868771,0.2697828637606111,-0.8141905493981942
20,1.0071428571428571,20,0.4,1,1,-0.8891677882485287,0.215,-0.8872563434537001,0.211,0.6342935136424497,-0.8658795214868771,0.2697828637606111,-0.8141905493981942
20,1.0783673469387756,20,0.4,1,1,-0.8887800824796064,0.1725,-0.8869772993265295,0.174,0.6342935136424497,-0.8658795214868771,0.2697828637606111,-0.8141905493981942
20,1.149591836734694,20,0.4,1,1,-0.8884292620969835,0.135,-0.886655107855765,0.152,0.6342935136424497,-0.8658795214868771,0.2697828637606111,-0.8141905493981942
20,1.2208163265306125,20,0.4,1,1,-0.8880951557959125,0.115,-0.8863324019436186,0.136,0.6342935136424497,-0.8658795214868771,0.2697828637606111,-0.8141905493981942
20,1.2920408163265307,20,0.4,1,1,-0.8869749059613804,0.0875,-0.8856251115539944,0.119,0.6342935136424497,-0.8658795214868771,0.2697828637606111,-0.8141905493981942
20,1.3632653061224491,20,0.4,1,1,-0.8860901917827042,0.0825,-0.8848681926266992,0.11,0.6342935136424497,-0.8658795214868771,0.2697828637606111,-0.8141905493981942
20,1.4344897959183676,20,0.4,1,1,-0.8853643180247229,0.0775,-0.8842227912603263,0.092,0.6342935136424497,-0.8658795214868771,0.2697828637606111,-0.8141905493981942
20,1.5057142857142858,20,0.4,1,1,-0.884160256611423,0.065,-0.8835710763507212,0.081,0.6342935136424497,-0.8658795214868771,0.2697828637606111,-0.8141905493981942
20,1.5769387755102042,20,0.4,1,1,-0.8827682266224113,0.055,-0.8829278695418635,0.064,0.6342935136424497,-0.8658795214868771,0.2697828637606111,-0.8141905493981942
20,1.6481632653061227,20,0.4,1,1,-0.881370646958124,0.0525,-0.8821042805120375,0.056,0.6342935136424497,-0.8658795214868771,0.2697828637606111,-0.8141905493981942
20,1.719387755102041,20,0.4,1,1,-0.8798299354771032,0.05,-0.8811170334489782,0.051,0.6342935136424497,-0.8658795214868771,0.2697828637606111,-0.8141905493981942
20,1.7906122448979593,20,0.4,1,1,-0.8783840897466351,0.05,-0.8801885255133429,0.046,0.6342935136424497,-0.8658795214868771,0.2697828637606111,-0.8141905493981942
20,1.8618367346938778,20,0.4,1,1,-0.8770714450784455,0.0375,-0.8793834930632919,0.041,0.6342935136424497,-0.8658795214868771,0.2697828637606111,-0.8141905493981942
20,1.9330612244897962,20,0.4,1,1,-0.8759377160334482,0.0325,-0.8786827929739248,0.038,0.6342935136424497,-0.8658795214868771,0.2697828637606111,-0.8141905493981942
20,2.0042857142857144,20,0.4,1,1,-0.8749489317785745,0.03,-0.8780675482692094,0.033,0.6342935136424497,-0.8658795214868771,0.2697828637606111,-0.8141905493981942
