,step,Lagrangian_val,Train_val,Probability_violations_train,Violations_train,Avg_prob_train,A_norm,lam_list,mu,alpha,alphagrad,gradnorm,Rho
0,0,-0.17765917279374888,-4.414331421436715,[0.06],1.6556404336853052,0.06,34.80627305989886,[2.65564043],1,0.0,tensor(-8.4980),"[np.float64(0.5910019778975223), np.float64(9.184927849832347), np.float64(0.0), np.float64(2.461175170848512)]",1.0
1,1,1.5084539524049487,-4.638429216027322,[0.035],1.501265645914402,0.035,34.852899191946946,[2.65564043],1,9.999999988232593e-05,tensor(2.7020),"[np.float64(0.5911709414782971), np.float64(9.184787069844761), np.float64(0.00039999999754304996), np.float64(2.461330899893786)]",1.0
2,2,1.500547646593354,-4.634182345895031,[0.035],1.495413231258679,0.035,34.8854981945635,[2.65564043],1,0.00014129467154046682,tensor(2.6982),"[np.float64(0.5912902877026989), np.float64(9.184655754067087), np.float64(0.0006906895475477517), np.float64(2.4614677665682128)]",1.0
3,3,1.492254198663865,-4.630183882624478,[0.035],1.489984438103164,0.035,34.913778165433044,[2.65564043],1,0.00015332799756673774,tensor(2.6947),"[np.float64(0.5913988185177359), np.float64(9.184525751908101), np.float64(0.0009741403809092051), np.float64(2.4616024076903162)]",1.0
4,4,1.4836969862206033,-4.626284756337406,[0.035],1.4847744283280357,0.035,34.93965217288035,[2.65564043],1,0.000146628892784626,tensor(2.6913),"[np.float64(0.5915025082455464), np.float64(9.184395960792646), np.float64(0.0012588669791954972), np.float64(2.4617363072610563)]",1.0
5,5,1.4749392990597296,-4.622437470975798,[0.035],1.4797000986593338,0.035,34.96392625969016,[2.65564043],1,0.0001265635147818385,tensor(2.6880),"[np.float64(0.5916036121787704), np.float64(9.184266044662367), np.float64(0.0015466993521563509), np.float64(2.4618700308015886)]",1.0
6,6,1.4660215493839068,-4.618621464145458,[0.035],1.4747188822729544,0.035,34.987031695330835,[2.65564043],1,9.635897092749701e-05,tensor(2.6847),"[np.float64(0.5917032241916257), np.float64(9.184135885534939), np.float64(0.0018380431989410393), np.float64(2.462003842677087)]",1.0
7,7,1.4569721721674256,-4.6148262314265445,[0.035],1.4698058526888333,0.035,35.00923235686389,[2.65564043],1,5.8153138751705265e-05,tensor(2.6815),"[np.float64(0.5918019505327609), np.float64(9.184005446032991), np.float64(0.002132898474996474), np.float64(2.462137875785054)]",1.0
8,8,1.4478123747421976,-4.611045817432443,[0.035],1.4649450676465663,0.035,35.030704399867055,[2.65564043],1,1.345535570573004e-05,tensor(2.6784),"[np.float64(0.5919001560771208), np.float64(9.183874722271641), np.float64(0.0024311359055023424), np.float64(2.4622721974897)]",1.0
9,9,1.4395282710769037,-4.6072766063881545,[0.035],1.460361261852061,0.035,35.05157283580583,[2.65564043],1,-3.661961443479739e-05,tensor(-23.8728),"[np.float64(0.5919980725984659), np.float64(9.183743724935145), np.float64(0.0027325878726944678), np.float64(2.4624068397953645)]",1.0
10,10,1.4297536210901833,-4.603516237096648,[0.035],1.4554686815137416,0.035,35.07193094258662,[2.65564043],1,-1.2093067433280054e-05,tensor(-23.8444),"[np.float64(0.592095855340307), np.float64(9.183612470036422), np.float64(0.003037083514489918), np.float64(2.4625418161940478)]",1.0
11,11,1.4203164151792662,-4.59976324989816,[0.035],1.4507029963336,0.035,35.091849697484314,[2.65564043],1,3.6524218610483494e-05,tensor(2.6691),"[np.float64(0.5921936052250923), np.float64(9.183480977331174), np.float64(0.003344453020635583), np.float64(2.462677125814155)]",1.0
12,12,1.4111215801195145,-4.596016655204763,[0.035],1.4460348545978825,0.035,35.111385301682304,[2.65564043],1,7.651344025940608e-05,tensor(2.6661),"[np.float64(0.5922913917539465), np.float64(9.18334926649139), np.float64(0.0036545384329816043), np.float64(2.4628127616081765)]",1.0
13,13,1.401860129802032,-4.592275778835213,[0.035],1.441383862241413,0.035,35.13058320062736,[2.65564043],1,0.00010886979232595692,tensor(2.6631),"[np.float64(0.5923892628625235), np.float64(9.183217356413175), np.float64(0.003967193809928545), np.float64(2.462948712825939)]",1.0
14,14,1.3925399233281175,-4.588540183474972,[0.035],1.4367476777216375,0.035,35.14948065311075,[2.65564043],1,0.00013442702207175605,tensor(2.6601),"[np.float64(0.5924872505996526), np.float64(9.183085265142845), np.float64(0.004282284109022372), np.float64(2.463084966152138)]",1.0
15,15,1.3831677735130792,-4.584809598467819,[0.035],1.4321244551577237,0.035,35.16810864148951,[2.65564043],1,0.00015389308884204076,tensor(2.6570),"[np.float64(0.5925853755752698), np.float64(9.182953009707937), np.float64(0.004599684218191885), np.float64(2.463221506805798)]",1.0
16,16,1.3737496534926004,-4.581083869977881,[0.035],1.4275127283182916,0.035,35.186493219697304,[2.65564043],1,0.00016787594787474026,tensor(2.6540),"[np.float64(0.592683650024798), np.float64(9.182820606075735), np.float64(0.004919278364812347), np.float64(2.4633583192181177)]",1.0
17,17,1.36429083081446,-4.57736293945834,[0.035],1.4229113264677207,0.035,35.20465651517849,[2.65564043],1,0.00017690265059958717,tensor(2.6511),"[np.float64(0.592782079937637), np.float64(9.18268806918178), np.float64(0.00524095915259991), np.float64(2.4634953875097305)]",1.0
18,18,1.3547959922613768,-4.573646811814107,[0.035],1.4183193131869511,0.035,35.222617463140665,[2.65564043],1,0.0001814337968778299,tensor(2.6481),"[np.float64(0.5928806666179016), np.float64(9.182555412979339), np.float64(0.005564626805439766), np.float64(2.4636326957594084)]",1.0
19,19,1.345269332721129,-4.569935541020934,[0.035],1.4137359400846274,0.035,35.24039237807956,[2.65564043],1,0.00018187467702903873,tensor(2.6451),"[np.float64(0.5929794077904395), np.float64(9.182422650511619), np.float64(0.005890188377186511), np.float64(2.46377022820533)]",1.0
20,20,1.3357146259988721,-4.566229219994991,[0.035],1.4091606112091726,0.035,35.25799539944339,[4.06480104],1,0.000178584006571021,tensor(2.6421),"[np.float64(0.5930782984313153), np.float64(9.182289793986055), np.float64(0.006217557328027781), np.float64(2.463907969368441)]",1.0
21,21,-1.6032410414745686,-4.509331252581705,[0.035],0.38739067700105234,0.035,35.30740631703554,[4.06480104],1,0.00017188087742367423,tensor(2.8939),"[np.float64(0.5931773314136364), np.float64(9.182156854838155), np.float64(0.006546652766469936), np.float64(2.464045904130896)]",1.0
22,22,-1.6180368885309886,-4.505020177593957,[0.035],0.38180504315557406,0.035,35.32822526342462,[4.06480104],1,0.0001616942239129254,tensor(2.8903),"[np.float64(0.5932832601493399), np.float64(9.18202412215753), np.float64(0.006841740712510688), np.float64(2.464180744360759)]",1.0
23,23,-1.6346352498131893,-4.500151406846619,[0.035],0.3757769289574759,0.035,35.349773357203865,[4.06480104],1,0.00014831386659821622,tensor(2.8864),"[np.float64(0.5933947617513607), np.float64(9.181891850152963), np.float64(0.007122417555493537), np.float64(2.464312433105154)]",1.0
24,24,-1.6526155358092478,-4.494850423010311,[0.035],0.3694362610029333,0.035,35.37165518391283,[4.06480104],1,0.00013200080217852853,tensor(2.8823),"[np.float64(0.5935096865086554), np.float64(9.181760211359284), np.float64(0.0073964767970306974), np.float64(2.464440962121962)]",1.0
25,25,-1.6677669504563468,-4.489118912976021,[0.03],0.3637538294613313,0.03,35.39364235016407,[4.06480104],1,0.00011299065547612326,tensor(3.1000),"[np.float64(0.5936265346360236), np.float64(9.1816293216747), np.float64(0.0076682599927489796), np.float64(2.464566363506478)]",1.0
26,26,-1.6760911239723897,-4.483478614664042,[0.03],0.3598676546395757,0.03,35.41352979476228,[4.06480104],1,9.118108466936759e-05,tensor(3.0973),"[np.float64(0.59373288184194), np.float64(9.181502044791538), np.float64(0.007936923389017143), np.float64(2.4646851772221936)]",1.0
27,27,-1.6844314315566913,-4.4780602756491374,[0.03],0.3562093564612583,0.03,35.43153120796706,[4.06480104],1,6.679224629746943e-05,tensor(3.0947),"[np.float64(0.5938296510468368), np.float64(9.181378006243973), np.float64(0.008202675897688196), np.float64(2.464798010080874)]",1.0
28,28,-1.692784734223492,-4.472842042399817,[0.03],0.3527574755847958,0.03,35.447836765572646,[4.06480104],1,4.002351796593605e-05,tensor(3.0923),"[np.float64(0.5939176792595271), np.float64(9.18125687103066), np.float64(0.00846581708058072), np.float64(2.4649054083568176)]",1.0
29,29,-1.7011486640625397,-4.467804277142517,[0.03],0.34949267814708807,0.03,35.46261626818882,[4.06480104],1,1.1055751168392999e-05,tensor(3.0900),"[np.float64(0.5939977265440285), np.float64(9.181138338877114), np.float64(0.008726693328105434), np.float64(2.465007864678124)]",1.0
30,30,-1.7089571221854656,-4.4629293012637525,[0.03],0.3465254375402465,0.03,35.47602174253224,[4.06480104],1,-1.9946773368250904e-05,tensor(-25.3651),"[np.float64(0.5940704837857488), np.float64(9.181022140212885), np.float64(0.008985668885592532), np.float64(2.465105824007994)]",1.0
31,31,-1.7174628876639622,-4.458201152480183,[0.03],0.3435557192529648,0.03,35.488189816780014,[4.06480104],1,-1.100520518196288e-05,tensor(-25.3481),"[np.float64(0.5941365807404537), np.float64(9.180908032199325), np.float64(0.009243108159730201), np.float64(2.4651996896353174)]",1.0
32,32,-1.7259427412980564,-4.453605458909584,[0.03],0.34073287783136585,0.03,35.49924306036936,[4.06480104],1,2.4578667540570998e-05,tensor(3.0839),"[np.float64(0.594196589370934), np.float64(9.180795796869392), np.float64(0.00949935990591404), np.float64(2.4652898256753044)]",1.0
33,33,-1.7341345293805943,-4.449129237073599,[0.03],0.33810337522882433,0.03,35.50929183732137,[4.06480104],1,5.343493703436707e-05,tensor(3.0820),"[np.float64(0.5942510308235653), np.float64(9.180685237829218), np.float64(0.009754751472562613), np.float64(2.465376562148417)]",1.0
34,34,-1.7423458759518022,-4.444760735112637,[0.03],0.33558556168066656,0.03,35.51843576754287,[4.06480104],1,7.613744172912728e-05,tensor(3.0803),"[np.float64(0.5943003807843652), np.float64(9.180576177722935), np.float64(0.010009585384751588), np.float64(2.4654601988898865)]",1.0
35,35,-1.7505750125780624,-4.440429130884243,[0.03],0.33316909756497265,0.03,35.5267647475582,[4.06480104],1,9.320864988568762e-05,tensor(3.0786),"[np.float64(0.5943450730055096), np.float64(9.180468456545574), np.float64(0.010264136169633136), np.float64(2.4655410080117477)]",1.0
36,36,-1.7588204101535851,-4.4358341049766485,[0.03],0.3308445992597432,0.03,35.534359992616196,[4.06480104],1,0.00010512446099515281,tensor(3.0770),"[np.float64(0.5943855031306485), np.float64(9.180361929867045), np.float64(0.010518650300780967), np.float64(2.4656192366696166)]",1.0
37,37,-1.7670807330323066,-4.431315660831598,[0.03],0.3286035478569484,0.03,35.54129491603902,[4.06480104],1,0.00011231850838828784,tensor(3.0754),"[np.float64(0.5944220321546086), np.float64(9.180256467259262), np.float64(0.010773346132747814), np.float64(2.4656951094249617)]",1.0
38,38,-1.7753548400027521,-4.4268660773506046,[0.03],0.32643820672107476,0.03,35.54763591993713,[4.06480104],1,0.00011518602580318117,tensor(3.0739),"[np.float64(0.5944549895000644), np.float64(9.18015195091246), np.float64(0.011028415376601479), np.float64(2.465768830393632)]",1.0
39,39,-1.7836417126318713,-4.422478362729964,[0.03],0.3243415477277483,0.03,35.553443094954986,[4.06480104],1,0.00011408733076475758,tensor(3.0724),"[np.float64(0.5944846758203405), np.float64(9.180048274395062), np.float64(0.01128402456173188), np.float64(2.465840585168601)]",1.0
40,40,-1.79194046514791,-4.418146186066101,[0.03],0.32230718481310905,0.03,35.55877084260071,[4.38710823],1,0.00010935096959643962,tensor(3.0710),"[np.float64(0.5945113655532902), np.float64(9.179945341539387), np.float64(0.011540316933425382), np.float64(2.4659105425613985)]",1.0
41,41,4.934352726918265,-4.58940121387004,[0.04],1.6383573831399432,0.04,35.55552639621085,[4.38710823],1,0.0001012765623219435,tensor(3.6153),"[np.float64(0.5945353092032906), np.float64(9.17984306545847), np.float64(0.01179741427104627), np.float64(2.4659788561444977)]",1.0
42,42,4.9246470800923055,-4.58509484112987,[0.04],1.6352616404497795,0.04,35.57502835641028,[4.38710823],1,8.946884035417191e-05,tensor(3.6134),"[np.float64(0.5946095511938987), np.float64(9.179722426214301), np.float64(0.012019437698108698), np.float64(2.4660880393147937)]",1.0
43,43,4.899531716741622,-4.58159014600357,[0.04],1.6288988457026672,0.04,35.60179722851489,[4.38710823],1,7.423807252723483e-05,tensor(3.6096),"[np.float64(0.5947100478490247), np.float64(9.179590077423873), np.float64(0.01222520361437655), np.float64(2.466218240386879)]",1.0
44,44,4.864266893519309,-4.578653099246257,[0.04],1.6203766147990408,0.04,35.63323016015357,[4.38710823],1,5.5869524489152335e-05,tensor(3.6045),"[np.float64(0.5948287655447404), np.float64(9.179449350088934), np.float64(0.01242254943560248), np.float64(2.4663624474080468)]",1.0
45,45,4.821678637900453,-4.576156440052471,[0.04],1.6102872897323064,0.04,35.667952379275754,[4.38710823],1,3.4624875247643593e-05,tensor(3.5984),"[np.float64(0.5949612439241855), np.float64(9.179302324327258), np.float64(0.01261627611382629), np.float64(2.466516842073884)]",1.0
46,46,4.773568078064327,-4.574017763028204,[0.04],1.5990069657566828,0.04,35.70510209612154,[4.38710823],1,1.0743881229356605e-05,tensor(3.5917),"[np.float64(0.5951045169905057), np.float64(9.17915044559417), np.float64(0.012809733159078383), np.float64(2.466678959288671)]",1.0
47,47,4.721797757787888,-4.572178415167958,[0.04],1.5868987995898285,0.04,35.744086608721645,[4.38710823],1,-1.555395188068779e-05,tensor(-35.5453),"[np.float64(0.5952564255199111), np.float64(9.17899478231443), np.float64(0.013005370880072649), np.float64(2.4668470577124695)]",1.0
48,48,4.665655172684847,-4.570594121079224,[0.04],1.5738811985720258,0.04,35.78447441753181,[4.38710823],1,3.0534588355087038e-06,tensor(3.5766),"[np.float64(0.5954153129740767), np.float64(9.178836155713368), np.float64(0.013205004906942904), np.float64(2.4670198387065545)]",1.0
49,49,4.607483756540194,-4.569230164208767,[0.04],1.5603752382011273,0.04,35.82593897358829,[4.38710823],1,1.6039386075756946e-05,tensor(3.5685),"[np.float64(0.5955798638309676), np.float64(9.17867521476721), np.float64(0.013409970798216337), np.float64(2.467196297641165)]",1.0
50,50,4.5472428346196265,-4.568058531615223,[0.04],1.5463967278244375,0.04,35.86822673074272,[4.38710823],1,2.3898736754773794e-05,tensor(3.5601),"[np.float64(0.5957490105713927), np.float64(9.178512481556849), np.float64(0.013621229489476309), np.float64(2.4673756386217365)]",1.0
51,51,4.516293703037659,-4.567557095263368,[0.04],1.5392194392649465,0.04,35.889674179539824,[4.38710823],1,2.549068394624615e-05,tensor(3.5558),"[np.float64(0.5958354299545991), np.float64(9.178430431807143), np.float64(0.013729171990308592), np.float64(2.4674664277932554)]",1.0
52,52,4.484675185492651,-4.566986993350727,[0.04],1.531892976148743,0.04,35.91133948730724,[4.38710823],1,2.49480676091786e-05,tensor(3.5514),"[np.float64(0.5959233334526572), np.float64(9.178347864892705), np.float64(0.013838456710716016), np.float64(2.467558083111583)]",1.0
53,53,4.452533510207408,-4.566466803744408,[0.04],1.5244482392776066,0.04,35.933159263920025,[4.38710823],1,2.2455959953382217e-05,tensor(3.5469),"[np.float64(0.5960124265746464), np.float64(9.17826491812825), np.float64(0.013949207970882354), np.float64(2.467650397971555)]",1.0
54,54,4.4199897542133195,-4.565987026818433,[0.04],1.516910829941557,0.04,35.95508194026557,[4.38710823],1,1.8182930124879718e-05,tensor(3.5424),"[np.float64(0.5961024606044897), np.float64(9.17818170569849), np.float64(0.014061516632059868), np.float64(2.4677432013263623)]",1.0
55,55,4.387144739853248,-4.565523717621404,[0.04],1.5093020860200765,0.04,35.97706534499892,[4.38710823],1,1.228249671392183e-05,tensor(3.5378),"[np.float64(0.5961932245079731), np.float64(9.178098322912165), np.float64(0.01417544578508688), np.float64(2.4678363508192733)]",1.0
56,56,4.354082768328226,-4.565096808120206,[0.04],1.5016398713654908,0.04,35.999074880064114,[4.38710823],1,4.8944549869376785e-06,tensor(3.5332),"[np.float64(0.5962845386132826), np.float64(9.178014849515742), np.float64(0.014291035544600787), np.float64(2.4679297275387957)]",1.0
57,57,4.321018209703069,-4.564538146331103,[0.04],1.4939636192181882,0.04,36.021082101668284,[4.38710823],1,-3.853910559172899e-06,tensor(-34.9924),"[np.float64(0.596376249583809), np.float64(9.17793135231969), np.float64(0.014408306912692495), np.float64(2.468023231906774)]",1.0
