,target,test_prob,test_obj,0.25_test_obj,0.75_test_obj,mv_prob,mv_obj,0.25_mv_obj,0.75_mv_obj,pre_prob,pre_obj,0.25_pre_obj,0.75_pre_obj,nonrob_prob,nonrob_obj,scenario_prob,scenario_obj,0.25_nonrob_obj,0.75_nonrob_obj,0.25_scenario_obj,0.75_scenario_obj
0,0.01,0.04359999999999999,-0.842331986512143,-0.8477781417550316,-0.8380975280715094,0.020399999999999998,-0.8058244548017042,-0.8106046472132958,-0.7995037230478295,0.024,-0.8172112634932395,-0.8238549148670359,-0.8105127994763076,0.6266721719396646,-0.8742552271981519,0.39788827173502633,-0.8230205657245733,-0.9030131676169048,-0.8571562882475992,-0.8276007650036177,-0.8135806781494475
0,0.02,0.0558,-0.8448655980447871,-0.8494122159296549,-0.8385058939241379,0.032,-0.8088217487410979,-0.8119953121848923,-0.8043395893400187,0.038799999999999994,-0.8203743401789586,-0.8266490650275803,-0.8145011929680801,0.6266721719396646,-0.8742552271981519,0.39788827173502633,-0.8230205657245733,-0.9030131676169048,-0.8571562882475992,-0.8276007650036177,-0.8135806781494475
0,0.03,0.05740000000000001,-0.8450985292012726,-0.8500844795932421,-0.8386645507250705,0.035,-0.8094757043239946,-0.812247194479949,-0.8049962048738359,0.045399999999999996,-0.8213379819851501,-0.8275229846278298,-0.8145011929680801,0.6266721719396646,-0.8742552271981519,0.39788827173502633,-0.8230205657245733,-0.9030131676169048,-0.8571562882475992,-0.8276007650036177,-0.8135806781494475
0,0.04,0.07039999999999999,-0.846737492998745,-0.8506179474776832,-0.8401440759120149,0.04479999999999999,-0.8121528930110469,-0.8162565913782189,-0.8095554336884485,0.05840000000000001,-0.823901772025971,-0.8297132194009593,-0.8167567436051353,0.6266721719396646,-0.8742552271981519,0.39788827173502633,-0.8230205657245733,-0.9030131676169048,-0.8571562882475992,-0.8276007650036177,-0.8135806781494475
0,0.05,0.09,-0.8487602220289249,-0.852646875835988,-0.843580962497179,0.06040000000000001,-0.8153579367395414,-0.8195155448069307,-0.8138496757851783,0.07339999999999999,-0.8260763563988245,-0.8322977500786367,-0.8185999960302315,0.6266721719396646,-0.8742552271981519,0.39788827173502633,-0.8230205657245733,-0.9030131676169048,-0.8571562882475992,-0.8276007650036177,-0.8135806781494475
0,0.08,0.12539999999999998,-0.8533893316737411,-0.8581750589832216,-0.8488468810280407,0.09559999999999999,-0.8239736495149745,-0.8299363805936181,-0.8210537362827898,0.0996,-0.8302009242956396,-0.8372329201146638,-0.821401571168538,0.6266721719396646,-0.8742552271981519,0.39788827173502633,-0.8230205657245733,-0.9030131676169048,-0.8571562882475992,-0.8276007650036177,-0.8135806781494475
0,0.09,0.13199999999999998,-0.852623336900469,-0.8581750589832216,-0.8464280650697,0.1016,-0.8253763063955546,-0.8313173927608909,-0.8213202090515136,0.10640000000000001,-0.830988793506657,-0.8372329201146638,-0.8222324539274538,0.6266721719396646,-0.8742552271981519,0.39788827173502633,-0.8230205657245733,-0.9030131676169048,-0.8571562882475992,-0.8276007650036177,-0.8135806781494475
0,0.1,0.1484,-0.8527951155971885,-0.86135622580236,-0.8458307219578864,0.1106,-0.8278488481806383,-0.8342998847959868,-0.8231957247510409,0.12420000000000002,-0.8337464486905694,-0.8413906929924384,-0.8257228604476465,0.6266721719396646,-0.8742552271981519,0.39788827173502633,-0.8230205657245733,-0.9030131676169048,-0.8571562882475992,-0.8276007650036177,-0.8135806781494475
0,0.12,0.1552,-0.8566247808742846,-0.8620534276880208,-0.851133272100398,0.1318,-0.8324005789748181,-0.8401881350641371,-0.8260824144285821,0.1434,-0.8361381754231532,-0.8459741886345713,-0.8268314979062279,0.6266721719396646,-0.8742552271981519,0.39788827173502633,-0.8230205657245733,-0.9030131676169048,-0.8571562882475992,-0.8276007650036177,-0.8135806781494475
0,0.14,0.1934,-0.8546178498588464,-0.8585213177487583,-0.8489969778654672,0.15519999999999998,-0.8368807843678481,-0.8446129707334007,-0.8316924091816029,0.16019999999999995,-0.8387320459333975,-0.847787936290139,-0.8287763389594602,0.6266721719396646,-0.8742552271981519,0.39788827173502633,-0.8230205657245733,-0.9030131676169048,-0.8571562882475992,-0.8276007650036177,-0.8135806781494475
0,0.15,0.19619999999999999,-0.8549556324251807,-0.8585213177487583,-0.8495203036298552,0.15979999999999997,-0.838189361985107,-0.8463783211087695,-0.8316924091816029,0.16644444444444442,-0.8378016582754236,-0.8423316529444203,-0.8267176867355412,0.6266721719396646,-0.8742552271981519,0.39788827173502633,-0.8230205657245733,-0.9030131676169048,-0.8571562882475992,-0.8276007650036177,-0.8135806781494475
0,0.18,0.23079999999999998,-0.856845755554253,-0.8594340039829449,-0.8524686136744973,0.19280000000000003,-0.8450120126195356,-0.8507340253375396,-0.8401309338516161,0.19311111111111112,-0.8432275693482969,-0.855434670973644,-0.8305682672850905,0.6266721719396646,-0.8742552271981519,0.39788827173502633,-0.8230205657245733,-0.9030131676169048,-0.8571562882475992,-0.8276007650036177,-0.8135806781494475
0,0.2,0.2488,-0.857794615234449,-0.8603025432027597,-0.8528089899035989,0.2162,-0.8504766105372614,-0.8552875084762043,-0.8441951159444496,0.21955555555555556,-0.8441975636757421,-0.8468922360059145,-0.8332460803142802,0.6266721719396646,-0.8742552271981519,0.39788827173502633,-0.8230205657245733,-0.9030131676169048,-0.8571562882475992,-0.8276007650036177,-0.8135806781494475
