seed,a_seed,nonrob_prob,nonrob_obj,scenario_probs,scenario_obj,scenario_in,nonrob_in,scenario_avg,nonrob_avg,scenario_cvar,nonrob_cvar
30,30,0.6577583415252081,-0.031812131552028056,0.4777765009436673,-0.5333041684076314,-0.8217373606005538,-1.091755892155007,-0.8267784890102077,-0.8751068764255733,-0.42230813826622793,0.2824274252597737
