seed,a_seed,nonrob_prob,nonrob_obj,scenario_probs,scenario_obj,scenario_in,nonrob_in,scenario_avg,nonrob_avg
80,80,0.5905536827408967,0.3646120358678316,0.2853878871679215,-0.22375225282613967,-0.641737679188555,-1.0416098660328343,-0.8168029005009816,-0.892899386016996
