,step,Lagrangian_val,Train_val,Probability_violations_train,Violations_train,Avg_prob_train,A_norm,lam_list,mu,alpha,alphagrad,gradnorm,Rho
0,0,-10.007721395483262,-4.654748414481924,[0.04],0.4429403857374693,0.04,34.289299269092155,[1.44294039],1,0.0,tensor(-0.4329),"[np.float64(0.6136624199953791), np.float64(9.131995783165918), np.float64(0.0), np.float64(2.424619603530999)]",1.0
1,1,-10.382327172930005,-4.697177880221479,[0.03],0.6011246735419801,0.03,34.24382079289001,[1.44294039],1,9.99999976899023e-05,tensor(1.8397),"[np.float64(0.6135082727071088), np.float64(9.132137045591378), np.float64(0.0003999999991389711), np.float64(2.424467547347006)]",1.0
2,2,-10.445976605266456,-4.703105328051618,[0.03],0.6040942928475436,0.03,34.19854367711775,[1.44294039],1,4.290304025443545e-05,tensor(1.8423),"[np.float64(0.6133547086848589), np.float64(9.132278113466283), np.float64(0.0007980713665202507), np.float64(2.424315717237881)]",1.0
3,3,-10.509426172716731,-4.709025902263537,[0.03],0.6071151552106508,0.03,34.15335009539456,[1.44294039],1,-3.329660515975334e-05,tensor(-2.6309),"[np.float64(0.6132013322978482), np.float64(9.132419133629288), np.float64(0.001195593287721976), np.float64(2.4241639560649886)]",1.0
4,4,-10.572815625061377,-4.714942489853715,[0.03],0.6101336041068507,0.03,34.108221297717996,[1.44294039],1,-3.6443981400135396e-05,tensor(-2.6348),"[np.float64(0.6130480764003745), np.float64(9.132560134778595), np.float64(0.0015927313392063126), np.float64(2.4240122360110448)]",1.0
5,5,-10.63623842576362,-4.7208559728785895,[0.03],0.6131082719278116,0.03,34.0631524930913,[1.44294039],1,-7.105709210000908e-06,tensor(-2.6386),"[np.float64(0.6128949205971026), np.float64(9.132701126780862), np.float64(0.0019894773502353255), np.float64(2.4238605500404757)]",1.0
6,6,-10.699476642826744,-4.726766709104371,[0.03],0.6161465513668493,0.03,34.018142501439236,[1.44294039],1,4.093292966442863e-05,tensor(1.8532),"[np.float64(0.6127418568175247), np.float64(9.132842113969392), np.float64(0.002385776406304688), np.float64(2.4237088973111036)]",1.0
7,7,-10.762680969016206,-4.7326748696089425,[0.03],0.6191755013218079,0.03,33.973191396212734,[1.44294039],1,6.369249077153112e-05,tensor(1.8559),"[np.float64(0.6125888814400638), np.float64(9.132983098453531), np.float64(0.002781555872710122), np.float64(2.423557279509694)]",1.0
8,8,-10.825414996433414,-4.738513789704263,[0.035],0.6224065096910724,0.035,33.928299744818794,[1.44294039],1,6.708115980941833e-05,tensor(1.8244),"[np.float64(0.6124359927434504), np.float64(9.133124081316618), np.float64(0.00317673477127159), np.float64(2.4234056995321476)]",1.0
9,9,-10.887776613359677,-4.744305137184973,[0.035],0.6257703079767625,0.035,33.88349631832153,[1.44294039],1,5.5462456089712566e-05,tensor(1.8274),"[np.float64(0.6122832766160311), np.float64(9.133264946684438), np.float64(0.003570967343428675), np.float64(2.423254288557205)]",1.0
10,10,-10.950078172464416,-4.750093626585158,[0.035],0.6291202821704488,0.035,33.83877527092425,[1.44294039],1,3.1724811941293784e-05,tensor(1.8303),"[np.float64(0.6121307120537827), np.float64(9.133405722424868), np.float64(0.003964222288114082), np.float64(2.4231030205197897)]",1.0
11,11,-11.012313972014827,-4.75587941180346,[0.035],0.6324626234169671,0.035,33.79413261627239,[1.44294039],1,-1.9646228369433466e-06,tensor(-2.6634),"[np.float64(0.6119782840736561), np.float64(9.133546428579368), np.float64(0.00435645050539423), np.float64(2.4229518779120722)]",1.0
12,12,-11.074398375267595,-4.761662614329673,[0.035],0.6358410049712285,0.035,33.749565574861876,[1.44294039],1,-1.2229006829142582e-05,tensor(-2.6678),"[np.float64(0.611825981703593), np.float64(9.133687079960659), np.float64(0.004747591132454792), np.float64(2.422800848933582)]",1.0
13,13,-11.13646462501622,-4.767443334177054,[0.035],0.6391930712401372,0.035,33.70507218639965,[1.44294039],1,-4.102741714247667e-06,tensor(-2.6721),"[np.float64(0.6116737967572168), np.float64(9.13382768774071), np.float64(0.005137574652708267), np.float64(2.4226499257849694)]",1.0
14,14,-11.198420813634232,-4.77322165943627,[0.035],0.6425644000123338,0.035,33.660651035410346,[1.44294039],1,1.8773784264947558e-05,tensor(1.8422),"[np.float64(0.6115217230074675), np.float64(9.133968260519813), np.float64(0.005526325937782278), np.float64(2.422499103474372)]",1.0
15,15,-11.260321293026285,-4.778997670334019,[0.035],0.6459299476687973,0.035,33.61630108925547,[1.44294039],1,2.818204577270358e-05,tensor(1.8452),"[np.float64(0.6113697556837951), np.float64(9.13410880498712), np.float64(0.005913765648675945), np.float64(2.4223483791001823)]",1.0
16,16,-11.322182814891574,-4.784771442046081,[0.035],0.6492825875837498,0.035,33.57202157548407,[1.44294039],1,2.589284652327126e-05,tensor(1.8481),"[np.float64(0.6112178910918077), np.float64(9.134249326413656), np.float64(0.006299811596357942), np.float64(2.4221977512984134)]",1.0
17,17,-11.384004150383372,-4.7905430490293215,[0.035],0.6526236545763731,0.035,33.52781189628466,[1.44294039],1,1.3392339615611136e-05,tensor(1.8511),"[np.float64(0.6110661263528443), np.float64(9.134389828991885), np.float64(0.006684379573216734), np.float64(2.4220472198772)]",1.0
18,18,-11.444629094847436,-4.796312565067656,[0.04],0.65650458414687,0.04,33.483671567561174,[1.44294039],1,-8.06175519141065e-06,tensor(-2.7293),"[np.float64(0.610914459222944), np.float64(9.134530316074883), np.float64(0.00706738427299697), np.float64(2.421896785536057)]",1.0
