,step,Validate_val,Lower_validate,Upper_validate,Probability_violations_validate,Violations_validate,Coverage_validate,Avg_prob_validate,Rho
0,"(0,)",-4.317182485551806,-6.586746726134273,0.0,[0.04],0.2880160931532064,0.835,0.04,1.0
1,"(100,)",-4.787310229161759,-7.084374936403947,0.0,[0.07],0.8641482417716524,0.775,0.07,1.0
2,"(200,)",-4.8524594174526605,-7.176266537900018,0.0,[0.07],0.923322582670208,0.775,0.07,1.0
3,"(300,)",-4.8622960879777875,-7.194263876254736,0.0,[0.07],0.928448579329788,0.765,0.07,1.0
4,"(400,)",-4.866952351107725,-7.1991271758938336,0.0,[0.07],0.9350372392431894,0.765,0.07,1.0
5,"(500,)",-4.867780807804049,-7.200227647033698,0.0,[0.07],0.9358342257204826,0.765,0.07,1.0
